Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.003468,8.543153,[3 1] ; [15 76],[0.75789474 3.24210526] ; [17.24210526 73.75789474],0
s5,1,0.084646,2.973366,[2 2] ; [14 72],[0.71111111 3.28888889] ; [15.28888889 70.71111111],0
p4,1,0.13596,2.223097,[3 1] ; [34 56],[1.57446809 2.42553191] ; [35.42553191 54.57446809],0
a4,1,0.158487,1.988607,[3 1] ; [36 55],[1.64210526 2.35789474] ; [37.35789474 53.64210526],0
u1,1,0.167864,1.901915,[1 3] ; [ 6 85],[0.29473684 3.70526316] ; [ 6.70526316 84.29473684],0
v1,1,0.193493,1.690822,[3 1] ; [37 51],[1.73913043 2.26086957] ; [38.26086957 49.73913043],0
d1,1,0.222152,1.490415,[3 1] ; [40 51],[1.81052632 2.18947368] ; [41.18947368 49.81052632],0
s6,1,0.239791,1.381823,[3 1] ; [41 50],[1.85263158 2.14736842] ; [42.14736842 48.85263158],0
s8,1,0.244694,1.353344,[2 2] ; [22 69],[1.01052632 2.98947368] ; [22.98947368 68.01052632],0
d2,1,0.248172,1.333566,[3 1] ; [41 49],[1.87234043 2.12765957] ; [42.12765957 47.87234043],0
r1,1,0.328242,0.955822,[2 2] ; [66 25],[2.86315789 1.13684211] ; [65.13684211 25.86315789],0
p8,1,0.366319,0.816114,[2 2] ; [26 64],[1.19148936 2.80851064] ; [26.80851064 63.19148936],0
p10,1,0.383857,0.758313,[3 1] ; [47 42],[2.15053763 1.84946237] ; [47.84946237 41.15053763],0
r4,1,0.41804,0.655819,[2 2] ; [63 28],[2.73684211 1.26315789] ; [62.26315789 28.73684211],0
b1,1,0.429268,0.624803,[3 1] ; [50 41],[2.23157895 1.76842105] ; [50.76842105 40.23157895],0
v2,1,0.434682,0.610281,[1 3] ; [39 48],[1.75824176 2.24175824] ; [38.24175824 48.75824176],0
s7,1,0.492054,0.472031,[2 2] ; [28 56],[1.36363636 2.63636364] ; [28.63636364 55.36363636],0
s4,1,0.554081,0.350057,[1 3] ; [13 78],[0.58947368 3.41052632] ; [13.41052632 77.58947368],0
p3,1,0.556329,0.3461,[2 2] ; [32 58],[1.44680851 2.55319149] ; [32.55319149 57.44680851],0
p6,1,0.581184,0.304324,[1 2] ; [18 71],[0.61956522 2.38043478] ; [18.38043478 70.61956522],0
a6,1,0.634667,0.225784,[3 1] ; [57 33],[2.55319149 1.44680851] ; [57.44680851 32.55319149],0
a7,1,0.643239,0.214532,[2 2] ; [56 35],[2.44210526 1.55789474] ; [55.55789474 35.44210526],0
p11,1,0.676587,0.173993,[2 2] ; [55 36],[2.4 1.6] ; [54.6 36.4],0
s2,1,0.728679,0.120328,[1 3] ; [30 60],[1.31914894 2.68085106] ; [29.68085106 60.31914894],0
r3,1,0.798387,0.065247,[3 1] ; [73 18],[3.2 0.8] ; [72.8 18.2],0
a5,1,0.806285,0.060134,[3 1] ; [63 28],[2.77894737 1.22105263] ; [63.22105263 27.77894737],0
v4,1,0.816752,0.053696,[3 1] ; [71 18],[3.1827957 0.8172043] ; [70.8172043 18.1827957],0
v3,1,0.838398,0.041593,[1 3] ; [25 59],[1.18181818 2.81818182] ; [24.81818182 59.18181818],0
a3,1,0.866427,0.028291,[3 1] ; [64 26],[2.85106383 1.14893617] ; [64.14893617 25.85106383],0
b2,1,0.89144,0.018627,[1 2] ; [16 38],[0.89473684 2.10526316] ; [16.10526316 37.89473684],0
b3,1,0.89144,0.018627,[1 2] ; [16 38],[0.89473684 2.10526316] ; [16.10526316 37.89473684],0
d5,1,0.941154,0.005449,[3 1] ; [66 24],[2.93617021 1.06382979] ; [66.06382979 23.93617021],0
s3,1,0.964533,0.001977,[2 2] ; [43 45],[1.95652174 2.04347826] ; [43.04347826 44.95652174],0
p2,1,0.967695,0.00164,[2 1] ; [61 29],[2.03225806 0.96774194] ; [60.96774194 29.03225806],0
