Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,41.405629,[ 75 162] ; [82 40],[103.64623955 133.35376045] ; [53.35376045 68.64623955],1
p2,1,0.0,27.780846,[150  92] ; [112  15],[171.82655827  70.17344173] ; [90.17344173 36.82655827],1
p4,1,7e-06,20.171431,[ 60 182] ; [60 65],[ 79.1280654 162.8719346] ; [40.8719346 84.1280654],1
p6,1,2.6e-05,17.721273,[ 33 207] ; [41 86],[ 48.39237057 191.60762943] ; [ 25.60762943 101.39237057],1
v4,1,0.004442,8.093638,[202  38] ; [119   7],[210.49180328  29.50819672] ; [110.50819672  15.49180328],0
p10,1,0.004669,8.003458,[147  93] ; [95 30],[159.12328767  80.87671233] ; [82.87671233 42.12328767],0
s8,1,0.015681,5.838324,[ 54 189] ; [43 84],[ 63.70540541 179.29459459] ; [33.29459459 93.70540541],0
p11,1,0.01581,5.823917,[160  83] ; [99 28],[170.1  72.9] ; [88.9 38.1],0
p9,1,0.028635,4.789438,[160  78] ; [97 27],[168.96685083  69.03314917] ; [88.03314917 35.96685083],0
a7,1,0.03353,4.518488,[154  87] ; [95 32],[163.06793478  77.93206522] ; [85.93206522 41.06793478],0
r4,1,0.042361,4.120724,[178  65] ; [105  22],[185.86216216  57.13783784] ; [97.13783784 29.86216216],0
r3,1,0.046228,3.97327,[207  34] ; [118   9],[212.83967391  28.16032609] ; [112.16032609  14.83967391],0
n2,1,0.07312,3.211562,[61 34] ; [23  5],[64.87804878 30.12195122] ; [19.12195122  8.87804878],0
b3,1,0.078591,3.093794,[49 93] ; [14 49],[43.63902439 98.36097561] ; [19.36097561 43.63902439],0
b2,1,0.078591,3.093794,[49 93] ; [14 49],[43.63902439 98.36097561] ; [19.36097561 43.63902439],0
d4,1,0.103558,2.649873,[175  66] ; [102  25],[181.4048913  59.5951087] ; [95.5951087 31.4048913],0
d5,1,0.111022,2.539617,[165  76] ; [97 30],[171.58152174  69.41847826] ; [90.41847826 36.58152174],0
s6,1,0.119862,2.419127,[109 133] ; [67 58],[116.05449591 125.94550409] ; [59.94550409 65.05449591],0
v1,1,0.149172,2.0807,[ 87 151] ; [55 69],[ 93.35911602 144.64088398] ; [48.64088398 75.35911602],0
a1,1,0.179784,1.799411,[ 13 230] ; [  3 124],[ 10.50810811 232.49189189] ; [  5.49189189 121.50810811],0
n6,1,0.187952,1.7336,[170  71] ; [97 29],[175.33242507  65.66757493] ; [91.66757493 34.33242507],0
d3,1,0.195438,1.676138,[152  88] ; [89 38],[157.60217984  82.39782016] ; [83.39782016 43.60217984],0
s7,1,0.205907,1.599975,[ 66 164] ; [43 79],[ 71.22159091 158.77840909] ; [37.77840909 84.22159091],0
p1,1,0.210867,1.565462,[  7 235] ; [  7 120],[  9.18157182 232.81842818] ; [  4.81842818 122.18157182],0
