Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.2e-05,19.2303,[11 27] ; [34 10],[20.85365854 17.14634146] ; [24.14634146 19.85365854],1
s6,1,0.005358,7.754468,[10 28] ; [25 19],[16.2195122 21.7804878] ; [18.7804878 25.2195122],0
n3,1,0.020159,5.398111,[15  5] ; [4 8],[11.875  8.125] ; [7.125 4.875],0
n6,1,0.060185,3.532268,[21 17] ; [33 11],[25.02439024 12.97560976] ; [28.97560976 15.02439024],0
s2,1,0.072328,3.229378,[ 8 30] ; [17 26],[11.72839506 26.27160494] ; [13.27160494 29.72839506],0
v4,1,0.080711,3.050523,[32  6] ; [29 14],[28.61728395  9.38271605] ; [32.38271605 10.61728395],0
r3,1,0.125786,2.343752,[32  6] ; [30 13],[29.08641975  8.91358025] ; [32.91358025 10.08641975],0
b3,1,0.126184,2.338831,[ 3 20] ; [ 9 20],[ 5.30769231 17.69230769] ; [ 6.69230769 22.30769231],0
b2,1,0.126184,2.338831,[ 3 20] ; [ 9 20],[ 5.30769231 17.69230769] ; [ 6.69230769 22.30769231],0
v1,1,0.140964,2.1674,[ 6 32] ; [13 31],[ 8.80487805 29.19512195] ; [10.19512195 33.80487805],0
n2,1,0.141454,2.162075,[13  6] ; [5 7],[11.03225806  7.96774194] ; [6.96774194 5.03225806],0
u3,1,0.165205,1.925926,[15 10] ; [11 16],[12.5 12.5] ; [13.5 13.5],0
s3,1,0.199973,1.642573,[12 25] ; [20 23],[14.8 22.2] ; [17.2 25.8],0
u2,1,0.206415,1.596391,[15 10] ; [11 15],[12.74509804 12.25490196] ; [13.25490196 12.74509804],0
b5,1,0.213162,1.54982,[19 19] ; [28 16],[21.7804878 16.2195122] ; [25.2195122 18.7804878],0
v3,1,0.215069,1.536975,[ 8 29] ; [15 29],[10.50617284 26.49382716] ; [12.49382716 31.50617284],0
p8,1,0.249785,1.324507,[12 26] ; [ 9 35],[ 9.73170732 28.26829268] ; [11.26829268 32.73170732],0
a8,1,0.263851,1.24844,[ 2 35] ; [ 5 34],[ 3.40789474 33.59210526] ; [ 3.59210526 35.40789474],0
p4,1,0.270442,1.214504,[15 23] ; [12 31],[12.66666667 25.33333333] ; [14.33333333 28.66666667],0
p11,1,0.288455,1.126817,[20 18] ; [18 26],[17.6097561 20.3902439] ; [20.3902439 23.6097561],0
p1,1,0.324208,0.971893,[ 2 36] ; [ 5 39],[ 3.24390244 34.75609756] ; [ 3.75609756 40.24390244],0
p2,1,0.339477,0.912407,[23 15] ; [22 22],[20.85365854 17.14634146] ; [24.14634146 19.85365854],0
d5,1,0.339477,0.912407,[23 15] ; [22 22],[20.85365854 17.14634146] ; [24.14634146 19.85365854],0
a7,1,0.414971,0.664514,[22 16] ; [21 22],[20.17283951 17.82716049] ; [22.82716049 20.17283951],0
r4,1,0.429885,0.623135,[24 14] ; [24 20],[22.24390244 15.75609756] ; [25.75609756 18.24390244],0
d4,1,0.446194,0.580303,[24 14] ; [23 19],[22.325 15.675] ; [24.675 17.325],0
v2,1,0.459215,0.547808,[12 25] ; [17 25],[13.58227848 23.41772152] ; [15.41772152 26.58227848],0
s5,1,0.505111,0.444182,[ 5 33] ; [ 8 35],[ 6.09876543 31.90123457] ; [ 6.90123457 36.09876543],0
s1,1,0.506868,0.440527,[ 2 36] ; [ 4 40],[ 2.7804878 35.2195122] ; [ 3.2195122 40.7804878],0
n1,1,0.554628,0.349091,[ 7 13] ; [3 9],[ 6.25 13.75] ; [3.75 8.25],0
r2,1,0.559671,0.340274,[27 11] ; [33 10],[28.14814815  9.85185185] ; [31.85185185 11.14814815],0
a4,1,0.597565,0.278684,[ 3 35] ; [ 5 39],[ 3.70731707 34.29268293] ; [ 4.29268293 39.70731707],0
p6,1,0.601975,0.272028,[11 27] ; [10 32],[ 9.975 28.025] ; [11.025 30.975],0
s8,1,0.631464,0.230081,[ 7 31] ; [10 34],[ 7.87804878 30.12195122] ; [ 9.12195122 34.87804878],0
b4,1,0.648663,0.20759,[26 12] ; [28 16],[25.02439024 12.97560976] ; [28.97560976 15.02439024],0
p10,1,0.672689,0.178472,[ 8 30] ; [11 33],[ 8.80487805 29.19512195] ; [10.19512195 33.80487805],0
a3,1,0.678205,0.172154,[13 25] ; [17 27],[13.90243902 24.09756098] ; [16.09756098 27.90243902],0
d1,1,0.687466,0.161842,[11 27] ; [11 33],[10.19512195 27.80487805] ; [11.80487805 32.19512195],0
d3,1,0.726751,0.122116,[17 21] ; [18 26],[16.2195122 21.7804878] ; [18.7804878 25.2195122],0
p3,1,0.745459,0.105387,[10 28] ; [13 31],[10.65853659 27.34146341] ; [12.34146341 31.65853659],0
r1,1,0.749408,0.102029,[22 16] ; [27 17],[22.70731707 15.29268293] ; [26.29268293 17.70731707],0
d2,1,0.75286,0.099143,[12 26] ; [15 28],[12.66666667 25.33333333] ; [14.33333333 28.66666667],0
s4,1,0.782426,0.076264,[ 8 30] ; [ 8 35],[ 7.50617284 30.49382716] ; [ 8.49382716 34.50617284],0
b1,1,0.837327,0.042154,[19 19] ; [23 21],[19.46341463 18.53658537] ; [22.53658537 21.46341463],0
s7,1,0.839395,0.041074,[10 27] ; [10 30],[ 9.61038961 27.38961039] ; [10.38961039 29.61038961],0
p7,1,0.913739,0.011734,[19 19] ; [20 21],[18.75949367 19.24050633] ; [20.24050633 20.75949367],0
a6,1,0.921708,0.00966,[16 22] ; [19 25],[16.2195122 21.7804878] ; [18.7804878 25.2195122],0
