Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.011904,6.325157,[17 12] ; [31 64],[11.22580645 17.77419355] ; [36.77419355 58.22580645],0
v1,1,0.024585,5.052869,[17 13] ; [32 63],[11.76 18.24] ; [37.24 57.76],0
b4,1,0.031484,4.626398,[23  7] ; [53 44],[17.95275591 12.04724409] ; [58.04724409 38.95275591],0
r4,1,0.03552,4.420002,[27  3] ; [69 28],[22.67716535  7.32283465] ; [73.32283465 23.67716535],0
r2,1,0.109704,2.55848,[28  2] ; [77 18],[25.2  4.8] ; [79.8 15.2],0
p5,1,0.119135,2.428657,[ 3 27] ; [ 3 94],[ 1.41732283 28.58267717] ; [ 4.58267717 92.41732283],0
p12,1,0.122726,2.382187,[ 3 27] ; [ 3 93],[ 1.42857143 28.57142857] ; [ 4.57142857 91.42857143],0
a6,1,0.127597,2.321495,[19 11] ; [46 51],[15.35433071 14.64566929] ; [49.64566929 47.35433071],0
p1,1,0.131475,2.275,[ 4 26] ; [ 5 91],[ 2.14285714 27.85714286] ; [ 6.85714286 89.14285714],0
n6,1,0.141578,2.16072,[15 15] ; [63 34],[18.42519685 11.57480315] ; [59.57480315 37.42519685],0
d3,1,0.149635,2.075973,[17 13] ; [40 56],[13.57142857 16.42857143] ; [43.42857143 52.57142857],0
p3,1,0.171596,1.868943,[13 17] ; [29 68],[ 9.92125984 20.07874016] ; [32.07874016 64.92125984],0
s6,1,0.173811,1.849761,[17 12] ; [42 53],[13.7983871 15.2016129] ; [45.2016129 49.7983871],0
a5,1,0.236861,1.39918,[17 13] ; [43 54],[14.17322835 15.82677165] ; [45.82677165 51.17322835],0
s4,1,0.251459,1.31518,[ 7 23] ; [14 83],[ 4.96062992 25.03937008] ; [16.03937008 80.96062992],0
b3,1,0.288831,1.125062,[ 6 10] ; [13 41],[ 4.34285714 11.65714286] ; [14.65714286 39.34285714],0
b2,1,0.288831,1.125062,[ 6 10] ; [13 41],[ 4.34285714 11.65714286] ; [14.65714286 39.34285714],0
a8,1,0.297775,1.084133,[ 1 27] ; [ 9 83],[ 2.33333333 25.66666667] ; [ 7.66666667 84.33333333],0
p9,1,0.306369,1.046265,[16 13] ; [63 33],[18.328 10.672] ; [60.672 35.328],0
a3,1,0.338432,0.916364,[18 12] ; [48 48],[15.71428571 14.28571429] ; [50.28571429 45.71428571],0
p8,1,0.34928,0.876072,[14 16] ; [36 61],[11.81102362 18.18897638] ; [38.18897638 58.81102362],0
s5,1,0.372065,0.796756,[ 9 20] ; [21 71],[ 7.19008264 21.80991736] ; [22.80991736 69.19008264],0
p4,1,0.411608,0.674151,[13 17] ; [34 63],[11.1023622 18.8976378] ; [35.8976378 61.1023622],0
r1,1,0.4173,0.657907,[21  9] ; [60 37],[19.13385827 10.86614173] ; [61.86614173 35.13385827],0
p2,1,0.417978,0.655995,[20 10] ; [72 25],[21.73228346  8.26771654] ; [70.26771654 26.73228346],0
p6,1,0.432065,0.617267,[ 5 24] ; [23 72],[ 6.5483871 22.4516129] ; [21.4516129 73.5483871],0
s8,1,0.436568,0.605286,[ 6 24] ; [26 70],[ 7.61904762 22.38095238] ; [24.38095238 71.61904762],0
p7,1,0.472787,0.515455,[14 16] ; [52 44],[15.71428571 14.28571429] ; [50.28571429 45.71428571],0
p11,1,0.485402,0.486703,[19 11] ; [68 29],[20.5511811  9.4488189] ; [66.4488189 30.5511811],0
a7,1,0.517184,0.419505,[21  9] ; [61 35],[19.52380952 10.47619048] ; [62.47619048 33.52380952],0
n1,1,0.517268,0.419337,[1 6] ; [ 8 23],[1.65789474 5.34210526] ; [ 7.34210526 23.65789474],0
s1,1,0.549663,0.357921,[ 1 29] ; [ 6 91],[ 1.65354331 28.34645669] ; [ 5.34645669 91.65354331],0
n4,1,0.611176,0.258466,[13 17] ; [37 60],[11.81102362 18.18897638] ; [38.18897638 58.81102362],0
d4,1,0.633385,0.227499,[20 10] ; [60 37],[18.8976378 11.1023622] ; [61.1023622 35.8976378],0
d5,1,0.675706,0.175,[14 16] ; [49 47],[15. 15.] ; [48. 48.],0
u2,1,0.697896,0.15067,[7 5] ; [25 23],[6.4 5.6] ; [25.6 22.4],0
v4,1,0.698993,0.149522,[27  3] ; [83 12],[26.4  3.6] ; [83.6 11.4],0
p10,1,0.735723,0.113921,[16 14] ; [54 41],[16.8 13.2] ; [53.2 41.8],0
s3,1,0.739485,0.11058,[13 17] ; [44 50],[13.79032258 16.20967742] ; [43.20967742 50.79032258],0
a4,1,0.756945,0.095787,[ 6 24] ; [22 75],[ 6.61417323 23.38582677] ; [21.38582677 75.61417323],0
b1,1,0.760813,0.092668,[13 17] ; [39 58],[12.28346457 17.71653543] ; [39.71653543 57.28346457],0
u3,1,0.785626,0.073981,[6 5] ; [24 24],[5.59322034 5.40677966] ; [24.40677966 23.59322034],0
s7,1,0.804157,0.06149,[ 9 21] ; [26 68],[ 8.46774194 21.53225806] ; [26.53225806 67.46774194],0
r3,1,0.837696,0.04196,[27  3] ; [86 11],[26.69291339  3.30708661] ; [86.30708661 10.69291339],0
a2,1,0.84575,0.037847,[ 1 29] ; [ 4 93],[ 1.18110236 28.81889764] ; [ 3.81889764 93.18110236],0
n2,1,0.849679,0.035921,[5 2] ; [21 10],[4.78947368 2.21052632] ; [21.21052632  9.78947368],0
b5,1,0.904145,0.014503,[18 12] ; [57 40],[17.71653543 12.28346457] ; [57.28346457 39.71653543],0
a1,1,0.924481,0.008985,[ 2 28] ; [ 6 91],[ 1.88976378 28.11023622] ; [ 6.11023622 90.88976378],0
d2,1,0.961047,0.002385,[ 3 27] ; [10 87],[ 3.07086614 26.92913386] ; [ 9.92913386 87.07086614],0
n3,1,0.980628,0.00059,[5 2] ; [22  9],[4.97368421 2.02631579] ; [22.02631579  8.97368421],0
s2,1,0.983495,0.000428,[11 19] ; [35 61],[10.95238095 19.04761905] ; [35.04761905 60.95238095],0
