Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,115.002443,[ 58 187] ; [251 119],[123.09756098 121.90243902] ; [185.90243902 184.09756098],1
p6,1,0.0,58.155424,[ 40 199] ; [172 194],[ 83.74876033 155.25123967] ; [128.25123967 237.74876033],1
p8,1,0.0,55.466147,[ 88 152] ; [248 120],[132.63157895 107.36842105] ; [203.36842105 164.63157895],1
p7,1,0.0,45.137515,[115 120] ; [277  89],[153.27787022  81.72212978] ; [238.72212978 127.27787022],1
p10,1,0.0,29.53963,[182  60] ; [336  32],[205.50163934  36.49836066] ; [312.49836066  55.50163934],1
p2,1,1e-06,24.209958,[189  55] ; [337  31],[209.7124183  34.2875817] ; [316.2875817  51.7124183],1
n5,1,3e-06,21.864448,[160  83] ; [304  65],[184.23529412  58.76470588] ; [279.76470588  89.23529412],1
p5,1,5e-06,20.699148,[ 13 230] ; [ 66 301],[ 31.4704918 211.5295082] ; [ 47.5295082 319.4704918],1
s7,1,2.4e-05,17.822521,[ 84 153] ; [186 164],[109.01192504 127.98807496] ; [160.98807496 189.01192504],1
n4,1,3.3e-05,17.239384,[175  70] ; [316  55],[195.28409091  49.71590909] ; [295.71590909  75.28409091],1
v1,1,3.4e-05,17.19407,[106 129] ; [224 135],[130.55555556 104.44444444] ; [199.44444444 159.55555556],1
a5,1,0.000145,14.441805,[162  83] ; [296  75],[182.15909091  62.84090909] ; [275.84090909  95.15909091],1
s6,1,0.000155,14.307749,[127 114] ; [248 117],[149.13366337  91.86633663] ; [225.86633663 139.13366337],1
d1,1,0.000187,13.952965,[120 125] ; [238 133],[142.38636364 102.61363636] ; [215.61363636 155.38636364],1
s8,1,0.000277,13.219447,[ 85 159] ; [183 185],[106.8496732 137.1503268] ; [161.1503268 206.8496732],1
p9,1,0.000402,12.523629,[195  45] ; [336  33],[209.26108374  30.73891626] ; [321.73891626  47.26108374],1
s2,1,0.001642,9.912138,[ 91 152] ; [185 182],[109.94754098 133.05245902] ; [166.05245902 200.94754098],0
d5,1,0.001713,9.834012,[183  62] ; [314  56],[197.99186992  47.00813008] ; [299.00813008  70.99186992],0
d3,1,0.002278,9.31084,[146  99] ; [265 106],[163.46590909  81.53409091] ; [247.53409091 123.46590909],0
d2,1,0.003337,8.613547,[ 98 145] ; [194 176],[115.75203915 127.24796085] ; [176.24796085 193.75203915],0
v4,1,0.003706,8.422721,[222  20] ; [357  11],[229.70163934  12.29836066] ; [349.29836066  18.70163934],0
s5,1,0.00714,7.237319,[ 56 182] ; [122 239],[ 70.7245409 167.2754591] ; [107.2754591 253.7245409],0
a4,1,0.012006,6.309928,[ 93 152] ; [178 191],[108.13517915 136.86482085] ; [162.86482085 206.13517915],0
u1,1,0.020042,5.408198,[ 29 216] ; [ 70 301],[ 39.375 205.625] ; [ 59.625 311.375],0
v3,1,0.023757,5.112299,[ 86 152] ; [161 193],[ 99.30067568 138.69932432] ; [147.69932432 206.30067568],0
a7,1,0.024714,5.043811,[163  81] ; [278  92],[175.25081433  68.74918567] ; [265.74918567 104.25081433],0
p12,1,0.026063,4.951827,[ 14 227] ; [ 41 329],[ 21.69394435 219.30605565] ; [ 33.30605565 336.69394435],0
a2,1,0.027715,4.845697,[ 43 202] ; [ 93 278],[ 54.09090909 190.90909091] ; [ 81.90909091 289.09090909],0
r4,1,0.03294,4.548919,[213  32] ; [342  29],[220.73863636  24.26136364] ; [334.26136364  36.73863636],0
a3,1,0.044783,4.026787,[164  80] ; [277  94],[174.96585366  69.03414634] ; [266.03414634 104.96585366],0
d4,1,0.045812,3.988486,[191  53] ; [313  57],[200.28664495  43.71335505] ; [303.71335505  66.28664495],0
n6,1,0.047803,3.916907,[201  43] ; [325  44],[209.37030995  34.62969005] ; [316.62969005  52.37030995],0
v2,1,0.057397,3.61105,[128 104] ; [225 132],[139.04244482  92.95755518] ; [213.95755518 143.04244482],0
p1,1,0.094592,2.794442,[ 16 226] ; [ 39 330],[ 21.78396072 220.21603928] ; [ 33.21603928 335.78396072],0
u2,1,0.112766,2.515026,[43 37] ; [61 32],[48.09248555 31.90751445] ; [55.90751445 37.09248555],0
a1,1,0.132637,2.261362,[  8 237] ; [ 22 349],[ 11.93181818 233.06818182] ; [ 18.06818182 352.93181818],0
b5,1,0.161021,1.964612,[150  95] ; [206 165],[141.59090909 103.40909091] ; [214.40909091 156.59090909],0
r1,1,0.172419,1.861784,[188  56] ; [301  68],[194.64274062  49.35725938] ; [294.35725938  74.64274062],0
s3,1,0.172425,1.861734,[118 124] ; [197 165],[126.20860927 115.79139073] ; [188.79139073 173.20860927],0
b2,1,0.250744,1.319153,[53 89] ; [109 143],[58.3857868 83.6142132] ; [103.6142132 148.3857868],0
b3,1,0.250744,1.319153,[53 89] ; [109 143],[58.3857868 83.6142132] ; [103.6142132 148.3857868],0
n3,1,0.337482,0.919972,[45 19] ; [49 14],[47.37007874 16.62992126] ; [46.62992126 16.37007874],0
n1,1,0.352567,0.864198,[20 43] ; [25 38],[22.5 40.5] ; [22.5 40.5],0
u4,1,0.386362,0.750361,[  4 241] ; [ 10 361],[  5.56818182 239.43181818] ; [  8.43181818 362.56818182],0
r2,1,0.387234,0.747609,[222  18] ; [345  21],[224.55445545  15.44554455] ; [342.44554455  23.55445545],0
u3,1,0.421953,0.644869,[43 38] ; [55 38],[45.62068966 35.37931034] ; [52.37931034 40.62068966],0
b4,1,0.498579,0.457961,[150  95] ; [217 154],[145.96590909  99.03409091] ; [221.03409091 149.96590909],0
b1,1,0.526972,0.400227,[ 85 160] ; [138 233],[ 88.69318182 156.30681818] ; [134.30681818 236.69318182],0
a6,1,0.615398,0.252388,[165  79] ; [258 113],[167.82439024  76.17560976] ; [255.17560976 115.82439024],0
n2,1,0.880948,0.02243,[47 17] ; [47 16],[47.37007874 16.62992126] ; [46.62992126 16.37007874],0
r3,1,0.893782,0.017828,[233   9] ; [357  13],[233.30065359   8.69934641] ; [356.69934641  13.30065359],0
a8,1,0.904451,0.01441,[ 36 192] ; [ 54 280],[ 36.51245552 191.48754448] ; [ 53.48754448 280.51245552],0
s1,1,0.976856,0.000842,[  6 235] ; [  9 358],[  5.94572368 235.05427632] ; [  9.05427632 357.94572368],0
