Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9e-06,19.615723,[61 10] ; [72 59],[46.74752475 24.25247525] ; [86.25247525 44.74752475],1
s3,1,4.3e-05,16.744346,[54 17] ; [61 71],[40.22167488 30.77832512] ; [74.77832512 57.22167488],1
s2,1,4.4e-05,16.669285,[49 22] ; [51 80],[35.14851485 35.85148515] ; [64.85148515 66.14851485],1
p6,1,0.00015,14.367935,[41 31] ; [39 92],[28.37438424 43.62561576] ; [51.62561576 79.37438424],1
p10,1,0.00023,13.571684,[66  6] ; [91 41],[55.41176471 16.58823529] ; [101.58823529  30.41176471],1
s4,1,0.001043,10.750067,[23 48] ; [ 17 113],[14.12935323 56.87064677] ; [ 25.87064677 104.12935323],0
p4,1,0.00214,9.42538,[53 19] ; [68 64],[42.70588235 29.29411765] ; [78.29411765 53.70588235],0
v1,1,0.002901,8.86881,[36 35] ; [38 91],[26.27 44.73] ; [47.73 81.27],0
s8,1,0.003885,8.336786,[43 29] ; [51 81],[33.17647059 38.82352941] ; [60.82352941 71.17647059],0
p9,1,0.003911,8.324497,[65  7] ; [95 35],[57.02970297 14.97029703] ; [102.97029703  27.02970297],0
s7,1,0.005362,7.753019,[42 26] ; [51 74],[32.76683938 35.23316062] ; [60.23316062 64.76683938],0
p3,1,0.00768,7.106685,[44 28] ; [54 76],[34.93069307 37.06930693] ; [63.06930693 66.93069307],0
p2,1,0.008552,6.914064,[64  8] ; [95 35],[56.67326733 15.32673267] ; [102.32673267  27.67326733],0
a4,1,0.015056,5.909938,[49 23] ; [66 65],[40.78817734 31.21182266] ; [74.21182266 56.78817734],0
n2,1,0.025406,4.996011,[15  3] ; [25 22],[11.07692308  6.92307692] ; [28.92307692 18.07692308],0
b5,1,0.037506,4.327273,[35 37] ; [84 48],[42. 30.] ; [77. 55.],0
r4,1,0.056471,3.638111,[68  4] ; [113  19],[63.88235294  8.11764706] ; [117.11764706  14.88235294],0
n1,1,0.061987,3.483414,[10  8] ; [14 32],[ 6.75 11.25] ; [17.25 28.75],0
p7,1,0.06871,3.313564,[47 23] ; [70 60],[40.95 29.05] ; [76.05 53.95],0
p12,1,0.088787,2.896236,[ 6 65] ; [  4 128],[ 3.49753695 67.50246305] ; [  6.50246305 125.49753695],0
a7,1,0.094388,2.797896,[46 26] ; [99 33],[51.17647059 20.82352941] ; [93.82352941 38.17647059],0
a5,1,0.096876,2.75624,[63  9] ; [103  29],[58.58823529 13.41176471] ; [107.41176471  24.58823529],0
p5,1,0.117738,2.447162,[12 60] ; [ 12 118],[ 8.55445545 63.44554455] ; [ 15.44554455 114.55445545],0
p1,1,0.147318,2.099802,[10 62] ; [ 10 122],[ 7.05882353 64.94117647] ; [ 12.94117647 119.05882353],0
r2,1,0.226445,1.463051,[71  1] ; [123   6],[69.49253731  2.50746269] ; [124.50746269   4.49253731],0
a2,1,0.232544,1.425235,[26 46] ; [37 95],[22.23529412 49.76470588] ; [40.76470588 91.23529412],0
v4,1,0.260629,1.265414,[69  3] ; [121  11],[67.05882353  4.94117647] ; [122.94117647   9.05882353],0
r1,1,0.287627,1.130696,[62 10] ; [105  26],[59.23152709 12.76847291] ; [107.76847291  23.23152709],0
a6,1,0.29735,1.086043,[46 26] ; [93 38],[49.30049261 22.69950739] ; [89.69950739 41.30049261],0
r3,1,0.301217,1.068799,[67  4] ; [119  13],[65.05418719  5.94581281] ; [120.94581281  11.05418719],0
d3,1,0.302724,1.062158,[67  5] ; [116  15],[64.90640394  7.09359606] ; [118.09359606  12.90640394],0
n3,1,0.311073,1.026114,[12  5] ; [26 20],[10.25396825  6.74603175] ; [27.74603175 18.25396825],0
n6,1,0.348521,0.878834,[62 10] ; [106  25],[59.5862069 12.4137931] ; [108.4137931  22.5862069],0
a3,1,0.35309,0.86232,[58 14] ; [98 33],[55.33004926 16.66995074] ; [100.66995074  30.33004926],0
b3,1,0.368666,0.808157,[22 26] ; [31 51],[19.56923077 28.43076923] ; [33.43076923 48.56923077],0
b2,1,0.368666,0.808157,[22 26] ; [31 51],[19.56923077 28.43076923] ; [33.43076923 48.56923077],0
p8,1,0.388585,0.743364,[40 32] ; [65 67],[37.05882353 34.94117647] ; [67.94117647 64.05882353],0
v3,1,0.433816,0.612586,[15 55] ; [ 22 108],[12.95 57.05] ; [ 24.05 105.95],0
a1,1,0.468469,0.525586,[ 5 67] ; [  6 126],[ 3.88235294 68.11764706] ; [  7.11764706 124.88235294],0
d4,1,0.472492,0.516141,[70  1] ; [127   4],[69.24257426  1.75742574] ; [127.75742574   3.24257426],0
u3,1,0.524574,0.404892,[10  4] ; [21 13],[9.04166667 4.95833333] ; [21.95833333 12.04166667],0
u2,1,0.622753,0.242017,[8 6] ; [22 12],[8.75 5.25] ; [21.25 12.75],0
p11,1,0.641143,0.21725,[54 18] ; [95 37],[52.58823529 19.41176471] ; [96.41176471 35.58823529],0
n4,1,0.692913,0.155949,[55 17] ; [104  28],[56.11764706 15.88235294] ; [102.88235294  29.11764706],0
a8,1,0.713576,0.134731,[ 5 62] ; [ 11 111],[ 5.67195767 61.32804233] ; [ 10.32804233 111.67195767],0
d2,1,0.812188,0.056456,[51 21] ; [90 40],[50.25742574 21.74257426] ; [90.74257426 39.25742574],0
d5,1,0.818026,0.052939,[69  2] ; [128   3],[69.24257426  1.75742574] ; [127.75742574   3.24257426],0
b4,1,0.847761,0.036855,[41 31] ; [77 55],[41.64705882 30.35294118] ; [76.35294118 55.64705882],0
u1,1,0.904315,0.014451,[18 54] ; [ 32 100],[17.64705882 54.35294118] ; [32.35294118 99.64705882],0
s1,1,0.930824,0.007536,[ 4 67] ; [  7 124],[ 3.86633663 67.13366337] ; [  7.13366337 123.86633663],0
b1,1,0.986117,0.000303,[31 41] ; [57 75],[31.05882353 40.94117647] ; [56.94117647 75.05882353],0
n5,1,1.0,0.0,[54 18] ; [99 33],[54. 18.] ; [99. 33.],0
