Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,128.119589,[44 73] ; [380  55],[89.86956522 27.13043478] ; [334.13043478 100.86956522],1
n6,1,0.0,28.620315,[82 34] ; [391  43],[99.76 16.24] ; [373.24  60.76],1
d5,1,1.6e-05,18.581617,[80 37] ; [370  62],[95.90163934 21.09836066] ; [354.09836066  77.90163934],1
d1,1,4.9e-05,16.484554,[51 67] ; [278 157],[70.20253165 47.79746835] ; [258.79746835 176.20253165],1
s7,1,0.000268,13.283279,[43 70] ; [238 177],[60.13825758 52.86174242] ; [220.86174242 194.13825758],1
v3,1,0.000621,11.711465,[32 81] ; [196 228],[47.97765363 65.02234637] ; [180.02234637 243.97765363],1
p9,1,0.000737,11.393704,[91 27] ; [384  47],[102.09471767  15.90528233] ; [372.90528233  58.09471767],1
v1,1,0.000841,11.148678,[49 65] ; [258 169],[64.69131238 49.30868762] ; [242.30868762 184.69131238],1
r1,1,0.000857,11.11443,[85 33] ; [369  64],[97.22686025 20.77313975] ; [356.77313975  76.22686025],1
p10,1,0.000914,10.993784,[89 29] ; [378  53],[100.37522769  17.62477231] ; [366.62477231  64.37522769],1
r4,1,0.001324,10.308277,[103  15] ; [415  20],[110.53164557   7.46835443] ; [407.46835443  27.53164557],0
a5,1,0.002487,9.149819,[74 44] ; [333 102],[86.84629295 31.15370705] ; [320.15370705 114.84629295],0
a8,1,0.002928,8.851784,[  7 104] ; [ 70 323],[16.95833333 94.04166667] ; [ 60.04166667 332.95833333],0
a4,1,0.003816,8.369313,[38 80] ; [204 229],[51.82577132 66.17422868] ; [190.17422868 242.82577132],0
a2,1,0.004334,8.138365,[ 17 101] ; [118 317],[28.80650995 89.19349005] ; [106.19349005 328.80650995],0
a3,1,0.004673,8.001676,[73 44] ; [327 106],[85.09090909 31.90909091] ; [314.90909091 118.09090909],0
p3,1,0.00629,7.465308,[58 60] ; [273 160],[70.88566243 47.11433757] ; [260.11433757 172.88566243],0
s8,1,0.006482,7.411261,[43 74] ; [220 212],[56.04918033 60.95081967] ; [206.95081967 225.04918033],0
p6,1,0.00712,7.24251,[43 72] ; [222 209],[55.81501832 59.18498168] ; [209.18498168 221.81501832],0
p11,1,0.007426,7.166867,[88 30] ; [370  65],[97.72875226 20.27124774] ; [360.27124774  74.72875226],0
p5,1,0.010996,6.465961,[  8 110] ; [ 69 364],[ 16.49001815 101.50998185] ; [ 60.50998185 372.49001815],0
p4,1,0.011127,6.444981,[70 48] ; [309 123],[81.31272727 36.68727273] ; [297.68727273 134.31272727],0
u1,1,0.011791,6.342028,[ 12 106] ; [ 88 347],[21.33815552 96.66184448] ; [ 78.66184448 356.33815552],0
d2,1,0.011804,6.340079,[44 74] ; [218 215],[56.10889292 61.89110708] ; [205.89110708 227.10889292],0
s4,1,0.013518,6.099965,[30 88] ; [ 67 362],[20.9250457 97.0749543] ; [ 76.0749543 352.9250457],0
r2,1,0.021482,5.287245,[108  10] ; [415  15],[112.61678832   5.38321168] ; [410.38321168  19.61678832],0
p2,1,0.022073,5.239995,[99 18] ; [398  36],[105.53357532  11.46642468] ; [391.46642468  42.53357532],0
p8,1,0.044431,4.040091,[71 47] ; [300 129],[80.03290676 37.96709324] ; [290.96709324 138.03290676],0
d4,1,0.058332,3.584178,[90 28] ; [362  70],[96.97454545 21.02545455] ; [355.02545455  76.97454545],0
a6,1,0.063524,3.442901,[71 47] ; [299 133],[79.38181818 38.61818182] ; [290.61818182 141.38181818],0
n1,1,0.068149,3.327045,[ 7 27] ; [28 45],[11.12149533 22.87850467] ; [23.87850467 49.12149533],0
s3,1,0.069752,3.288856,[59 58] ; [257 173],[67.5904936 49.4095064] ; [248.4095064 181.5904936],0
s5,1,0.076456,3.138679,[35 79] ; [169 256],[43.14656772 70.85343228] ; [160.85343228 264.14656772],0
s6,1,0.089556,2.882344,[73 43] ; [303 123],[80.47232472 35.52767528] ; [295.52767528 130.47232472],0
v2,1,0.101262,2.685549,[59 53] ; [259 164],[66.57196262 45.42803738] ; [251.42803738 171.57196262],0
b2,1,0.102472,2.666643,[17 43] ; [112 171],[22.56559767 37.43440233] ; [106.43440233 176.56559767],0
b3,1,0.102472,2.666643,[17 43] ; [112 171],[22.56559767 37.43440233] ; [106.43440233 176.56559767],0
s2,1,0.139473,2.183769,[55 63] ; [235 198],[62.10526316 55.89473684] ; [227.89473684 205.10526316],0
p12,1,0.14823,2.09037,[  6 112] ; [ 40 393],[  9.85117967 108.14882033] ; [ 36.14882033 396.85117967],0
r3,1,0.155097,2.021394,[112   6] ; [423  11],[114.36594203   3.63405797] ; [420.63405797  13.36594203],0
p1,1,0.221156,1.496855,[  7 109] ; [ 42 392],[ 10.33454545 105.66545455] ; [ 38.66545455 395.33454545],0
d3,1,0.252606,1.308831,[77 39] ; [311 122],[81.98178506 34.01821494] ; [306.01821494 126.98178506],0
u4,1,0.377144,0.77999,[  1 117] ; [  9 426],[  2.13381555 115.86618445] ; [  7.86618445 427.13381555],0
b5,1,0.384164,0.757335,[72 46] ; [246 189],[67.85533454 50.14466546] ; [250.14466546 184.85533454],0
n3,1,0.398215,0.713711,[29  6] ; [56 18],[27.29357798  7.70642202] ; [57.70642202 16.29357798],0
s1,1,0.433411,0.613665,[  2 116] ; [ 13 417],[  3.22992701 114.77007299] ; [ 11.77007299 418.22992701],0
n2,1,0.521897,0.410143,[26  9] ; [59 15],[27.29357798  7.70642202] ; [57.70642202 16.29357798],0
u2,1,0.623184,0.241418,[26 18] ; [58 48],[24.64 19.36] ; [59.36 46.64],0
a1,1,0.712746,0.135549,[  6 112] ; [ 26 409],[  6.82820976 111.17179024] ; [ 25.17179024 409.82820976],0
b4,1,0.755346,0.097093,[67 51] ; [240 195],[65.50813743 52.49186257] ; [241.49186257 193.50813743],0
a7,1,0.762923,0.090989,[83 34] ; [314 120],[84.29945554 32.70054446] ; [312.70054446 121.29945554],0
u3,1,0.814264,0.055192,[24 19] ; [58 50],[23.35099338 19.64900662] ; [58.64900662 49.35099338],0
b1,1,0.901643,0.015274,[47 71] ; [176 259],[47.5840868 70.4159132] ; [175.4159132 259.5840868],0
