Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000721,11.435231,[28 67] ; [37 29],[38.35403727 56.64596273] ; [26.64596273 39.35403727],1
p11,1,0.001566,9.999501,[73 22] ; [35 31],[63.72670807 31.27329193] ; [44.27329193 21.72670807],0
r3,1,0.001662,9.889752,[91  4] ; [53 13],[84.9689441 10.0310559] ; [59.0310559  6.9689441],0
v4,1,0.005014,7.874435,[87  7] ; [50 15],[80.99371069 13.00628931] ; [56.00628931  8.99371069],0
r2,1,0.01155,6.378672,[85  7] ; [51 14],[79.69426752 12.30573248] ; [56.30573248  8.69426752],0
s1,1,0.013901,6.050631,[ 1 94] ; [ 6 60],[ 4.13043478 90.86956522] ; [ 2.86956522 63.13043478],0
p9,1,0.030105,4.703259,[65 28] ; [35 31],[58.49056604 34.50943396] ; [41.50943396 24.49056604],0
p10,1,0.030515,4.680025,[57 36] ; [29 37],[50.30188679 42.69811321] ; [35.69811321 30.30188679],0
p7,1,0.053383,3.731892,[55 40] ; [28 38],[48.97515528 46.02484472] ; [34.02484472 31.97515528],0
a7,1,0.068116,3.327847,[73 22] ; [42 24],[67.85714286 27.14285714] ; [47.14285714 18.85714286],0
p6,1,0.072267,3.230769,[24 67] ; [ 9 54],[19.5 71.5] ; [13.5 49.5],0
r4,1,0.095149,2.785028,[77 18] ; [46 20],[72.57763975 22.42236025] ; [50.42236025 15.57763975],0
a8,1,0.10527,2.623833,[ 9 79] ; [ 2 60],[ 6.45333333 81.54666667] ; [ 4.54666667 57.45333333],0
p1,1,0.111557,2.532023,[ 4 90] ; [ 7 58],[ 6.50314465 87.49685535] ; [ 4.49685535 60.50314465],0
p2,1,0.122559,2.384309,[73 21] ; [44 22],[68.7375 25.2625] ; [48.2625 17.7375],0
u2,1,0.206822,1.593535,[17 17] ; [16  8],[19.34482759 14.65517241] ; [13.65517241 10.34482759],0
v2,1,0.219464,1.507874,[48 44] ; [27 37],[44.23076923 47.76923077] ; [30.76923077 33.23076923],0
u3,1,0.286233,1.137255,[15 19] ; [14 10],[17. 17.] ; [12. 12.],0
a2,1,0.289572,1.121611,[ 8 87] ; [ 9 57],[10.0310559 84.9689441] ; [ 6.9689441 59.0310559],0
s7,1,0.298556,1.080634,[24 70] ; [11 49],[21.36363636 72.63636364] ; [13.63636364 46.36363636],0
s5,1,0.302922,1.061285,[17 74] ; [ 8 56],[14.67741935 76.32258065] ; [10.32258065 53.67741935],0
s3,1,0.346805,0.885114,[18 73] ; [17 48],[20.41666667 70.58333333] ; [14.58333333 50.41666667],0
n3,1,0.368885,0.807416,[24  8] ; [14  8],[22.51851852  9.48148148] ; [15.48148148  6.51851852],0
a5,1,0.383556,0.759274,[51 44] ; [40 26],[53.69565217 41.30434783] ; [37.30434783 28.69565217],0
s4,1,0.403693,0.697297,[11 84] ; [ 5 61],[ 9.44099379 85.55900621] ; [ 6.55900621 59.44099379],0
v1,1,0.433852,0.612488,[29 62] ; [25 41],[31.29936306 59.70063694] ; [22.70063694 43.29936306],0
d3,1,0.438225,0.600926,[66 29] ; [42 24],[63.72670807 31.27329193] ; [44.27329193 21.72670807],0
n2,1,0.443793,0.586454,[20 12] ; [12 11],[18.61818182 13.38181818] ; [13.38181818  9.61818182],0
d5,1,0.463837,0.536621,[67 28] ; [50 16],[69.03726708 25.96273292] ; [47.96273292 18.03726708],0
s8,1,0.571573,0.320058,[19 75] ; [11 55],[17.625 76.375] ; [12.375 53.625],0
r1,1,0.605315,0.267054,[67 28] ; [49 17],[68.44720497 26.55279503] ; [47.55279503 18.44720497],0
b2,1,0.626325,0.237078,[19 33] ; [13 28],[17.89247312 34.10752688] ; [14.10752688 26.89247312],0
b3,1,0.626325,0.237078,[19 33] ; [13 28],[17.89247312 34.10752688] ; [14.10752688 26.89247312],0
s6,1,0.630571,0.231288,[33 60] ; [21 45],[31.58490566 61.41509434] ; [22.41509434 43.58490566],0
b5,1,0.685682,0.1638,[56 39] ; [41 25],[57.23602484 37.76397516] ; [39.76397516 26.23602484],0
v3,1,0.692426,0.156471,[25 66] ; [15 46],[23.94736842 67.05263158] ; [16.05263158 44.94736842],0
a1,1,0.710731,0.137548,[ 2 93] ; [ 2 64],[ 2.36024845 92.63975155] ; [ 1.63975155 64.36024845],0
a6,1,0.715319,0.133022,[56 39] ; [37 29],[54.8757764 40.1242236] ; [38.1242236 27.8757764],0
p4,1,0.719506,0.128967,[33 61] ; [25 41],[34.075 59.925] ; [23.925 42.075],0
n4,1,0.730825,0.118356,[40 55] ; [26 40],[38.94409938 56.05590062] ; [27.05590062 38.94409938],0
d2,1,0.7867,0.073223,[34 61] ; [25 41],[34.8136646 60.1863354] ; [24.1863354 41.8136646],0
p12,1,0.795175,0.06739,[ 2 93] ; [ 1 64],[ 1.78125 93.21875] ; [ 1.21875 63.78125],0
a4,1,0.831882,0.045066,[33 62] ; [24 42],[33.63354037 61.36645963] ; [23.36645963 42.63354037],0
u1,1,0.836704,0.042482,[ 5 90] ; [ 3 63],[ 4.72049689 90.27950311] ; [ 3.27950311 62.72049689],0
p5,1,0.836704,0.042482,[ 5 90] ; [ 3 63],[ 4.72049689 90.27950311] ; [ 3.27950311 62.72049689],0
d4,1,0.85136,0.035112,[76 19] ; [52 14],[75.52795031 19.47204969] ; [52.47204969 13.52795031],0
d1,1,0.85612,0.032875,[46 49] ; [31 35],[45.43478261 49.56521739] ; [31.56521739 34.43478261],0
a3,1,0.870141,0.026725,[61 33] ; [42 24],[60.5125 33.4875] ; [42.4875 23.5125],0
b4,1,0.891001,0.018779,[58 37] ; [41 25],[58.41614907 36.58385093] ; [40.58385093 25.41614907],0
p8,1,0.895678,0.017193,[38 56] ; [26 40],[37.6 56.4] ; [26.4 39.6],0
p3,1,0.907256,0.013572,[33 62] ; [22 43],[32.65625 62.34375] ; [22.34375 42.65625],0
n1,1,0.962287,0.002236,[ 7 26] ; [ 5 18],[ 7.07142857 25.92857143] ; [ 4.92857143 18.07142857],0
