Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,47.386816,[195  64] ; [37 64],[166.91111111  92.08888889] ; [65.08888889 35.91111111],1
d3,1,0.0,29.246857,[204  56] ; [50 51],[182.93628809  77.06371191] ; [71.06371191 29.93628809],1
a2,1,3e-06,21.834174,[ 90 172] ; [10 91],[ 72.17630854 189.82369146] ; [27.82369146 73.17630854],1
u1,1,3.3e-05,17.218899,[ 74 188] ; [ 8 93],[ 59.184573 202.815427] ; [22.815427 78.184573],1
r4,1,5.3e-05,16.343831,[251  11] ; [84 17],[241.79063361  20.20936639] ; [93.20936639  7.79063361],1
b5,1,5.6e-05,16.237474,[177  85] ; [45 56],[160.23140496 101.76859504] ; [61.76859504 39.23140496],1
r2,1,0.000204,13.798408,[257   3] ; [91  9],[251.33333333   8.66666667] ; [96.66666667  3.33333333],1
s8,1,0.004634,8.016886,[157 103] ; [77 24],[168.53185596  91.46814404] ; [65.46814404 35.53185596],0
s7,1,0.006442,7.422264,[177  73] ; [84 15],[186.96275072  63.03724928] ; [74.03724928 24.96275072],0
r1,1,0.006747,7.339223,[227  34] ; [76 25],[218.46132597  42.53867403] ; [84.53867403 16.46132597],0
d1,1,0.01555,5.853015,[183  79] ; [57 44],[173.2231405  88.7768595] ; [66.7768595 34.2231405],0
b1,1,0.01614,5.787512,[101 161] ; [53 48],[111.15151515 150.84848485] ; [42.84848485 58.15151515],0
b4,1,0.023201,5.153425,[159 103] ; [48 53],[149.40495868 112.59504132] ; [57.59504132 43.40495868],0
v4,1,0.031283,4.637339,[256   6] ; [93  7],[252.59116022   9.40883978] ; [96.40883978  3.59116022],0
d4,1,0.082023,3.024357,[229  31] ; [81 19],[223.88888889  36.11111111] ; [86.11111111 13.88888889],0
a1,1,0.113236,2.508464,[ 12 250] ; [ 9 92],[ 15.15702479 246.84297521] ; [ 5.84297521 95.15702479],0
p1,1,0.118959,2.430967,[ 30 231] ; [ 6 94],[ 26.02770083 234.97229917] ; [ 9.97229917 90.02770083],0
a3,1,0.134265,2.242481,[201  60] ; [85 16],[206.20441989  54.79558011] ; [79.79558011 21.20441989],0
a8,1,0.174343,1.845196,[ 47 192] ; [13 84],[ 42.67857143 196.32142857] ; [17.32142857 79.67857143],0
v3,1,0.195713,1.67408,[110 138] ; [52 48],[115.44827586 132.55172414] ; [46.55172414 53.44827586],0
