Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,108.182158,[437 113] ; [ 72 114],[380.36684783 169.63315217] ; [128.63315217  57.36684783],1
d3,1,0.0,100.826974,[477  74] ; [95 91],[427.64179104 123.35820896] ; [144.35820896  41.64179104],1
a2,1,0.0,40.283568,[178 373] ; [ 16 170],[145.03934871 405.96065129] ; [ 48.96065129 137.03934871],1
u1,1,0.0,30.525282,[140 411] ; [ 12 174],[113.63907734 437.36092266] ; [ 38.36092266 147.63907734],1
b5,1,3e-06,21.784214,[364 187] ; [87 99],[337.17910448 213.82089552] ; [113.82089552  72.17910448],1
b1,1,0.004985,7.884758,[194 357] ; [87 99],[210.08276798 340.91723202] ; [ 70.91723202 115.08276798],0
s5,1,0.008357,6.955231,[173 355] ; [77 99],[187.5 340.5] ; [ 62.5 113.5],0
d1,1,0.009803,6.670348,[399 152] ; [116  70],[385.02713704 165.97286296] ; [129.97286296  56.02713704],0
b4,1,0.027511,4.858484,[338 213] ; [97 89],[325.21709634 225.78290366] ; [109.78290366  76.21709634],0
p2,1,0.048715,3.885145,[468  81] ; [143  38],[459.50547945  89.49452055] ; [151.49452055  29.50547945],0
r1,1,0.0498,3.848176,[460  89] ; [144  42],[451.15102041  97.84897959] ; [152.84897959  33.15102041],0
r4,1,0.05228,3.76678,[511  40] ; [164  22],[504.64721845  46.35278155] ; [170.35278155  15.64721845],0
s8,1,0.058871,3.568911,[239 309] ; [95 89],[250.04371585 297.95628415] ; [ 83.95628415 100.04371585],0
r2,1,0.074168,3.188283,[527  19] ; [171  12],[522.781893  23.218107] ; [175.218107   7.781893],0
b3,1,0.076947,3.128227,[120 200] ; [57 65],[128.14479638 191.85520362] ; [48.85520362 73.14479638],0
b2,1,0.076947,3.128227,[120 200] ; [57 65],[128.14479638 191.85520362] ; [48.85520362 73.14479638],0
a1,1,0.107474,2.590972,[ 27 524] ; [ 15 171],[ 31.40027137 519.59972863] ; [ 10.59972863 175.40027137],0
s7,1,0.108066,2.582274,[255 272] ; [98 79],[264.24857955 262.75142045] ; [88.75142045 88.24857955],0
p4,1,0.126685,2.332662,[339 208] ; [100  80],[330.30674003 216.69325997] ; [108.69325997  71.30674003],0
a8,1,0.139285,2.185839,[ 70 420] ; [ 18 163],[ 64.26229508 425.73770492] ; [ 23.73770492 157.26229508],0
a3,1,0.161547,1.959686,[405 144] ; [146  39],[412.1239782 136.8760218] ; [138.8760218  46.1239782],0
p12,1,0.166716,1.912225,[ 48 499] ; [ 10 170],[ 43.63961486 503.36038514] ; [ 14.36038514 165.63961486],0
v2,1,0.175291,1.8371,[315 213] ; [97 83],[307.25423729 220.74576271] ; [104.74576271  75.25423729],0
u3,1,0.183126,1.77207,[95 48] ; [22 18],[91.42622951 51.57377049] ; [25.57377049 14.42622951],0
p10,1,0.198796,1.651198,[450  94] ; [142  39],[444.20413793  99.79586207] ; [147.79586207  33.20413793],0
n5,1,0.277484,1.17937,[396 152] ; [139  43],[401.61643836 146.38356164] ; [133.38356164  48.61643836],0
n3,1,0.278226,1.175735,[86 36] ; [31 19],[82.98837209 39.01162791] ; [34.01162791 15.98837209],0
v1,1,0.345272,0.890758,[291 245] ; [105  75],[296.44692737 239.55307263] ; [99.55307263 80.44692737],0
p7,1,0.383826,0.758413,[334 199] ; [118  60],[338.84106892 194.15893108] ; [113.15893108  64.84106892],0
