Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,133.762522,[328 125] ; [ 57 166],[257.99556213 195.00443787] ; [127.00443787  95.99556213],1
r4,1,0.017728,5.622831,[435  23] ; [202  22],[427.78005865  30.21994135] ; [209.21994135  14.78005865],0
s3,1,0.018322,5.565058,[264 189] ; [107 113],[249.72213967 203.27786033] ; [121.27786033  98.72213967],0
d1,1,0.026763,4.906054,[282 176] ; [118 106],[268.62170088 189.37829912] ; [131.37829912  92.62170088],0
s2,1,0.028299,4.809752,[241 215] ; [ 96 123],[227.66222222 228.33777778] ; [109.33777778 109.66222222],0
s6,1,0.038503,4.282674,[311 139] ; [135  86],[299.10581222 150.89418778] ; [146.89418778  74.10581222],0
p9,1,0.041117,4.171177,[410  45] ; [189  34],[401.98377581  53.01622419] ; [197.01622419  25.98377581],0
a3,1,0.043204,4.087409,[338 119] ; [149  75],[326.81204112 130.18795888] ; [160.18795888  63.81204112],0
b1,1,0.049415,3.861206,[172 286] ; [ 67 157],[160.50146628 297.49853372] ; [ 78.49853372 145.50146628],0
d4,1,0.080074,3.063398,[381  75] ; [174  49],[372.72459499  83.27540501] ; [182.27540501  40.72459499],0
u3,1,0.084266,2.980639,[65 55] ; [50 25],[70.76923077 49.23076923] ; [44.23076923 30.76923077],0
a8,1,0.086575,2.936928,[ 66 353] ; [ 22 184],[ 58.9952 360.0048] ; [ 29.0048 176.9952],0
b4,1,0.088178,2.907331,[259 199] ; [142  82],[269.29325513 188.70674487] ; [131.70674487  92.29325513],0
a2,1,0.094277,2.799786,[112 346] ; [ 42 182],[103.41935484 354.58064516] ; [ 50.58064516 173.41935484],0
n5,1,0.108391,2.577532,[362  96] ; [164  59],[353.75624082 104.24375918] ; [172.24375918  50.75624082],0
a1,1,0.118499,2.437054,[ 27 431] ; [  7 217],[ 22.83284457 435.16715543] ; [ 11.16715543 212.83284457],0
u1,1,0.24041,1.378191,[ 84 374] ; [ 33 191],[ 78.57184751 379.42815249] ; [ 38.42815249 185.57184751],0
p1,1,0.286055,1.138097,[ 44 412] ; [ 16 207],[ 40.29455081 415.70544919] ; [ 19.70544919 203.29455081],0
n4,1,0.342789,0.899973,[370  88] ; [174  50],[365.3255132  92.6744868] ; [178.6744868  45.3255132],0
n1,1,0.357825,0.845512,[26 55] ; [23 35],[28.55395683 52.44604317] ; [20.44604317 37.55395683],0
s4,1,0.390828,0.736364,[ 75 377] ; [ 31 190],[ 71.19167905 380.80832095] ; [ 34.80832095 186.19167905],0
a6,1,0.460771,0.544021,[311 145] ; [159  65],[315.17647059 140.82352941] ; [154.82352941  69.17647059],0
n6,1,0.464102,0.535984,[400  56] ; [192  32],[396.98823529  59.01176471] ; [195.01176471  28.98823529],0
r3,1,0.482888,0.492333,[446  12] ; [215   8],[444.54919236  13.45080764] ; [216.45080764   6.54919236],0
s1,1,0.576323,0.312217,[ 11 442] ; [  7 214],[ 12.09792285 440.90207715] ; [  5.90207715 215.09792285],0
a7,1,0.667541,0.184492,[331 126] ; [158  65],[328.63676471 128.36323529] ; [160.36323529  62.63676471],0
n3,1,0.713973,0.134341,[62 20] ; [43 16],[61.06382979 20.93617021] ; [43.93617021 15.06382979],0
u2,1,0.728448,0.120542,[70 49] ; [46 29],[71.15463918 47.84536082] ; [44.84536082 30.15463918],0
d2,1,0.785853,0.073821,[216 241] ; [102 119],[214.34513274 242.65486726] ; [103.65486726 117.34513274],0
u4,1,0.817306,0.053366,[  9 449] ; [  5 219],[  9.40175953 448.59824047] ; [  4.59824047 219.40175953],0
a5,1,0.824005,0.04946,[341 117] ; [165  59],[339.80645161 118.19354839] ; [166.19354839  57.80645161],0
b2,1,0.886567,0.020349,[119 180] ; [50 78],[118.33957845 180.66042155] ; [50.66042155 77.33957845],0
b3,1,0.886567,0.020349,[119 180] ; [50 78],[118.33957845 180.66042155] ; [50.66042155 77.33957845],0
r2,1,0.920001,0.010087,[432  21] ; [214  10],[432.25701625  20.74298375] ; [213.74298375  10.25701625],0
a4,1,0.935263,0.006597,[201 255] ; [ 98 126],[200.50588235 255.49411765] ; [ 98.49411765 125.50588235],0
n2,1,0.948227,0.004216,[64 18] ; [45 13],[63.84285714 18.15714286] ; [45.15714286 12.84285714],0
p12,1,0.990118,0.000153,[ 43 413] ; [ 21 201],[ 43.04424779 412.95575221] ; [ 20.95575221 201.04424779],0
