Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,133.762522,[328 125] ; [ 57 166],[257.99556213 195.00443787] ; [127.00443787  95.99556213],1
p6,1,0.0,69.909506,[221 231] ; [ 35 188],[171.42518519 280.57481481] ; [ 84.57481481 138.42518519],1
p4,1,0.0,49.451502,[328 128] ; [ 99 125],[286.34117647 169.65882353] ; [140.65882353  83.34117647],1
p3,1,0.0,46.305627,[282 174] ; [ 76 147],[240.42415317 215.57584683] ; [117.57584683 105.42415317],1
p2,1,0.0,40.548973,[421  35] ; [167  57],[394.30588235  61.69411765] ; [193.69411765  30.30588235],1
s7,1,1e-06,23.222539,[242 198] ; [ 76 141],[212.96803653 227.03196347] ; [105.03196347 111.96803653],1
s5,1,8.2e-05,15.520976,[171 276] ; [ 48 163],[148.77355623 298.22644377] ; [ 70.22644377 140.77355623],1
s8,1,0.000127,14.679578,[228 227] ; [ 77 146],[204.68289086 250.31710914] ; [100.31710914 122.68289086],1
p5,1,0.000428,12.406402,[ 70 386] ; [ 13 208],[ 55.90546529 400.09453471] ; [ 27.09453471 193.90546529],1
p10,1,0.000704,11.477789,[406  48] ; [179  45],[391.72566372  62.27433628] ; [193.27433628  30.72566372],1
v2,1,0.00588,7.586843,[272 171] ; [105 105],[255.75957121 187.24042879] ; [121.24042879  88.75957121],0
r1,1,0.006499,7.406517,[384  73] ; [168  55],[370.97647059  86.02352941] ; [181.02352941  41.97647059],0
d3,1,0.007331,7.189955,[328 129] ; [138  86],[312.7195301 144.2804699] ; [153.2804699  70.7195301],0
v3,1,0.008025,7.027784,[197 247] ; [ 71 141],[181.3902439 262.6097561] ; [ 86.6097561 125.3902439],0
b5,1,0.008145,7.00137,[254 204] ; [148  76],[269.96480938 188.03519062] ; [132.03519062  91.96480938],0
d5,1,0.010382,6.568179,[378  78] ; [167  57],[365.47058824  90.52941176] ; [179.52941176  44.47058824],0
v1,1,0.011291,6.418881,[264 183] ; [104 110],[248.85930408 198.14069592] ; [119.14069592  94.85930408],0
