Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00122,10.459556,[ 7 38] ; [13 12],[12.85714286 32.14285714] ; [ 7.14285714 17.85714286],0
a1,1,0.252774,1.307905,[ 1 44] ; [ 2 23],[ 1.92857143 43.07142857] ; [ 1.07142857 23.92857143],0
s5,1,0.274664,1.193302,[ 8 37] ; [ 7 17],[ 9.7826087 35.2173913] ; [ 5.2173913 18.7826087],0
n3,1,0.305507,1.05,[11  3] ; [4 3],[10.  4.] ; [5. 2.],0
d5,1,0.308512,1.037037,[33 12] ; [21  4],[34.71428571 10.28571429] ; [19.28571429  5.71428571],0
b4,1,0.308512,1.037037,[25 20] ; [17  8],[27. 18.] ; [15. 10.],0
d3,1,0.318331,0.995791,[29 16] ; [19  6],[30.85714286 14.14285714] ; [17.14285714  7.85714286],0
v3,1,0.34295,0.899373,[13 32] ; [10 15],[14.78571429 30.21428571] ; [ 8.21428571 16.78571429],0
a5,1,0.376159,0.783217,[30 15] ; [14 11],[28.28571429 16.71428571] ; [15.71428571  9.28571429],0
u1,1,0.384007,0.757835,[ 7 38] ; [ 6 19],[ 8.35714286 36.64285714] ; [ 4.64285714 20.35714286],0
n4,1,0.39985,0.708776,[26 19] ; [17  8],[27.64285714 17.35714286] ; [15.35714286  9.64285714],0
n2,1,0.416793,0.659341,[9 4] ; [6 1],[9.75 3.25] ; [5.25 1.75],0
s1,1,0.433013,0.614727,[ 4 40] ; [ 1 24],[ 3.1884058 40.8115942] ; [ 1.8115942 23.1884058],0
p3,1,0.454457,0.559512,[23 22] ; [10 14],[21.52173913 23.47826087] ; [11.47826087 12.52173913],0
d2,1,0.474406,0.511696,[22 23] ; [10 15],[20.57142857 24.42857143] ; [11.42857143 13.57142857],0
v2,1,0.480169,0.49848,[19 25] ; [13 12],[20.4057971 23.5942029] ; [11.5942029 13.4057971],0
r2,1,0.50157,0.451613,[39  6] ; [23  2],[39.85714286  5.14285714] ; [22.14285714  2.85714286],0
d4,1,0.519005,0.41587,[29 16] ; [18  7],[30.21428571 14.78571429] ; [16.78571429  8.21428571],0
r1,1,0.528009,0.398222,[31 14] ; [19  6],[32.14285714 12.85714286] ; [17.85714286  7.14285714],0
a7,1,0.528009,0.398222,[31 14] ; [19  6],[32.14285714 12.85714286] ; [17.85714286  7.14285714],0
b2,1,0.598542,0.2772,[ 7 23] ; [ 6 14],[ 7.8 22.2] ; [ 5.2 14.8],0
b3,1,0.598542,0.2772,[ 7 23] ; [ 6 14],[ 7.8 22.2] ; [ 5.2 14.8],0
a3,1,0.668802,0.183007,[21 24] ; [13 12],[21.85714286 23.14285714] ; [12.14285714 12.85714286],0
r3,1,0.6776,0.17284,[40  5] ; [23  2],[40.5  4.5] ; [22.5  2.5],0
a2,1,0.759982,0.093333,[ 6 39] ; [ 4 21],[ 6.42857143 38.57142857] ; [ 3.57142857 21.42857143],0
b5,1,0.83008,0.046053,[24 21] ; [14 11],[24.42857143 20.57142857] ; [13.57142857 11.42857143],0
a6,1,0.856484,0.032707,[26 19] ; [15 10],[26.35714286 18.64285714] ; [14.64285714 10.35714286],0
b1,1,0.885487,0.020741,[26 19] ; [14 11],[25.71428571 19.28571429] ; [14.28571429 10.71428571],0
a4,1,0.891815,0.018498,[13 31] ; [ 7 18],[12.75362319 31.24637681] ; [ 7.24637681 17.75362319],0
p1,1,0.910821,0.012545,[ 5 40] ; [ 3 22],[ 5.14285714 39.85714286] ; [ 2.85714286 22.14285714],0
d1,1,0.914726,0.011466,[21 24] ; [12 13],[21.21428571 23.78571429] ; [11.78571429 13.21428571],0
r4,1,1.0,0.0,[36  9] ; [20  5],[36.  9.] ; [20.  5.],0
u3,1,1.0,0.0,[12 12] ; [6 6],[12. 12.] ; [6. 6.],0
