Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.6835,[77 20] ; [ 6 24],[63.39370079 33.60629921] ; [19.60629921 10.39370079],1
r3,1,0.0,28.42875,[84 12] ; [12 18],[73.14285714 22.85714286] ; [22.85714286  7.14285714],1
r2,1,0.00011,14.954354,[87 10] ; [17 12],[80.06349206 16.93650794] ; [23.93650794  5.06349206],1
p2,1,0.001239,10.43065,[52 45] ; [ 6 24],[44.2992126 52.7007874] ; [13.7007874 16.2992126],0
r1,1,0.002113,9.448829,[74 23] ; [14 16],[67.21259843 29.78740157] ; [20.78740157  9.21259843],0
n6,1,0.002841,8.906993,[68 29] ; [12 18],[61.1023622 35.8976378] ; [18.8976378 11.1023622],0
u3,1,0.003922,8.319498,[22 15] ; [ 2 12],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
p11,1,0.00495,7.897557,[51 46] ; [ 7 23],[44.2992126 52.7007874] ; [13.7007874 16.2992126],0
p7,1,0.007628,7.118828,[34 62] ; [ 3 27],[28.19047619 67.80952381] ; [ 8.80952381 21.19047619],0
n2,1,0.009498,6.726621,[27 12] ; [ 5 11],[22.69090909 16.30909091] ; [9.30909091 6.69090909],0
n3,1,0.011438,6.396003,[27 11] ; [ 5 10],[22.94339623 15.05660377] ; [9.05660377 5.94339623],0
u2,1,0.016859,5.711034,[18 17] ; [ 2 12],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
a7,1,0.022613,5.198029,[61 35] ; [12 18],[55.61904762 40.38095238] ; [17.38095238 12.61904762],0
p4,1,0.04301,4.095,[31 65] ; [ 4 26],[26.66666667 69.33333333] ; [ 8.33333333 21.66666667],0
s8,1,0.0598,3.542919,[21 75] ; [ 2 28],[17.52380952 78.47619048] ; [ 5.47619048 24.52380952],0
v3,1,0.070139,3.279773,[32 62] ; [ 5 25],[28.0483871 65.9516129] ; [ 8.9516129 21.0483871],0
p3,1,0.100603,2.695951,[27 69] ; [ 4 26],[23.61904762 72.38095238] ; [ 7.38095238 22.61904762],0
p6,1,0.105854,2.615051,[14 82] ; [ 1 28],[11.52 84.48] ; [ 3.48 25.52],0
a5,1,0.109306,2.564231,[55 42] ; [12 18],[51.17322835 45.82677165] ; [15.82677165 14.17322835],0
s2,1,0.136962,2.211765,[29 66] ; [ 5 25],[25.84 69.16] ; [ 8.16 21.84],0
s6,1,0.139745,2.180769,[40 56] ; [ 8 22],[36.57142857 59.42857143] ; [11.42857143 18.57142857],0
a6,1,0.166461,1.914528,[56 41] ; [13 17],[52.7007874 44.2992126] ; [16.2992126 13.7007874],0
v1,1,0.194574,1.682637,[35 62] ; [ 7 23],[32.07874016 64.92125984] ; [ 9.92125984 20.07874016],0
s3,1,0.203952,1.613844,[39 57] ; [ 8 21],[36.096 59.904] ; [10.904 18.096],0
a1,1,0.203958,1.613807,[ 6 91] ; [ 4 26],[ 7.63779528 89.36220472] ; [ 2.36220472 27.63779528],0
d5,1,0.206817,1.593566,[70 27] ; [18 12],[67.21259843 29.78740157] ; [20.78740157  9.21259843],0
v2,1,0.208005,1.585255,[37 57] ; [ 8 22],[34.11290323 59.88709677] ; [10.88709677 19.11290323],0
p1,1,0.21027,1.569569,[ 6 90] ; [ 4 26],[ 7.61904762 88.38095238] ; [ 2.38095238 27.61904762],0
b5,1,0.325139,0.968162,[52 45] ; [13 17],[49.64566929 47.35433071] ; [15.35433071 14.64566929],0
p12,1,0.380698,0.768448,[ 1 95] ; [ 1 29],[ 1.52380952 94.47619048] ; [ 0.47619048 29.52380952],0
d1,1,0.40531,0.692517,[37 60] ; [14 16],[38.95275591 58.04724409] ; [12.04724409 17.95275591],0
p10,1,0.411346,0.674908,[19 76] ; [ 4 26],[17.48 77.52] ; [ 5.52 24.48],0
a2,1,0.436921,0.604355,[19 78] ; [ 4 26],[17.56692913 79.43307087] ; [ 5.43307087 24.56692913],0
b2,1,0.493341,0.469231,[20 41] ; [ 9 13],[21.31325301 39.68674699] ; [ 7.68674699 14.31325301],0
b3,1,0.493341,0.469231,[20 41] ; [ 9 13],[21.31325301 39.68674699] ; [ 7.68674699 14.31325301],0
a3,1,0.518632,0.416613,[60 37] ; [16 13],[58.50793651 38.49206349] ; [17.49206349 11.50793651],0
s1,1,0.531579,0.391373,[10 85] ; [ 2 28],[ 9.12 85.88] ; [ 2.88 27.12],0
a8,1,0.548306,0.36036,[ 6 84] ; [ 3 27],[ 6.75 83.25] ; [ 2.25 27.75],0
d2,1,0.577605,0.310122,[44 52] ; [15 14],[45.312 50.688] ; [13.688 15.312],0
n1,1,0.577962,0.309541,[11 26] ; [ 6 10],[11.86792453 25.13207547] ; [ 5.13207547 10.86792453],0
a4,1,0.578424,0.308789,[42 54] ; [11 18],[40.704 55.296] ; [12.296 16.704],0
n5,1,0.605267,0.267124,[53 44] ; [18 12],[54.22834646 42.77165354] ; [16.77165354 13.22834646],0
s4,1,0.669411,0.182292,[13 83] ; [ 5 25],[13.71428571 82.28571429] ; [ 4.28571429 25.71428571],0
n4,1,0.682482,0.167346,[64 33] ; [21  9],[64.92125984 32.07874016] ; [20.07874016  9.92125984],0
s5,1,0.686138,0.163298,[19 76] ; [ 5 25],[18.24 76.76] ; [ 5.76 24.24],0
d4,1,0.746562,0.104443,[67 29] ; [20 10],[66.28571429 29.71428571] ; [20.71428571  9.28571429],0
b1,1,0.768831,0.08638,[52 45] ; [17 13],[52.7007874 44.2992126] ; [16.2992126 13.7007874],0
d3,1,0.80496,0.060976,[46 51] ; [15 15],[46.59055118 50.40944882] ; [14.40944882 15.59055118],0
s7,1,0.812377,0.05634,[22 68] ; [ 6 21],[21.53846154 68.46153846] ; [ 6.46153846 20.53846154],0
b4,1,0.884018,0.02128,[60 37] ; [19 11],[60.33858268 36.66141732] ; [18.66141732 11.33858268],0
