Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000388,12.588982,[103 145] ; [31 13],[113.80821918 134.19178082] ; [20.19178082 23.80821918],1
p1,1,0.001544,10.025913,[  9 243] ; [ 7 40],[ 13.48494983 238.51505017] ; [ 2.51505017 44.48494983],0
s8,1,0.002237,9.3443,[ 84 171] ; [26 20],[ 93.18936877 161.81063123] ; [16.81063123 29.18936877],0
s7,1,0.010058,6.624639,[ 86 158] ; [25 20],[ 93.71626298 150.28373702] ; [17.28373702 27.71626298],0
v1,1,0.014747,5.94639,[ 98 151] ; [27 19],[105.50847458 143.49152542] ; [19.49152542 26.50847458],0
p3,1,0.015379,5.872524,[ 51 203] ; [17 30],[ 57.3820598 196.6179402] ; [10.6179402 36.3820598],0
b5,1,0.023789,5.109937,[163  92] ; [38  9],[169.71854305  85.28145695] ; [31.28145695 15.71854305],0
a7,1,0.050193,3.834989,[187  67] ; [28 19],[181.42857143  72.57142857] ; [33.57142857 13.42857143],0
s2,1,0.053436,3.730233,[102 152] ; [26 21],[108.01328904 145.98671096] ; [19.98671096 27.01328904],0
p9,1,0.053747,3.720525,[182  65] ; [40  6],[187.14675768  59.85324232] ; [34.85324232 11.14675768],0
p2,1,0.085628,2.954695,[173  80] ; [38  9],[177.94333333  75.05666667] ; [33.05666667 13.94333333],0
n5,1,0.090124,2.872165,[155  97] ; [35 12],[160.13377926  91.86622074] ; [29.86622074 17.13377926],0
s5,1,0.098432,2.730763,[ 62 185] ; [16 27],[ 66.43448276 180.56551724] ; [11.56551724 31.43448276],0
p8,1,0.108029,2.582815,[ 74 178] ; [19 27],[ 78.6442953 173.3557047] ; [14.3557047 31.6442953],0
b3,1,0.139536,2.183071,[45 96] ; [13 15],[48.39053254 92.60946746] ; [ 9.60946746 18.39053254],0
b2,1,0.139536,2.183071,[45 96] ; [13 15],[48.39053254 92.60946746] ; [ 9.60946746 18.39053254],0
v4,1,0.149065,2.081793,[223  28] ; [45  2],[225.73154362  25.26845638] ; [42.26845638  4.73154362],0
s6,1,0.154548,2.026782,[137 115] ; [29 15],[141.32432432 110.67567568] ; [24.67567568 19.32432432],0
v2,1,0.184744,1.759044,[121 120] ; [28 18],[125.1184669 115.8815331] ; [23.8815331 22.1184669],0
v3,1,0.21135,1.562156,[ 78 167] ; [19 27],[ 81.66666667 163.33333333] ; [15.33333333 30.66666667],0
r3,1,0.215828,1.531894,[228  25] ; [45  2],[230.23  22.77] ; [42.77  4.23],0
r2,1,0.245417,1.349203,[233  16] ; [46  1],[234.69932432  14.30067568] ; [44.30067568  2.69932432],0
n2,1,0.2552,1.29461,[51 29] ; [14  4],[53.06122449 26.93877551] ; [11.93877551  6.06122449],0
d3,1,0.276305,1.185175,[176  79] ; [28 18],[172.82392027  82.17607973] ; [31.17607973 14.82392027],0
p10,1,0.290445,1.117556,[178  74] ; [36 10],[180.96644295  71.03355705] ; [33.03355705 12.96644295],0
u1,1,0.332837,0.937828,[ 35 220] ; [ 9 38],[ 37.15231788 217.84768212] ; [ 6.84768212 40.15231788],0
n4,1,0.358884,0.841796,[172  82] ; [35 12],[174.67774086  79.32225914] ; [32.32225914 14.67774086],0
