Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.5e-05,17.110512,[2 5] ; [48  5],[5.83333333 1.16666667] ; [44.16666667  8.83333333],1
r3,1,0.000438,12.364617,[4 3] ; [51  2],[6.41666667 0.58333333] ; [48.58333333  4.41666667],1
s1,1,0.002305,9.289472,[3 4] ; [ 3 49],[0.71186441 6.28813559] ; [ 5.28813559 46.71186441],0
p10,1,0.004168,8.209288,[1 6] ; [37 16],[4.43333333 2.56666667] ; [33.56666667 19.43333333],0
n6,1,0.005385,7.745294,[2 4] ; [44  9],[4.6779661 1.3220339] ; [41.3220339 11.6779661],0
r2,1,0.006236,7.480765,[4 3] ; [49  4],[6.18333333 0.81666667] ; [46.81666667  6.18333333],0
r1,1,0.01093,6.476704,[2 5] ; [40 13],[4.9 2.1] ; [37.1 15.9],0
p9,1,0.016118,5.789923,[2 5] ; [39 14],[4.78333333 2.21666667] ; [36.21666667 16.78333333],0
p11,1,0.022912,5.175202,[2 5] ; [38 15],[4.66666667 2.33333333] ; [35.33333333 17.66666667],0
d5,1,0.036651,4.366577,[3 4] ; [42 11],[5.25 1.75] ; [39.75 13.25],0
n2,1,0.046301,3.970612,[2 3] ; [12  2],[3.68421053 1.31578947] ; [10.31578947  3.68421053],0
n4,1,0.070926,3.261456,[2 5] ; [34 19],[4.2 2.8] ; [31.8 21.2],0
s8,1,0.082218,3.020502,[1 6] ; [26 27],[3.15 3.85] ; [23.85 29.15],0
s7,1,0.137135,2.209821,[1 6] ; [21 27],[2.8 4.2] ; [19.2 28.8],0
s2,1,0.146541,2.107893,[2 5] ; [30 22],[3.79661017 3.20338983] ; [28.20338983 23.79661017],0
a6,1,0.162344,1.952253,[2 5] ; [30 23],[3.73333333 3.26666667] ; [28.26666667 24.73333333],0
p8,1,0.171534,1.869482,[4 2] ; [20 33],[2.44067797 3.55932203] ; [21.55932203 31.44067797],0
p7,1,0.176103,1.830212,[5 2] ; [23 29],[3.3220339 3.6779661] ; [24.6779661 27.3220339],0
u3,1,0.21371,1.546111,[1 2] ; [14  6],[1.95652174 1.04347826] ; [13.04347826  6.95652174],0
p1,1,0.230382,1.438502,[1 6] ; [ 2 51],[0.35 6.65] ; [ 2.65 50.35],0
n5,1,0.23164,1.430764,[3 4] ; [35 18],[4.43333333 2.56666667] ; [33.56666667 19.43333333],0
p6,1,0.242948,1.363409,[1 6] ; [19 33],[2.37288136 4.62711864] ; [17.62711864 34.37288136],0
d2,1,0.265607,1.239293,[5 2] ; [26 27],[3.61666667 3.38333333] ; [27.38333333 25.61666667],0
v1,1,0.287572,1.130952,[2 5] ; [25 25],[3.31578947 3.68421053] ; [23.68421053 26.31578947],0
u2,1,0.328864,0.953366,[1 2] ; [12  7],[1.77272727 1.22727273] ; [11.22727273  7.77272727],0
a5,1,0.380177,0.77013,[6 1] ; [37 16],[5.01666667 1.98333333] ; [37.98333333 15.01666667],0
p3,1,0.401694,0.703248,[5 2] ; [29 24],[3.96666667 3.03333333] ; [30.03333333 22.96666667],0
n1,1,0.410117,0.678462,[3 2] ; [5 8],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
b2,1,0.41126,0.675157,[1 4] ; [14 22],[1.82926829 3.17073171] ; [13.17073171 22.82926829],0
b3,1,0.41126,0.675157,[1 4] ; [14 22],[1.82926829 3.17073171] ; [13.17073171 22.82926829],0
n3,1,0.418222,0.655306,[3 2] ; [11  3],[3.68421053 1.31578947] ; [10.31578947  3.68421053],0
b4,1,0.432749,0.615433,[3 4] ; [31 22],[3.96666667 3.03333333] ; [30.03333333 22.96666667],0
a7,1,0.432749,0.615433,[3 4] ; [31 22],[3.96666667 3.03333333] ; [30.03333333 22.96666667],0
b5,1,0.432749,0.615433,[3 4] ; [31 22],[3.96666667 3.03333333] ; [30.03333333 22.96666667],0
s6,1,0.449758,0.571261,[4 3] ; [37 15],[4.86440678 2.13559322] ; [36.13559322 15.86440678],0
d1,1,0.49202,0.472107,[3 4] ; [30 23],[3.85 3.15] ; [29.15 23.85],0
d3,1,0.49202,0.472107,[3 4] ; [30 23],[3.85 3.15] ; [29.15 23.85],0
s4,1,0.564353,0.332223,[2 5] ; [10 42],[1.42372881 5.57627119] ; [10.57627119 41.42372881],0
s3,1,0.687573,0.161725,[3 4] ; [27 26],[3.5 3.5] ; [26.5 26.5],0
p5,1,0.743971,0.106667,[1 5] ; [ 6 44],[0.75 5.25] ; [ 6.25 43.75],0
s5,1,0.748947,0.102418,[2 5] ; [17 32],[2.375 4.625] ; [16.625 32.375],0
a4,1,0.757712,0.095164,[3 4] ; [26 27],[3.38333333 3.61666667] ; [25.61666667 27.38333333],0
a3,1,0.793379,0.068605,[4 3] ; [33 20],[4.31666667 2.68333333] ; [32.68333333 20.31666667],0
v2,1,0.834462,0.043673,[4 3] ; [27 24],[3.74137931 3.25862069] ; [27.25862069 23.74137931],0
d4,1,0.903491,0.014702,[5 2] ; [39 14],[5.13333333 1.86666667] ; [38.86666667 14.13333333],0
b1,1,0.903491,0.014702,[3 4] ; [24 29],[3.15 3.85] ; [23.85 29.15],0
v3,1,0.974001,0.001062,[2 4] ; [17 33],[2.03571429 3.96428571] ; [16.96428571 33.03571429],0
