Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,65.507238,[241  66] ; [43 73],[206.11820331 100.88179669] ; [77.88179669 38.11820331],1
d3,1,0.0,48.408374,[245  63] ; [52 64],[215.74528302  92.25471698] ; [81.25471698 34.74528302],1
u1,1,2e-06,22.427672,[ 80 229] ; [  6 110],[ 62.52705882 246.47294118] ; [23.47294118 92.52705882],1
a2,1,3e-06,21.860824,[ 98 211] ; [ 11 105],[ 79.24941176 229.75058824] ; [29.75058824 86.24941176],1
b5,1,0.000385,12.604588,[212  97] ; [58 58],[196.30588235 112.69411765] ; [73.69411765 42.30588235],1
r4,1,0.00318,8.701362,[291  18] ; [99 17],[283.55294118  25.44705882] ; [106.44705882   9.55294118],0
b3,1,0.004037,8.267029,[ 74 121] ; [46 35],[ 84.7826087 110.2173913] ; [35.2173913 45.7826087],0
b2,1,0.004037,8.267029,[ 74 121] ; [46 35],[ 84.7826087 110.2173913] ; [35.2173913 45.7826087],0
d1,1,0.005589,7.678373,[205 104] ; [60 56],[192.67058824 116.32941176] ; [72.32941176 43.67058824],0
b1,1,0.00671,7.349117,[100 209] ; [54 62],[111.96705882 197.03294118] ; [42.03294118 73.96705882],0
a5,1,0.034909,4.449622,[248  61] ; [82 34],[239.92941176  69.07058824] ; [90.07058824 25.92941176],0
u2,1,0.03892,4.26436,[50 29] ; [ 9 14],[45.69607843 33.30392157] ; [13.30392157  9.69607843],0
r1,1,0.044068,4.053965,[261  46] ; [89 27],[254.01891253  52.98108747] ; [95.98108747 20.01891253],0
p4,1,0.054283,3.703966,[217  90] ; [70 45],[208.78909953  98.21090047] ; [78.21090047 36.78909953],0
r2,1,0.055756,3.659317,[298   9] ; [105   8],[294.57380952  12.42619048] ; [108.42619048   4.57380952],0
p12,1,0.057467,3.609023,[ 39 270] ; [  7 107],[ 33.60283688 275.39716312] ; [ 12.39716312 101.60283688],0
p6,1,0.057815,3.598974,[145 161] ; [41 70],[136.48920863 169.51079137] ; [49.51079137 61.48920863],0
d5,1,0.064897,3.40759,[264  44] ; [90 25],[257.75886525  50.24113475] ; [96.24113475 18.75886525],0
p1,1,0.075686,3.155185,[ 37 271] ; [  7 108],[ 32.03782506 275.96217494] ; [ 11.96217494 103.03782506],0
n6,1,0.079869,3.067566,[272  34] ; [94 20],[266.65714286  39.34285714] ; [99.34285714 14.65714286],0
p8,1,0.100584,2.696255,[191 113] ; [61 52],[183.71223022 120.28776978] ; [68.28776978 44.71223022],0
n1,1,0.101424,2.683008,[19 31] ; [15 11],[22.36842105 27.63157895] ; [11.63157895 14.36842105],0
