Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.310326,[2 4] ; [90  6],[5.41176471 0.58823529] ; [86.58823529  9.41176471],1
r3,1,0.00027,13.268288,[3 3] ; [89  6],[5.46534653 0.53465347] ; [86.53465347  8.46534653],1
p10,1,0.001373,10.242365,[2 4] ; [80 14],[4.92 1.08] ; [77.08 16.92],0
p9,1,0.001488,10.09319,[2 4] ; [79 14],[4.90909091 1.09090909] ; [76.09090909 16.90909091],0
r2,1,0.003222,8.677083,[4 2] ; [92  4],[5.64705882 0.35294118] ; [90.35294118  5.64705882],0
n6,1,0.008255,6.977301,[3 3] ; [84 11],[5.16831683 0.83168317] ; [81.83168317 13.16831683],0
p7,1,0.015327,5.878523,[1 5] ; [62 32],[3.78 2.22] ; [59.22 34.78],0
v1,1,0.031494,4.625811,[1 5] ; [57 36],[3.51515152 2.48484848] ; [54.48484848 38.51515152],0
p2,1,0.055634,3.662973,[3 3] ; [78 17],[4.81188119 1.18811881] ; [76.18811881 18.81188119],0
p11,1,0.066272,3.373016,[3 3] ; [78 18],[4.76470588 1.23529412] ; [76.23529412 19.76470588],0
p8,1,0.070137,3.279811,[1 5] ; [52 43],[3.14851485 2.85148515] ; [49.85148515 45.14851485],0
b1,1,0.085321,2.960501,[4 2] ; [31 65],[2.05882353 3.94117647] ; [32.94117647 63.05882353],0
v2,1,0.08718,2.925681,[1 5] ; [49 44],[3.03030303 2.96969697] ; [46.96969697 46.03030303],0
d2,1,0.092123,2.836879,[5 1] ; [45 49],[3. 3.] ; [47. 47.],0
p1,1,0.094036,2.803896,[2 4] ; [10 85],[0.71287129 5.28712871] ; [11.28712871 83.71287129],0
s6,1,0.106079,2.611682,[2 3] ; [69 25],[3.58585859 1.41414141] ; [67.41414141 26.58585859],0
b3,1,0.224097,1.477942,[1 5] ; [22 30],[2.37931034 3.62068966] ; [20.62068966 31.37931034],0
b2,1,0.224097,1.477942,[1 5] ; [22 30],[2.37931034 3.62068966] ; [20.62068966 31.37931034],0
p4,1,0.271196,1.210688,[2 4] ; [53 41],[3.3 2.7] ; [51.7 42.3],0
a6,1,0.303149,1.060291,[5 1] ; [60 36],[3.82352941 2.17647059] ; [61.17647059 34.82352941],0
n2,1,0.316233,1.004464,[1 1] ; [13  3],[1.55555556 0.44444444] ; [12.44444444  3.55555556],0
a1,1,0.327528,0.958647,[1 5] ; [ 6 90],[0.41176471 5.58823529] ; [ 6.58823529 89.41176471],0
p6,1,0.397552,0.715718,[1 5] ; [31 62],[1.93939394 4.06060606] ; [30.06060606 62.93939394],0
p3,1,0.413974,0.667357,[2 4] ; [48 47],[2.97029703 3.02970297] ; [47.02970297 47.97029703],0
n5,1,0.442434,0.589963,[5 1] ; [65 30],[4.15841584 1.84158416] ; [65.84158416 29.15841584],0
s3,1,0.458277,0.5501,[2 4] ; [46 48],[2.88 3.12] ; [45.12 48.88],0
u3,1,0.489434,0.477771,[1 2] ; [20 17],[1.575 1.425] ; [19.425 17.575],0
b4,1,0.505678,0.443,[3 3] ; [61 35],[3.76470588 2.23529412] ; [60.23529412 35.76470588],0
a4,1,0.518548,0.416779,[2 4] ; [45 51],[2.76470588 3.23529412] ; [44.23529412 51.76470588],0
a7,1,0.518771,0.416337,[3 3] ; [60 35],[3.74257426 2.25742574] ; [59.25742574 35.74257426],0
a3,1,0.554742,0.34889,[3 3] ; [59 36],[3.68316832 2.31683168] ; [58.31683168 36.68316832],0
a8,1,0.589375,0.291321,[1 5] ; [ 9 83],[0.6122449 5.3877551] ; [ 9.3877551 82.6122449],0
a5,1,0.60451,0.268247,[4 2] ; [73 23],[4.52941176 1.47058824] ; [72.47058824 23.52941176],0
n1,1,0.64315,0.214646,[1 1] ; [ 5 10],[0.70588235 1.29411765] ; [5.29411765 9.70588235],0
s8,1,0.645245,0.211948,[1 5] ; [24 72],[1.47058824 4.52941176] ; [23.52941176 72.47058824],0
d1,1,0.798965,0.064866,[4 2] ; [59 37],[3.70588235 2.29411765] ; [59.29411765 36.70588235],0
r1,1,0.84249,0.039486,[5 1] ; [76 19],[4.81188119 1.18811881] ; [76.18811881 18.81188119],0
d5,1,0.898813,0.01617,[5 1] ; [78 18],[4.88235294 1.11764706] ; [78.11764706 17.88235294],0
d3,1,0.917489,0.010732,[4 2] ; [62 34],[3.88235294 2.11764706] ; [62.11764706 33.88235294],0
b5,1,0.921066,0.009819,[3 3] ; [50 46],[3.11764706 2.88235294] ; [49.88235294 46.11764706],0
n4,1,0.957802,0.0028,[4 2] ; [65 31],[4.05882353 1.94117647] ; [64.94117647 31.05882353],0
p5,1,0.991112,0.000124,[1 5] ; [16 79],[1.00990099 4.99009901] ; [15.99009901 79.00990099],0
