Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.5e-05,18.773825,[34  9] ; [18 34],[23.53684211 19.46315789] ; [28.46315789 23.53684211],1
p7,1,0.000191,13.913084,[40  3] ; [31 21],[32.13684211 10.86315789] ; [38.86315789 13.13684211],1
a6,1,0.004343,8.134636,[10 33] ; [27 25],[16.74736842 26.25263158] ; [20.25263158 31.74736842],0
p4,1,0.007483,7.153188,[33 10] ; [26 26],[26.70526316 16.29473684] ; [32.29473684 19.70526316],0
d3,1,0.029692,4.727028,[27 16] ; [21 31],[21.72631579 21.27368421] ; [26.27368421 25.72631579],0
p10,1,0.040463,4.198383,[38  5] ; [37 15],[33.94736842  9.05263158] ; [41.05263158 10.94736842],0
a4,1,0.046762,3.953929,[27 16] ; [22 30],[22.17894737 20.82105263] ; [26.82105263 25.17894737],0
s7,1,0.047319,3.934002,[31 12] ; [26 24],[26.35483871 16.64516129] ; [30.64516129 19.35483871],0
n3,1,0.07222,3.231838,[5 7] ; [10  3],[7.2 4.8] ; [7.8 5.2],0
a1,1,0.077437,3.11788,[ 6 37] ; [ 2 50],[ 3.62105263 39.37894737] ; [ 4.37894737 47.62105263],0
s6,1,0.083206,3.001133,[37  4] ; [39 12],[33.86956522  7.13043478] ; [42.13043478  8.86956522],0
s4,1,0.113438,2.505653,[16 26] ; [12 40],[12.5106383 29.4893617] ; [15.4893617 36.5106383],0
p9,1,0.147314,2.09985,[38  5] ; [40 12],[35.30526316  7.69473684] ; [42.69473684  9.30526316],0
u2,1,0.158464,1.988823,[8 5] ; [4 8],[6.24 6.76] ; [5.76 6.24],0
a2,1,0.202374,1.625158,[ 3 40] ; [ 8 44],[ 4.97894737 38.02105263] ; [ 6.02105263 45.97894737],0
r4,1,0.202374,1.625158,[40  3] ; [44  8],[38.02105263  4.97894737] ; [45.97894737  6.02105263],0
s8,1,0.228088,1.452742,[26 17] ; [25 27],[23.08421053 19.91578947] ; [27.91578947 24.08421053],0
d5,1,0.235518,1.407224,[37  5] ; [41 11],[34.85106383  7.14893617] ; [43.14893617  8.85106383],0
n1,1,0.239317,1.384615,[8 5] ; [5 8],[6.5 6.5] ; [6.5 6.5],0
p3,1,0.245512,1.348662,[29 14] ; [29 23],[26.25263158 16.74736842] ; [31.74736842 20.25263158],0
n2,1,0.276986,1.181818,[10  3] ; [12  1],[11.  2.] ; [11.  2.],0
v2,1,0.309883,1.031174,[19 23] ; [29 23],[21.44680851 20.55319149] ; [26.55319149 25.44680851],0
a8,1,0.338458,0.916262,[ 6 37] ; [ 4 47],[ 4.57446809 38.42553191] ; [ 5.42553191 45.57446809],0
b1,1,0.348569,0.878659,[24 19] ; [24 28],[21.72631579 21.27368421] ; [26.27368421 25.72631579],0
r3,1,0.356609,0.849801,[41  2] ; [47  5],[39.83157895  3.16842105] ; [48.16842105  3.83157895],0
d1,1,0.37945,0.772483,[27 16] ; [28 24],[24.89473684 18.10526316] ; [30.10526316 21.89473684],0
b2,1,0.386555,0.749752,[16 14] ; [14 19],[14.28571429 15.71428571] ; [15.71428571 17.28571429],0
b3,1,0.386555,0.749752,[16 14] ; [14 19],[14.28571429 15.71428571] ; [15.71428571 17.28571429],0
s1,1,0.405471,0.692041,[ 1 42] ; [ 3 49],[ 1.81052632 41.18947368] ; [ 2.18947368 49.81052632],0
p2,1,0.409661,0.679785,[36  7] ; [40 12],[34.4  8.6] ; [41.6 10.4],0
s2,1,0.431197,0.619596,[29 14] ; [31 21],[27.15789474 15.84210526] ; [32.84210526 19.15789474],0
u3,1,0.431401,0.619048,[8 5] ; [6 7],[7. 6.] ; [7. 6.],0
u4,1,0.449149,0.572799,[ 2 41] ; [ 1 51],[ 1.35789474 41.64210526] ; [ 1.64210526 50.35789474],0
p11,1,0.454632,0.559079,[35  8] ; [39 13],[33.49473684  9.50526316] ; [40.50526316 11.49473684],0
a3,1,0.463699,0.536951,[30 13] ; [39 12],[31.56382979 11.43617021] ; [37.43617021 13.56382979],0
p1,1,0.510698,0.432637,[ 6 37] ; [ 5 47],[ 4.97894737 38.02105263] ; [ 6.02105263 45.97894737],0
s3,1,0.517443,0.418986,[30 13] ; [33 19],[28.51578947 14.48421053] ; [34.48421053 17.51578947],0
n4,1,0.561095,0.337812,[35  8] ; [39 12],[33.85106383  9.14893617] ; [40.14893617 10.85106383],0
a5,1,0.589693,0.290824,[31 12] ; [40 12],[32.13684211 10.86315789] ; [38.86315789 13.13684211],0
p5,1,0.653817,0.201122,[ 9 34] ; [ 9 43],[ 8.14736842 34.85263158] ; [ 9.85263158 42.14736842],0
p12,1,0.669301,0.182421,[ 3 39] ; [ 5 47],[ 3.57446809 38.42553191] ; [ 4.42553191 47.57446809],0
v3,1,0.6962,0.152455,[17 25] ; [19 33],[16.08510638 25.91489362] ; [19.91489362 32.08510638],0
n6,1,0.729015,0.120018,[36  7] ; [44  7],[36.59574468  6.40425532] ; [43.40425532  7.59574468],0
r1,1,0.757181,0.095595,[35  8] ; [41 11],[34.4  8.6] ; [41.6 10.4],0
u1,1,0.808069,0.059009,[ 2 41] ; [ 3 49],[ 2.26315789 40.73684211] ; [ 2.73684211 49.26315789],0
v4,1,0.809683,0.058001,[40  3] ; [49  3],[40.28421053  2.71578947] ; [48.71578947  3.28421053],0
d2,1,0.816403,0.053905,[25 18] ; [29 23],[24.44210526 18.55789474] ; [29.55789474 22.44210526],0
b4,1,0.832752,0.044594,[29 14] ; [34 18],[28.51578947 14.48421053] ; [34.48421053 17.51578947],0
v1,1,0.855603,0.033114,[25 18] ; [30 20],[25.43010753 17.56989247] ; [29.56989247 20.43010753],0
n5,1,0.873629,0.025297,[34  9] ; [41 10],[34.30851064  8.69148936] ; [40.69148936 10.30851064],0
d4,1,0.881729,0.022135,[36  6] ; [44  8],[35.74468085  6.25531915] ; [44.25531915  7.74468085],0
r2,1,0.894289,0.017657,[40  3] ; [48  4],[39.83157895  3.16842105] ; [48.16842105  3.83157895],0
b5,1,0.988924,0.000193,[14 29] ; [17 35],[14.03157895 28.96842105] ; [16.96842105 35.03157895],0
