Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.008711,6.881231,[14  9] ; [25 56],[ 8.625 14.375] ; [30.375 50.625],0
v1,1,0.022407,5.213913,[14  9] ; [29 55],[ 9.24299065 13.75700935] ; [33.75700935 50.24299065],0
a5,1,0.07812,3.103592,[17  6] ; [46 40],[13.29357798  9.70642202] ; [49.70642202 36.29357798],0
b5,1,0.143974,2.134957,[10 13] ; [52 34],[13.08256881  9.91743119] ; [48.91743119 37.08256881],0
p11,1,0.154765,2.02465,[14  9] ; [38 48],[10.97247706 12.02752294] ; [41.02752294 44.97247706],0
a6,1,0.167378,1.906274,[17  6] ; [50 36],[14.13761468  8.86238532] ; [52.86238532 33.13761468],0
a7,1,0.167378,1.906274,[17  6] ; [50 36],[14.13761468  8.86238532] ; [52.86238532 33.13761468],0
r2,1,0.199339,1.647214,[21  2] ; [67 17],[18.91588785  4.08411215] ; [69.08411215 14.91588785],0
s7,1,0.209552,1.574517,[ 8 14] ; [18 60],[ 5.72 16.28] ; [20.28 57.72],0
p4,1,0.209997,1.57145,[ 4 19] ; [26 59],[ 6.38888889 16.61111111] ; [23.61111111 61.38888889],0
s8,1,0.216793,1.525477,[ 7 16] ; [16 70],[ 4.85321101 18.14678899] ; [18.14678899 67.85321101],0
a2,1,0.255605,1.292404,[ 2 21] ; [16 70],[ 3.79816514 19.20183486] ; [14.20183486 71.79816514],0
p12,1,0.32187,0.981334,[ 1 22] ; [ 1 83],[ 0.42990654 22.57009346] ; [ 1.57009346 82.42990654],0
s2,1,0.328972,0.95294,[10 13] ; [28 58],[ 8.01834862 14.98165138] ; [29.98165138 56.01834862],0
d4,1,0.342165,0.902302,[19  4] ; [62 23],[17.25  5.75] ; [63.75 21.25],0
r1,1,0.348513,0.878865,[16  7] ; [50 35],[14.05555556  8.94444444] ; [51.94444444 33.05555556],0
p7,1,0.367449,0.812273,[ 6 17] ; [30 53],[ 7.81132075 15.18867925] ; [28.18867925 54.81132075],0
d5,1,0.370262,0.802784,[17  6] ; [55 31],[15.19266055  7.80733945] ; [56.80733945 29.19266055],0
v4,1,0.383327,0.760004,[19  4] ; [62 22],[17.41121495  5.58878505] ; [63.58878505 20.41121495],0
p6,1,0.396286,0.719566,[ 2 21] ; [13 70],[ 3.25471698 19.74528302] ; [11.74528302 71.25471698],0
u1,1,0.443176,0.588044,[ 1 22] ; [ 8 78],[ 1.89908257 21.10091743] ; [ 7.10091743 78.89908257],0
a1,1,0.469254,0.523731,[ 3 20] ; [ 7 79],[ 2.11009174 20.88990826] ; [ 7.88990826 78.11009174],0
p10,1,0.488267,0.480343,[12 11] ; [37 47],[10.53271028 12.46728972] ; [38.46728972 45.53271028],0
d3,1,0.512135,0.429702,[15  8] ; [49 36],[13.62962963  9.37037037] ; [50.37037037 34.62962963],0
s3,1,0.531181,0.392132,[12 10] ; [40 45],[10.69158879 11.30841121] ; [41.30841121 43.69158879],0
a4,1,0.538863,0.377651,[ 8 15] ; [36 50],[ 9.28440367 13.71559633] ; [34.71559633 51.28440367],0
r4,1,0.538863,0.377651,[15  8] ; [50 36],[13.71559633  9.28440367] ; [51.28440367 34.71559633],0
s5,1,0.577391,0.310471,[ 3 19] ; [15 65],[ 3.88235294 18.11764706] ; [14.11764706 65.88235294],0
n4,1,0.593615,0.284734,[14  9] ; [47 39],[12.87155963 10.12844037] ; [48.12844037 37.87155963],0
p9,1,0.601021,0.273459,[14  9] ; [46 38],[12.89719626 10.10280374] ; [47.10280374 36.89719626],0
s4,1,0.613827,0.254639,[ 3 20] ; [15 71],[ 3.79816514 19.20183486] ; [14.20183486 71.79816514],0
u2,1,0.615496,0.252249,[5 2] ; [19 12],[4.42105263 2.57894737] ; [19.57894737 11.42105263],0
p1,1,0.639431,0.219487,[ 1 22] ; [ 6 79],[ 1.49074074 21.50925926] ; [ 5.50925926 79.49074074],0
a3,1,0.663095,0.189786,[16  7] ; [55 30],[15.12037037  7.87962963] ; [55.87962963 29.12037037],0
p2,1,0.705062,0.14326,[14  9] ; [48 37],[13.2037037  9.7962963] ; [48.7962963 36.2037037],0
a8,1,0.73352,0.115904,[ 2 19] ; [10 72],[ 2.44660194 18.55339806] ; [ 9.55339806 72.44660194],0
d1,1,0.737044,0.112741,[ 9 14] ; [37 49],[ 9.70642202 13.29357798] ; [36.29357798 49.70642202],0
d2,1,0.737044,0.112741,[ 9 14] ; [37 49],[ 9.70642202 13.29357798] ; [36.29357798 49.70642202],0
p3,1,0.799097,0.064778,[ 6 17] ; [20 65],[ 5.53703704 17.46296296] ; [20.46296296 64.53703704],0
n5,1,0.801332,0.063314,[10 13] ; [39 45],[10.53271028 12.46728972] ; [38.46728972 45.53271028],0
n1,1,0.803566,0.061869,[2 5] ; [14 28],[2.28571429 4.71428571] ; [13.71428571 28.28571429],0
b4,1,0.81327,0.055795,[14  9] ; [50 36],[13.50458716  9.49541284] ; [50.49541284 35.50458716],0
s1,1,0.822826,0.050136,[ 1 21] ; [ 3 82],[ 0.82242991 21.17757009] ; [ 3.17757009 81.82242991],0
b1,1,0.832279,0.044851,[12 11] ; [47 39],[12.44954128 10.55045872] ; [46.55045872 39.44954128],0
p5,1,0.845607,0.037918,[ 1 22] ; [ 3 83],[ 0.8440367 22.1559633] ; [ 3.1559633 82.8440367],0
s6,1,0.896528,0.016913,[ 9 14] ; [32 53],[ 8.73148148 14.26851852] ; [32.26851852 52.73148148],0
u3,1,0.911824,0.012263,[4 3] ; [17 14],[3.86842105 3.13157895] ; [17.13157895 13.86842105],0
n2,1,0.913801,0.011717,[5 3] ; [26 17],[4.8627451 3.1372549] ; [26.1372549 16.8627451],0
r3,1,0.949482,0.004014,[17  6] ; [63 23],[16.88073394  6.11926606] ; [63.11926606 22.88073394],0
b2,1,0.96146,0.002335,[3 7] ; [16 36],[3.06451613 6.93548387] ; [15.93548387 36.06451613],0
b3,1,0.96146,0.002335,[3 7] ; [16 36],[3.06451613 6.93548387] ; [15.93548387 36.06451613],0
n3,1,0.97464,0.001011,[5 3] ; [26 16],[4.96 3.04] ; [26.04 15.96],0
