Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,34.372438,[38 11] ; [ 78 162],[19.66782007 29.33217993] ; [ 96.33217993 143.66782007],1
p1,1,0.0,29.387443,[17 35] ; [ 16 227],[ 5.81694915 46.18305085] ; [ 27.18305085 215.81694915],1
p6,1,1e-06,25.219322,[35 16] ; [ 75 166],[19.21232877 31.78767123] ; [ 90.78767123 150.21232877],1
p12,1,2e-06,22.490464,[18 34] ; [ 23 219],[ 7.25170068 44.74829932] ; [ 33.74829932 208.25170068],1
p8,1,1e-05,19.517073,[45  7] ; [128 112],[30.80821918 21.19178082] ; [142.19178082  97.80821918],1
p4,1,2.1e-05,18.065418,[46  4] ; [147  95],[33.04794521 16.95205479] ; [159.95205479  82.04794521],1
p3,1,0.000128,14.66782,[42  9] ; [130 114],[29.73559322 21.26440678] ; [142.26440678 101.73559322],1
s7,1,0.01248,6.241413,[37 12] ; [127  99],[29.22181818 19.77818182] ; [134.77818182  91.22181818],0
p7,1,0.02622,4.941445,[42  9] ; [157  79],[35.36236934 15.63763066] ; [163.63763066  72.36236934],0
s8,1,0.042053,4.133088,[34 16] ; [126 115],[27.49140893 22.50859107] ; [132.50859107 108.49140893],0
s6,1,0.043468,4.077093,[41  9] ; [163  78],[35.05154639 14.94845361] ; [168.94845361  72.05154639],0
b5,1,0.047586,3.924548,[24 28] ; [149  95],[30.39189189 21.60810811] ; [142.60810811 101.39189189],0
a1,1,0.048873,3.879705,[ 7 45] ; [ 14 230],[ 3.68918919 48.31081081] ; [ 17.31081081 226.68918919],0
v1,1,0.049195,3.868703,[41 11] ; [156  85],[34.96245734 17.03754266] ; [162.03754266  78.96245734],0
a2,1,0.051135,3.803843,[ 9 43] ; [ 75 169],[14.75675676 37.24324324] ; [ 69.24324324 174.75675676],0
s1,1,0.102622,2.664308,[ 4 48] ; [  7 232],[ 1.96563574 50.03436426] ; [  9.03436426 229.96563574],0
n5,1,0.106932,2.598994,[47  5] ; [197  46],[43.01016949  8.98983051] ; [200.98983051  42.01016949],0
p10,1,0.126806,2.331179,[47  4] ; [202  39],[43.48972603  7.51027397] ; [205.51027397  35.48972603],0
u4,1,0.133115,2.255797,[ 3 49] ; [  5 239],[ 1.40540541 50.59459459] ; [  6.59459459 237.40540541],0
p11,1,0.134477,2.240041,[46  6] ; [194  50],[42.16216216  9.83783784] ; [197.83783784  46.16216216],0
v2,1,0.141373,2.162953,[38 14] ; [196  43],[41.81443299 10.18556701] ; [192.18556701  46.81443299],0
n6,1,0.144072,2.133922,[48  3] ; [211  32],[44.92857143  6.07142857] ; [214.07142857  28.92857143],0
b3,1,0.183978,1.765191,[19 21] ; [54 96],[15.36842105 24.63157895] ; [57.63157895 92.36842105],0
b2,1,0.183978,1.765191,[19 21] ; [54 96],[15.36842105 24.63157895] ; [57.63157895 92.36842105],0
a6,1,0.187255,1.739087,[32 19] ; [175  68],[35.90816327 15.09183673] ; [171.09183673  71.90816327],0
n4,1,0.190476,1.713933,[47  5] ; [202  41],[43.89152542  8.10847458] ; [205.10847458  37.89152542],0
b1,1,0.192126,1.701241,[24 28] ; [ 89 155],[19.85135135 32.14864865] ; [ 93.14864865 150.85135135],0
n3,1,0.192514,1.698277,[5 4] ; [33 10],[6.57692308 2.42307692] ; [31.42307692 11.57692308],0
r3,1,0.198297,1.654871,[48  3] ; [237   6],[49.43877551  1.56122449] ; [235.56122449   7.43877551],0
r2,1,0.213853,1.545148,[49  3] ; [235   6],[50.40273038  1.59726962] ; [233.59726962   7.40273038],0
p9,1,0.221447,1.494969,[47  5] ; [200  39],[44.13745704  7.86254296] ; [202.86254296  36.13745704],0
u3,1,0.225578,1.468531,[8 2] ; [36 24],[6.28571429 3.71428571] ; [37.71428571 22.28571429],0
