Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,39.691123,[ 12 138] ; [42 60],[ 32.14285714 117.85714286] ; [21.85714286 80.14285714],1
p2,1,0.0,30.524913,[76 75] ; [86 16],[96.68774704 54.31225296] ; [65.31225296 36.68774704],1
p8,1,0.0,26.477984,[ 26 125] ; [47 52],[ 44.092 106.908] ; [28.908 70.092],1
p6,1,3e-06,21.891923,[  6 143] ; [23 74],[ 17.56504065 131.43495935] ; [11.43495935 85.56504065],1
r4,1,3.1e-05,17.367379,[96 55] ; [89 13],[110.41501976  40.58498024] ; [74.58498024 27.41501976],1
n3,1,0.000828,11.177299,[31 25] ; [28  3],[37.97701149 18.02298851] ; [21.02298851  9.97701149],1
v4,1,0.001528,10.044643,[117  33] ; [93  7],[126.  24.] ; [84. 16.],0
s6,1,0.001585,9.977213,[ 40 111] ; [45 53],[51.54618474 99.45381526] ; [33.45381526 64.54618474],0
r3,1,0.002604,9.065739,[116  33] ; [94  8],[124.66135458  24.33864542] ; [85.33864542 16.66135458],0
s8,1,0.006242,7.478969,[ 20 131] ; [27 73],[ 28.2749004 122.7250996] ; [18.7250996 81.2749004],0
v1,1,0.008675,6.888472,[ 44 105] ; [45 53],[53.68825911 95.31174089] ; [35.31174089 62.68825911],0
p9,1,0.011726,6.351799,[88 58] ; [75 24],[97.13469388 48.86530612] ; [65.86530612 33.13469388],0
v2,1,0.016961,5.700435,[52 92] ; [51 48],[61.03703704 82.96296296] ; [41.96296296 57.03703704],0
p10,1,0.028103,4.821715,[79 70] ; [67 33],[87.36546185 61.63453815] ; [58.63453815 41.36546185],0
a8,1,0.046495,3.963566,[ 10 134] ; [14 80],[ 14.5210084 129.4789916] ; [ 9.4789916 84.5210084],0
s5,1,0.048767,3.883366,[ 16 130] ; [20 80],[ 21.36585366 124.63414634] ; [14.63414634 85.36585366],0
a1,1,0.059902,3.540108,[ 11 140] ; [  2 100],[  7.75889328 143.24110672] ; [ 5.24110672 96.75889328],0
p11,1,0.064755,3.411199,[91 60] ; [73 29],[97.88142292 53.11857708] ; [66.11857708 35.88142292],0
n6,1,0.068893,3.309201,[101  50] ; [79 23],[107.43083004  43.56916996] ; [72.56916996 29.43083004],0
r1,1,0.077274,3.121318,[94 57] ; [73 27],[100.46613546  50.53386454] ; [66.53386454 33.46613546],0
p1,1,0.095713,2.775565,[ 12 138] ; [ 3 99],[  8.92857143 141.07142857] ; [ 6.07142857 95.92857143],0
p5,1,0.195394,1.67647,[  4 147] ; [ 6 96],[  5.96837945 145.03162055] ; [ 4.03162055 97.96837945],0
s3,1,0.238199,1.391223,[ 33 116] ; [29 72],[ 36.952 112.048] ; [25.048 75.952],0
b5,1,0.257851,1.280257,[87 64] ; [66 36],[91.31620553 59.68379447] ; [61.68379447 40.31620553],0
a4,1,0.264855,1.2432,[60 89] ; [34 68],[55.80079681 93.19920319] ; [38.19920319 63.80079681],0
r2,1,0.268392,1.224948,[125  24] ; [88 11],[127.97177419  21.02822581] ; [85.02822581 13.97177419],0
u2,1,0.305139,1.051599,[23 32] ; [19 17],[25.38461538 29.61538462] ; [16.61538462 19.38461538],0
s7,1,0.311185,1.025641,[ 24 120] ; [21 75],[ 27. 117.] ; [18. 78.],0
v3,1,0.354672,0.856672,[ 37 109] ; [31 70],[ 40.19433198 105.80566802] ; [27.80566802 73.19433198],0
b4,1,0.36475,0.821472,[93 58] ; [57 45],[89.5256917 61.4743083] ; [60.4743083 41.5256917],0
d4,1,0.389053,0.741901,[107  43] ; [77 24],[109.96015936  40.03984064] ; [74.03984064 26.96015936],0
n1,1,0.403819,0.696925,[23 36] ; [ 9 21],[21.21348315 37.78651685] ; [10.78651685 19.21348315],0
n4,1,0.439309,0.598087,[95 56] ; [69 33],[97.88142292 53.11857708] ; [66.11857708 35.88142292],0
s4,1,0.453563,0.561734,[ 16 134] ; [ 8 94],[ 14.28571429 135.71428571] ; [ 9.71428571 92.28571429],0
n2,1,0.466445,0.530386,[38 22] ; [22  9],[39.56043956 20.43956044] ; [20.43956044 10.56043956],0
a6,1,0.467248,0.528478,[100  51] ; [63 39],[97.28458498 53.71541502] ; [65.71541502 36.28458498],0
u3,1,0.507349,0.43953,[20 35] ; [16 21],[21.52173913 33.47826087] ; [14.47826087 22.52173913],0
b2,1,0.535066,0.384761,[32 51] ; [18 36],[30.2919708 52.7080292] ; [19.7080292 34.2919708],0
b3,1,0.535066,0.384761,[32 51] ; [18 36],[30.2919708 52.7080292] ; [19.7080292 34.2919708],0
p12,1,0.56391,0.33298,[  4 145] ; [ 4 96],[  4.78714859 144.21285141] ; [ 3.21285141 96.78714859],0
u1,1,0.613526,0.255072,[ 13 138] ; [ 7 95],[ 11.93675889 139.06324111] ; [ 8.06324111 93.93675889],0
a7,1,0.62424,0.239953,[94 56] ; [67 35],[95.83333333 54.16666667] ; [65.16666667 36.83333333],0
d1,1,0.633869,0.226851,[65 86] ; [47 55],[66.8458498 84.1541502] ; [45.1541502 56.8458498],0
a2,1,0.648481,0.207821,[ 27 124] ; [16 86],[ 25.66403162 125.33596838] ; [17.33596838 84.66403162],0
d5,1,0.688051,0.161203,[103  48] ; [72 30],[104.44664032  46.55335968] ; [70.55335968 31.44664032],0
s1,1,0.73581,0.113843,[  4 146] ; [ 2 98],[  3.6 146.4] ; [ 2.4 97.6],0
n5,1,0.736746,0.113008,[88 62] ; [62 40],[89.28571429 60.71428571] ; [60.71428571 41.28571429],0
b1,1,0.737515,0.112323,[59 92] ; [42 60],[60.28063241 90.71936759] ; [40.71936759 61.28063241],0
d2,1,0.74234,0.10808,[55 93] ; [40 62],[56.24 91.76] ; [38.76 63.24],0
u4,1,0.804106,0.061522,[  2 149] ; [  1 101],[  1.79051383 149.20948617] ; [  1.20948617 100.79051383],0
a5,1,0.818664,0.052562,[91 60] ; [60 42],[90.12252964 60.87747036] ; [60.87747036 41.12252964],0
d3,1,0.935173,0.006616,[86 65] ; [57 44],[85.68650794 65.31349206] ; [57.31349206 43.68650794],0
a3,1,0.99055,0.00014,[96 53] ; [65 36],[95.956 53.044] ; [65.044 35.956],0
