Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.004547,8.051211,[18  5] ; [17 24],[12.578125 10.421875] ; [22.421875 18.578125],0
v1,1,0.006833,7.316225,[12 11] ; [ 8 33],[ 7.1875 15.8125] ; [12.8125 28.1875],0
d1,1,0.010559,6.537999,[10 13] ; [ 6 35],[ 5.75 17.25] ; [10.25 30.75],0
p6,1,0.011937,6.320242,[ 8 14] ; [ 4 36],[ 4.25806452 17.74193548] ; [ 7.74193548 32.25806452],0
p11,1,0.021217,5.308856,[18  5] ; [20 21],[13.65625  9.34375] ; [24.34375 16.65625],0
d2,1,0.02174,5.266477,[10 13] ; [ 7 34],[ 6.109375 16.890625] ; [10.890625 30.109375],0
s6,1,0.032017,4.597587,[13 10] ; [12 29],[ 8.984375 14.015625] ; [16.015625 24.984375],0
n4,1,0.03289,4.551499,[17  6] ; [19 22],[12.9375 10.0625] ; [23.0625 17.9375],0
a4,1,0.050546,3.823259,[ 9 14] ; [ 7 34],[ 5.75 17.25] ; [10.25 30.75],0
r3,1,0.063446,3.444934,[19  4] ; [24 16],[15.6984127  7.3015873] ; [27.3015873 12.6984127],0
d3,1,0.068211,3.325557,[15  8] ; [17 24],[11.5 11.5] ; [20.5 20.5],0
a7,1,0.068211,3.325557,[15  8] ; [17 24],[11.5 11.5] ; [20.5 20.5],0
u3,1,0.089,2.892361,[5 5] ; [ 5 19],[2.94117647 7.05882353] ; [ 7.05882353 16.94117647],0
n3,1,0.092521,2.829947,[8 2] ; [8 9],[5.92592593 4.07407407] ; [10.07407407  6.92592593],0
n5,1,0.153889,2.03327,[16  7] ; [21 20],[13.296875  9.703125] ; [23.703125 17.296875],0
v3,1,0.157532,1.997755,[ 6 17] ; [ 5 36],[ 3.953125 19.046875] ; [ 7.046875 33.953125],0
d4,1,0.157622,1.996897,[18  5] ; [25 16],[15.453125  7.546875] ; [27.546875 13.453125],0
p8,1,0.173482,1.852592,[10 13] ; [11 30],[ 7.546875 15.453125] ; [13.453125 27.546875],0
p4,1,0.225655,1.468039,[12 11] ; [15 26],[ 9.703125 13.296875] ; [17.296875 23.703125],0
p12,1,0.255866,1.290985,[ 2 21] ; [ 1 40],[ 1.078125 21.921875] ; [ 1.921875 39.078125],0
r4,1,0.260026,1.268619,[ 6 17] ; [ 6 35],[ 4.3125 18.6875] ; [ 7.6875 33.3125],0
a3,1,0.283328,1.151057,[13 10] ; [17 23],[10.95238095 12.04761905] ; [19.04761905 20.95238095],0
b3,1,0.329804,0.949668,[ 2 11] ; [ 8 19],[3.25 9.75] ; [ 6.75 20.25],0
b2,1,0.329804,0.949668,[ 2 11] ; [ 8 19],[3.25 9.75] ; [ 6.75 20.25],0
p10,1,0.334565,0.931147,[13  9] ; [19 22],[11.17460317 10.82539683] ; [20.82539683 20.17460317],0
v4,1,0.368963,0.807153,[15  8] ; [22 19],[13.296875  9.703125] ; [23.703125 17.296875],0
n2,1,0.383666,0.758924,[7 3] ; [9 8],[5.92592593 4.07407407] ; [10.07407407  6.92592593],0
s4,1,0.389791,0.739593,[ 6 17] ; [ 7 34],[ 4.671875 18.328125] ; [ 8.328125 32.671875],0
a5,1,0.408866,0.682095,[12 11] ; [17 24],[10.421875 12.578125] ; [18.578125 22.421875],0
r1,1,0.420095,0.650049,[ 9 14] ; [12 29],[ 7.546875 15.453125] ; [13.453125 27.546875],0
p3,1,0.442346,0.590188,[ 4 18] ; [11 30],[ 5.23809524 16.76190476] ; [ 9.76190476 31.23809524],0
s7,1,0.459502,0.547107,[ 4 16] ; [11 27],[ 5.17241379 14.82758621] ; [ 9.82758621 28.17241379],0
a8,1,0.524136,0.405748,[ 2 19] ; [ 6 33],[ 2.8 18.2] ; [ 5.2 33.8],0
a6,1,0.524613,0.404816,[12 11] ; [18 23],[10.78125 12.21875] ; [19.21875 21.78125],0
s2,1,0.526605,0.400938,[ 7 15] ; [10 31],[ 5.93650794 16.06349206] ; [11.06349206 29.93650794],0
a2,1,0.544924,0.36649,[ 2 21] ; [ 2 39],[ 1.4375 21.5625] ; [ 2.5625 38.4375],0
n1,1,0.589951,0.29042,[2 8] ; [ 5 12],[2.59259259 7.40740741] ; [ 4.40740741 12.59259259],0
s8,1,0.599351,0.275976,[ 7 16] ; [10 31],[ 6.109375 16.890625] ; [10.890625 30.109375],0
p7,1,0.622487,0.242388,[11 12] ; [17 24],[10.0625 12.9375] ; [17.9375 23.0625],0
p1,1,0.637745,0.221704,[ 1 22] ; [ 3 38],[ 1.4375 21.5625] ; [ 2.5625 38.4375],0
s5,1,0.666912,0.185235,[ 2 21] ; [ 5 36],[ 2.515625 20.484375] ; [ 4.484375 36.515625],0
u1,1,0.673675,0.177334,[ 1 22] ; [ 1 40],[ 0.71875 22.28125] ; [ 1.28125 39.71875],0
b1,1,0.727765,0.121174,[13 10] ; [25 16],[13.65625  9.34375] ; [24.34375 16.65625],0
u2,1,0.75494,0.097427,[6 4] ; [13 11],[5.58823529 4.41176471] ; [13.41176471 10.58823529],0
p9,1,0.82237,0.050399,[12 10] ; [23 17],[12.41935484  9.58064516] ; [22.58064516 17.41935484],0
a1,1,0.843685,0.038881,[ 2 21] ; [ 3 38],[ 1.796875 21.203125] ; [ 3.203125 37.796875],0
s1,1,0.843685,0.038881,[ 2 21] ; [ 3 38],[ 1.796875 21.203125] ; [ 3.203125 37.796875],0
b5,1,0.875556,0.024525,[13 10] ; [24 17],[13.296875  9.703125] ; [23.703125 17.296875],0
b4,1,0.875556,0.024525,[13 10] ; [24 17],[13.296875  9.703125] ; [23.703125 17.296875],0
s3,1,0.881884,0.022076,[ 7 15] ; [12 28],[ 6.74193548 15.25806452] ; [12.25806452 27.74193548],0
p2,1,0.885326,0.0208,[15  8] ; [26 15],[14.734375  8.265625] ; [26.265625 14.734375],0
n6,1,0.939784,0.005707,[13 10] ; [23 17],[13.14285714  9.85714286] ; [22.85714286 17.14285714],0
