Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00302,8.795487,[32 12] ; [ 4 10],[27.31034483 16.68965517] ; [8.68965517 5.31034483],0
d2,1,0.020998,5.326979,[19 25] ; [11  3],[22.75862069 21.24137931] ; [7.24137931 6.75862069],0
d3,1,0.040558,4.194395,[32 12] ; [6 8],[28.82758621 15.17241379] ; [9.17241379 4.82758621],0
r2,1,0.049955,3.84298,[42  2] ; [11  3],[40.20689655  3.79310345] ; [12.79310345  1.20689655],0
p1,1,0.054221,3.705876,[15 30] ; [ 1 13],[12.20338983 32.79661017] ; [ 3.79661017 10.20338983],0
u4,1,0.072752,3.219803,[ 1 44] ; [ 2 12],[ 2.28813559 42.71186441] ; [ 0.71186441 13.28813559],0
p12,1,0.075881,3.150989,[18 27] ; [ 2 12],[15.25423729 29.74576271] ; [4.74576271 9.25423729],0
s6,1,0.111079,2.538796,[37  7] ; [9 5],[34.89655172  9.10344828] ; [11.10344828  2.89655172],0
v1,1,0.16015,1.97281,[34 11] ; [13  1],[35.84745763  9.15254237] ; [11.15254237  2.84745763],0
p6,1,0.178277,1.811926,[30 13] ; [7 7],[27.9122807 15.0877193] ; [9.0877193 4.9122807],0
b5,1,0.181132,1.788315,[22 23] ; [ 4 10],[19.83050847 25.16949153] ; [6.16949153 7.83050847],0
p3,1,0.197565,1.660281,[38  6] ; [10  4],[36.4137931  7.5862069] ; [11.5862069  2.4137931],0
p11,1,0.200829,1.636335,[43  2] ; [12  2],[41.94915254  3.05084746] ; [13.05084746  0.94915254],0
s7,1,0.207899,1.585996,[30 10] ; [8 6],[28.14814815 11.85185185] ; [9.85185185 4.14814815],0
a8,1,0.240842,1.375661,[ 4 35] ; [ 3 10],[ 5.25 33.75] ; [ 1.75 11.25],0
p8,1,0.2748,1.192629,[38  7] ; [10  4],[36.61016949  8.38983051] ; [11.38983051  2.61016949],0
n1,1,0.310494,1.028571,[3 6] ; [2 1],[3.75 5.25] ; [1.25 1.75],0
d4,1,0.341488,0.904838,[39  5] ; [11  3],[37.93103448  6.06896552] ; [12.06896552  1.93103448],0
r4,1,0.371347,0.799153,[42  3] ; [12  2],[41.18644068  3.81355932] ; [12.81355932  1.18644068],0
p9,1,0.374264,0.78946,[44  1] ; [13  1],[43.47457627  1.52542373] ; [13.52542373  0.47457627],0
a5,1,0.407466,0.686183,[34 11] ; [9 5],[32.79661017 12.20338983] ; [10.20338983  3.79661017],0
n4,1,0.42199,0.644767,[38  7] ; [13  1],[38.89830508  6.10169492] ; [12.10169492  1.89830508],0
u2,1,0.424954,0.636574,[7 1] ; [2 1],[6.54545455 1.45454545] ; [2.45454545 0.54545455],0
a4,1,0.439947,0.59642,[18 27] ; [ 4 10],[16.77966102 28.22033898] ; [5.22033898 8.77966102],0
p7,1,0.515947,0.421987,[38  6] ; [13  1],[38.68965517  5.31034483] ; [12.31034483  1.68965517],0
s3,1,0.549671,0.357906,[26 18] ; [7 7],[25.03448276 18.96551724] ; [7.96551724 6.03448276],0
s8,1,0.591144,0.288562,[28 15] ; [8 6],[27.15789474 15.84210526] ; [8.84210526 5.15789474],0
r1,1,0.60899,0.261649,[38  7] ; [11  3],[37.37288136  7.62711864] ; [11.62711864  2.37288136],0
d1,1,0.621728,0.243446,[29 16] ; [8 6],[28.22033898 16.77966102] ; [8.77966102 5.22033898],0
d5,1,0.633938,0.226759,[37  7] ; [11  3],[36.4137931  7.5862069] ; [11.5862069  2.4137931],0
r3,1,0.702306,0.146084,[42  2] ; [13  1],[41.72413793  2.27586207] ; [13.27586207  0.72413793],0
b1,1,0.739119,0.110902,[15 30] ; [ 4 10],[14.49152542 30.50847458] ; [4.50847458 9.49152542],0
a3,1,0.759366,0.093828,[37  8] ; [11  3],[36.61016949  8.38983051] ; [11.38983051  2.61016949],0
s2,1,0.766486,0.088194,[24 20] ; [7 7],[23.51724138 20.48275862] ; [7.48275862 6.51724138],0
u3,1,0.782252,0.076389,[6 2] ; [2 1],[5.81818182 2.18181818] ; [2.18181818 0.81818182],0
n6,1,0.82105,0.051164,[40  4] ; [13  1],[40.20689655  3.79310345] ; [12.79310345  1.20689655],0
b4,1,0.849263,0.036122,[27 18] ; [8 6],[26.69491525 18.30508475] ; [8.30508475 5.69491525],0
s5,1,0.861693,0.030352,[31 11] ; [10  4],[30.75 11.25] ; [10.25  3.75],0
b2,1,0.866596,0.028219,[20 16] ; [7 5],[20.25 15.75] ; [6.75 5.25],0
b3,1,0.866596,0.028219,[20 16] ; [7 5],[20.25 15.75] ; [6.75 5.25],0
v3,1,0.888656,0.019601,[33 12] ; [10  4],[32.79661017 12.20338983] ; [10.20338983  3.79661017],0
a1,1,0.92757,0.008263,[ 6 39] ; [ 2 12],[ 6.10169492 38.89830508] ; [ 1.89830508 12.10169492],0
p4,1,0.966693,0.001744,[41  3] ; [13  1],[40.96551724  3.03448276] ; [13.03448276  0.96551724],0
n3,1,1.0,0.0,[6 3] ; [2 1],[6. 3.] ; [2. 1.],0
