Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.011429,6.397347,[4 4] ; [ 4 31],[1.48837209 6.51162791] ; [ 6.51162791 28.48837209],0
b5,1,0.019016,5.5,[7 1] ; [15 21],[4. 4.] ; [18. 18.],0
v4,1,0.038498,4.28287,[7 1] ; [17 19],[4.36363636 3.63636364] ; [19.63636364 16.36363636],0
d5,1,0.038498,4.28287,[7 1] ; [17 19],[4.36363636 3.63636364] ; [19.63636364 16.36363636],0
b1,1,0.052758,3.751579,[7 1] ; [18 18],[4.54545455 3.45454545] ; [20.45454545 15.54545455],0
a4,1,0.069282,3.299957,[5 3] ; [10 25],[2.79069767 5.20930233] ; [12.20930233 22.79069767],0
a2,1,0.083551,2.994444,[2 6] ; [ 2 34],[0.72727273 7.27272727] ; [ 3.27272727 32.72727273],0
p11,1,0.08933,2.886409,[5 3] ; [11 25],[2.90909091 5.09090909] ; [13.09090909 22.90909091],0
d1,1,0.160952,1.965261,[4 4] ; [ 9 27],[2.36363636 5.63636364] ; [10.63636364 25.36363636],0
d2,1,0.176344,1.828168,[2 6] ; [18 17],[3.72093023 4.27906977] ; [16.27906977 18.72093023],0
v1,1,0.222225,1.489947,[4 4] ; [10 26],[2.54545455 5.45454545] ; [11.45454545 24.54545455],0
u2,1,0.222969,1.48516,[3 1] ; [ 7 10],[1.9047619 2.0952381] ; [8.0952381 8.9047619],0
u1,1,0.23243,1.425926,[1 7] ; [ 1 35],[0.36363636 7.63636364] ; [ 1.63636364 34.36363636],0
p5,1,0.242623,1.365287,[1 7] ; [ 1 34],[0.37209302 7.62790698] ; [ 1.62790698 33.37209302],0
p4,1,0.293958,1.101405,[4 4] ; [11 25],[2.72727273 5.27272727] ; [12.27272727 23.72727273],0
r2,1,0.348632,0.878431,[4 4] ; [23 11],[5.14285714 2.85714286] ; [21.85714286 12.14285714],0
s6,1,0.366701,0.814815,[3 5] ; [ 8 28],[2. 6.] ; [ 9. 27.],0
p8,1,0.391786,0.733391,[3 5] ; [ 8 27],[2.04651163 5.95348837] ; [ 8.95348837 26.04651163],0
p7,1,0.406768,0.688228,[4 4] ; [12 23],[2.97674419 5.02325581] ; [13.02325581 21.97674419],0
u3,1,0.431923,0.617647,[2 2] ; [ 5 12],[1.33333333 2.66666667] ; [ 5.66666667 11.33333333],0
b4,1,0.43437,0.611111,[5 3] ; [17 19],[4. 4.] ; [18. 18.],0
p3,1,0.445392,0.582353,[1 7] ; [ 9 27],[1.81818182 6.18181818] ; [ 8.18181818 27.81818182],0
n1,1,0.45675,0.553846,[1 1] ; [ 4 12],[0.55555556 1.44444444] ; [ 4.44444444 11.55555556],0
r4,1,0.480893,0.496838,[1 7] ; [ 2 34],[0.54545455 7.45454545] ; [ 2.45454545 33.54545455],0
d4,1,0.522001,0.409938,[5 3] ; [18 18],[4.18181818 3.81818182] ; [18.81818182 17.18181818],0
a7,1,0.563148,0.334283,[4 4] ; [14 22],[3.27272727 4.72727273] ; [14.72727273 21.27272727],0
b2,1,0.570454,0.321923,[3 2] ; [12 14],[2.41935484 2.58064516] ; [12.58064516 13.41935484],0
b3,1,0.570454,0.321923,[3 2] ; [12 14],[2.41935484 2.58064516] ; [12.58064516 13.41935484],0
n2,1,0.595883,0.28125,[1 1] ; [ 5 11],[0.66666667 1.33333333] ; [ 5.33333333 10.66666667],0
s7,1,0.613893,0.254545,[1 6] ; [ 8 27],[1.5 5.5] ; [ 7.5 27.5],0
s5,1,0.622855,0.241875,[1 7] ; [ 7 28],[1.48837209 6.51162791] ; [ 6.51162791 28.48837209],0
v3,1,0.645055,0.212191,[1 7] ; [ 7 29],[1.45454545 6.54545455] ; [ 6.54545455 29.45454545],0
d3,1,0.666889,0.185263,[4 4] ; [15 21],[3.45454545 4.54545455] ; [15.54545455 20.45454545],0
n6,1,0.713596,0.134712,[4 4] ; [15 20],[3.53488372 4.46511628] ; [15.46511628 19.53488372],0
n5,1,0.755399,0.09705,[6 2] ; [25 11],[5.63636364 2.36363636] ; [25.36363636 10.63636364],0
p9,1,0.763598,0.090456,[4 4] ; [15 19],[3.61904762 4.38095238] ; [15.38095238 18.61904762],0
a1,1,0.770709,0.084942,[1 7] ; [ 6 30],[1.27272727 6.72727273] ; [ 5.72727273 30.27272727],0
p2,1,0.7753,0.081481,[4 4] ; [16 20],[3.63636364 4.36363636] ; [16.36363636 19.63636364],0
s4,1,0.865339,0.028758,[2 6] ; [ 8 28],[1.81818182 6.18181818] ; [ 8.18181818 27.81818182],0
a6,1,0.886858,0.020244,[4 4] ; [19 17],[4.18181818 3.81818182] ; [18.81818182 17.18181818],0
a5,1,0.886858,0.020244,[4 4] ; [19 17],[4.18181818 3.81818182] ; [18.81818182 17.18181818],0
a3,1,0.886858,0.020244,[4 4] ; [19 17],[4.18181818 3.81818182] ; [18.81818182 17.18181818],0
n4,1,0.941116,0.005456,[5 3] ; [23 13],[5.09090909 2.90909091] ; [22.90909091 13.09090909],0
p10,1,0.941116,0.005456,[3 5] ; [13 23],[2.90909091 5.09090909] ; [13.09090909 22.90909091],0
s2,1,1.0,0.0,[2 6] ; [ 9 27],[2. 6.] ; [ 9. 27.],0
