Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,34.546141,[106  55] ; [19 57],[84.91561181 76.08438819] ; [40.08438819 35.91561181],1
a4,1,1e-06,23.971089,[79 81] ; [12 63],[61.95744681 98.04255319] ; [29.04255319 45.95744681],1
d5,1,6e-06,20.36268,[142  19] ; [48 28],[129.07172996  31.92827004] ; [60.92827004 15.07172996],1
a3,1,7e-06,20.18956,[108  53] ; [27 48],[92.09745763 68.90254237] ; [42.90254237 32.09745763],1
d2,1,1.4e-05,18.885644,[79 81] ; [15 61],[63.72881356 96.27118644] ; [30.27118644 45.72881356],1
d4,1,4e-05,16.85505,[142  19] ; [50 26],[130.43037975  30.56962025] ; [61.56962025 14.43037975],1
u1,1,0.000224,13.618895,[ 30 131] ; [ 1 75],[ 21.05907173 139.94092827] ; [ 9.94092827 66.05907173],1
a6,1,0.001528,10.04444,[120  41] ; [41 35],[109.37130802  51.62869198] ; [51.62869198 24.37130802],0
p4,1,0.013119,6.152973,[99 61] ; [34 42],[90.16949153 69.83050847] ; [42.83050847 33.16949153],0
p8,1,0.015073,5.907951,[85 73] ; [28 48],[76.2991453 81.7008547] ; [36.7008547 39.2991453],0
s5,1,0.017841,5.611689,[ 57 101] ; [15 58],[ 49.24675325 108.75324675] ; [22.75324675 50.24675325],0
p10,1,0.022757,5.186971,[130  27] ; [53 23],[123.30901288  33.69098712] ; [59.69098712 16.30901288],0
d3,1,0.022921,5.174475,[117  44] ; [44 32],[109.37130802  51.62869198] ; [51.62869198 24.37130802],0
p2,1,0.027964,4.830293,[136  23] ; [56 20],[129.90638298  29.09361702] ; [62.09361702 13.90638298],0
r1,1,0.041596,4.151561,[130  30] ; [52 23],[123.91489362  36.08510638] ; [58.08510638 16.91489362],0
s3,1,0.053134,3.739694,[78 80] ; [46 27],[84.81385281 73.18614719] ; [39.18614719 33.81385281],0
b3,1,0.089693,2.879875,[28 54] ; [ 6 27],[24.24347826 57.75652174] ; [ 9.75652174 23.24347826],0
b2,1,0.089693,2.879875,[28 54] ; [ 6 27],[24.24347826 57.75652174] ; [ 9.75652174 23.24347826],0
v3,1,0.108894,2.570199,[ 52 102] ; [17 56],[ 46.81057269 107.18942731] ; [22.18942731 50.81057269],0
r2,1,0.148209,2.090591,[148  10] ; [67  9],[145.17094017  12.82905983] ; [69.82905983  6.17094017],0
u3,1,0.177331,1.819853,[25 26] ; [30 18],[28.33333333 22.66666667] ; [26.66666667 21.33333333],0
p3,1,0.279258,1.170699,[73 87] ; [29 47],[69.15254237 90.84745763] ; [32.84745763 43.15254237],0
a7,1,0.294045,1.101008,[124  37] ; [53 22],[120.75  40.25] ; [56.25 18.75],0
p9,1,0.298927,1.078973,[132  27] ; [58 17],[129.1025641  29.8974359] ; [60.8974359 14.1025641],0
a8,1,0.304818,1.052997,[ 16 132] ; [11 59],[ 18.33027523 129.66972477] ; [ 8.66972477 61.33027523],0
r4,1,0.304993,1.052233,[145  16] ; [65 11],[142.65822785  18.34177215] ; [67.34177215  8.65822785],0
p1,1,0.316919,1.001619,[  9 151] ; [ 2 73],[  7.4893617 152.5106383] ; [ 3.5106383 71.4893617],0
r3,1,0.372551,0.795137,[153   8] ; [70  6],[151.48945148   9.51054852] ; [71.51054852  4.48945148],0
v1,1,0.37724,0.779678,[84 73] ; [34 38],[80.89956332 76.10043668] ; [37.10043668 34.89956332],0
u2,1,0.401458,0.703955,[26 27] ; [27 20],[28.09 24.91] ; [24.91 22.09],0
n5,1,0.449614,0.571625,[108  52] ; [55 21],[110.50847458  49.49152542] ; [52.49152542 23.50847458],0
v2,1,0.482695,0.492769,[81 70] ; [34 36],[78.57466063 72.42533937] ; [36.42533937 33.57466063],0
s8,1,0.487762,0.48146,[ 45 116] ; [18 58],[ 42.79746835 118.20253165] ; [20.20253165 55.79746835],0
p6,1,0.493311,0.469297,[ 50 109] ; [20 54],[ 47.76824034 111.23175966] ; [22.23175966 51.76824034],0
p5,1,0.515555,0.422777,[ 12 147] ; [ 4 72],[ 10.82553191 148.17446809] ; [ 5.17446809 70.82553191],0
b1,1,0.556121,0.346465,[ 51 110] ; [27 49],[ 52.98734177 108.01265823] ; [25.01265823 50.98734177],0
n3,1,0.577735,0.30991,[30  8] ; [13  5],[29.17857143  8.82142857] ; [13.82142857  4.17857143],0
p7,1,0.614014,0.254371,[94 62] ; [42 32],[92.24347826 63.75652174] ; [43.75652174 30.24347826],0
n6,1,0.625904,0.237656,[131  30] ; [59 16],[129.61864407  31.38135593] ; [60.38135593 14.61864407],0
n4,1,0.702887,0.145486,[112  49] ; [51 25],[110.72995781  50.27004219] ; [52.27004219 23.72995781],0
b5,1,0.7047,0.143628,[104  57] ; [51 25],[105.29535865  55.70464135] ; [49.70464135 26.29535865],0
v4,1,0.771914,0.084026,[151   9] ; [71  5],[150.50847458   9.49152542] ; [71.49152542  4.50847458],0
s4,1,0.835174,0.043293,[ 30 127] ; [15 59],[ 30.58441558 126.41558442] ; [14.41558442 59.58441558],0
a1,1,0.886186,0.020487,[  7 154] ; [ 3 73],[  6.79324895 154.20675105] ; [ 3.20675105 72.79324895],0
b4,1,0.894844,0.017471,[101  60] ; [47 29],[100.54008439  60.45991561] ; [47.45991561 28.54008439],0
s2,1,0.903671,0.014647,[70 90] ; [33 41],[70.42735043 89.57264957] ; [32.57264957 41.42735043],0
n2,1,0.943011,0.00511,[30  9] ; [14  4],[30.10526316  8.89473684] ; [13.89473684  4.10526316],0
n1,1,0.948373,0.004193,[13 25] ; [ 6 12],[12.89285714 25.10714286] ; [ 6.10714286 11.89285714],0
p12,1,0.951559,0.00369,[ 13 147] ; [ 6 70],[ 12.88135593 147.11864407] ; [ 6.11864407 69.88135593],0
s1,1,0.95714,0.002888,[  2 156] ; [ 1 73],[  2.04310345 155.95689655] ; [ 0.95689655 73.04310345],0
p11,1,0.998876,2e-06,[125  36] ; [59 17],[124.99578059  36.00421941] ; [59.00421941 16.99578059],0
