Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.8e-05,16.952632,[149 101] ; [45 77],[130.37634409 119.62365591] ; [63.62365591 58.37634409],1
p3,1,0.000637,11.663632,[146 107] ; [47 74],[130.55882353 122.44117647] ; [62.44117647 58.55882353],1
n4,1,0.001458,10.130715,[208  48] ; [81 41],[195.72486772  60.27513228] ; [93.27513228 28.72486772],0
p7,1,0.001633,9.922689,[180  70] ; [66 53],[166.66666667  83.33333333] ; [79.33333333 39.66666667],0
n5,1,0.003449,8.553081,[203  53] ; [79 42],[191.49071618  64.50928382] ; [90.50928382 30.49071618],0
r3,1,0.005004,7.878068,[240  14] ; [104  17],[233.00266667  20.99733333] ; [110.99733333  10.00266667],0
p4,1,0.005712,7.638899,[162  92] ; [59 62],[149.69066667 104.30933333] ; [71.30933333 49.69066667],0
s4,1,0.023245,5.150085,[ 36 216] ; [29 93],[ 43.79679144 208.20320856] ; [ 21.20320856 100.79679144],0
a5,1,0.02955,4.735311,[197  59] ; [81 41],[188.27513228  67.72486772] ; [89.72486772 32.27513228],0
n1,1,0.0477,3.920521,[24 20] ; [14 28],[19.44186047 24.55813953] ; [18.55813953 23.44186047],0
p5,1,0.047742,3.919037,[ 37 216] ; [  9 112],[ 31.11764706 221.88235294] ; [ 14.88235294 106.11764706],0
s5,1,0.054343,3.702126,[ 78 168] ; [48 66],[ 86.1 159.9] ; [39.9 74.1],0
u2,1,0.081628,3.032176,[42 24] ; [17 20],[37.80582524 28.19417476] ; [21.19417476 15.80582524],0
a7,1,0.090402,2.867199,[163  92] ; [88 33],[170.22606383  84.77393617] ; [80.77393617 40.22606383],0
p2,1,0.096397,2.764163,[208  44] ; [91 30],[202.00536193  49.99463807] ; [96.99463807 24.00536193],0
p9,1,0.119297,2.426529,[207  45] ; [107  14],[212.13941019  39.86058981] ; [101.86058981  19.13941019],0
r4,1,0.127142,2.327059,[223  33] ; [99 23],[218.07407407  37.92592593] ; [103.92592593  18.07407407],0
s2,1,0.147814,2.094662,[125 128] ; [70 52],[131.56 121.44] ; [63.44 58.56],0
b5,1,0.162306,1.952613,[140 116] ; [76 46],[146.28571429 109.71428571] ; [69.71428571 52.28571429],0
d3,1,0.177431,1.819008,[161  95] ; [84 36],[166.80851064  89.19148936] ; [78.19148936 41.80851064],0
a8,1,0.188465,1.729579,[ 34 205] ; [10 99],[ 30.2183908 208.7816092] ; [13.7816092 95.2183908],0
s1,1,0.226471,1.462888,[  8 245] ; [  7 114],[ 10.14705882 242.85294118] ; [  4.85294118 116.14705882],0
r2,1,0.232546,1.425221,[229  24] ; [113   7],[231.97319035  21.02680965] ; [110.02680965   9.97319035],0
v1,1,0.256791,1.285973,[136 113] ; [59 63],[130.87601078 118.12398922] ; [64.12398922 57.87601078],0
p12,1,0.303656,1.058067,[ 17 234] ; [  5 117],[ 14.80428954 236.19571046] ; [  7.19571046 114.80428954],0
s6,1,0.319682,0.990248,[155  92] ; [81 38],[159.26775956  87.73224044] ; [76.73224044 42.26775956],0
a3,1,0.340138,0.909912,[189  66] ; [84 37],[185.1462766  69.8537234] ; [87.8537234 33.1462766],0
u3,1,0.391868,0.733139,[43 24] ; [20 16],[40.98058252 26.01941748] ; [22.01941748 13.98058252],0
p6,1,0.410974,0.675981,[105 144] ; [46 76],[101.34501348 147.65498652] ; [49.65498652 72.34501348],0
