Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,37.388029,[23  8] ; [16 82],[ 9.37209302 21.62790698] ; [29.62790698 68.37209302],1
s6,1,0.000187,13.958922,[24  8] ; [38 64],[14.80597015 17.19402985] ; [47.19402985 54.80597015],1
p4,1,0.000807,11.2255,[16 16] ; [20 81],[ 8.66165414 23.33834586] ; [27.33834586 73.66165414],1
p10,1,0.000926,10.970248,[28  4] ; [55 45],[20.12121212 11.87878788] ; [62.87878788 37.12121212],1
s2,1,0.001648,9.905295,[19 13] ; [29 72],[11.54887218 20.45112782] ; [36.45112782 64.54887218],0
s3,1,0.002352,9.252284,[23  9] ; [41 59],[15.51515152 16.48484848] ; [48.48484848 51.51515152],0
n6,1,0.00632,7.456734,[29  3] ; [67 35],[22.92537313  9.07462687] ; [73.07462687 28.92537313],0
s5,1,0.006617,7.373996,[11 20] ; [14 88],[ 5.82706767 25.17293233] ; [19.17293233 82.82706767],0
p9,1,0.007712,7.099073,[28  4] ; [63 38],[21.89473684 10.10526316] ; [69.10526316 31.89473684],0
p7,1,0.010549,6.539812,[19 12] ; [35 64],[12.87692308 18.12307692] ; [41.12307692 57.87692308],0
p8,1,0.01286,6.188241,[16 16] ; [27 75],[10.26865672 21.73134328] ; [32.73134328 69.26865672],0
r4,1,0.020719,5.350296,[27  5] ; [65 39],[21.64705882 10.35294118] ; [70.35294118 33.64705882],0
v4,1,0.022698,5.191452,[30  1] ; [81 21],[25.87218045  5.12781955] ; [85.12781955 16.87218045],0
v2,1,0.024963,5.026467,[15 16] ; [26 71],[ 9.9296875 21.0703125] ; [31.0703125 65.9296875],0
u2,1,0.043098,4.091566,[10  5] ; [21 35],[6.54929577 8.45070423] ; [24.45070423 31.54929577],0
p6,1,0.048923,3.877986,[10 22] ; [16 87],[ 6.16296296 25.83703704] ; [19.83703704 83.16296296],0
a2,1,0.068855,3.310096,[ 4 28] ; [  4 100],[ 1.88235294 30.11764706] ; [ 6.11764706 97.88235294],0
d3,1,0.075198,3.165748,[18 14] ; [40 64],[13.64705882 18.35294118] ; [44.35294118 59.64705882],0
r3,1,0.100141,2.703301,[29  3] ; [79 23],[25.79104478  6.20895522] ; [82.20895522 19.79104478],0
p2,1,0.137241,2.208629,[24  8] ; [63 41],[20.47058824 11.52941176] ; [66.52941176 37.47058824],0
r1,1,0.139773,2.180454,[23  9] ; [59 44],[19.43703704 12.56296296] ; [62.56296296 40.43703704],0
u3,1,0.150839,2.063744,[9 6] ; [22 34],[6.54929577 8.45070423] ; [24.45070423 31.54929577],0
v1,1,0.199092,1.649021,[16 15] ; [39 62],[12.91666667 18.08333333] ; [42.08333333 58.91666667],0
a8,1,0.203758,1.61523,[ 6 23] ; [11 85],[ 3.944 25.056] ; [13.056 82.944],0
p12,1,0.213517,1.547417,[ 2 30] ; [  2 100],[ 0.95522388 31.04477612] ; [ 3.04477612 98.95522388],0
a7,1,0.234063,1.416002,[20 12] ; [52 51],[17.06666667 14.93333333] ; [54.93333333 48.06666667],0
v3,1,0.333258,0.936197,[10 22] ; [23 78],[ 7.93984962 24.06015038] ; [25.06015038 75.93984962],0
p1,1,0.401757,0.70306,[ 4 28] ; [ 8 96],[ 2.82352941 29.17647059] ; [ 9.17647059 94.82352941],0
n2,1,0.405985,0.690528,[7 1] ; [31 11],[6.08 1.92] ; [31.92 10.08],0
p11,1,0.435883,0.607098,[23  9] ; [67 37],[21.17647059 10.82352941] ; [68.82352941 35.17647059],0
p5,1,0.452505,0.56437,[ 3 28] ; [ 6 97],[ 2.08208955 28.91791045] ; [ 6.91791045 96.08208955],0
