Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.451772,[92 15] ; [ 6 16],[81.28682171 25.71317829] ; [16.71317829  5.28682171],1
b5,1,0.416312,0.660704,[63 44] ; [15  7],[64.69767442 42.30232558] ; [13.30232558  8.69767442],0
s7,1,0.536035,0.382937,[32 68] ; [ 5 15],[30.83333333 69.16666667] ; [ 6.16666667 13.83333333],0
s5,1,0.586485,0.295868,[29 73] ; [ 5 17],[27.96774194 74.03225806] ; [ 6.03225806 15.96774194],0
p2,1,0.604869,0.267714,[78 28] ; [15  7],[77.015625 28.984375] ; [15.984375  6.015625],0
s1,1,0.623069,0.241578,[ 8 99] ; [ 1 21],[ 7.46511628 99.53488372] ; [ 1.53488372 20.46511628],0
p4,1,0.647404,0.209188,[43 64] ; [10 12],[43.96124031 63.03875969] ; [ 9.03875969 12.96124031],0
n1,1,0.668952,0.182831,[10 24] ; [2 7],[ 9.48837209 24.51162791] ; [2.51162791 6.48837209],0
a8,1,0.688635,0.160567,[ 7 93] ; [ 2 19],[ 7.43801653 92.56198347] ; [ 1.56198347 19.43801653],0
d4,1,0.804209,0.061456,[80 27] ; [17  5],[80.45736434 26.54263566] ; [16.54263566  5.45736434],0
v3,1,0.821947,0.050644,[16 87] ; [ 3 19],[15.656 87.344] ; [ 3.344 18.656],0
p7,1,0.822953,0.050064,[54 50] ; [12 10],[54.47619048 49.52380952] ; [11.52380952 10.47619048],0
d3,1,0.845331,0.038056,[65 41] ; [13  9],[64.59375 41.40625] ; [13.40625  8.59375],0
u2,1,0.849263,0.036122,[27 18] ; [8 6],[26.69491525 18.30508475] ; [8.30508475 5.69491525],0
s8,1,0.860498,0.030885,[27 79] ; [ 6 16],[27.328125 78.671875] ; [ 5.671875 16.328125],0
n3,1,0.861623,0.030383,[23 10] ; [6 3],[22.78571429 10.21428571] ; [6.21428571 2.78571429],0
b2,1,0.886724,0.020292,[17 46] ; [3 9],[16.8 46.2] ; [3.2 8.8],0
b3,1,0.886724,0.020292,[17 46] ; [3 9],[16.8 46.2] ; [3.2 8.8],0
v1,1,0.902188,0.015104,[30 75] ; [ 6 16],[29.76377953 75.23622047] ; [ 6.23622047 15.76377953],0
