Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00023,13.57025,[59 55] ; [ 2 20],[51.13235294 62.86764706] ; [ 9.86764706 12.13235294],1
d4,1,0.00033,12.89154,[100  14] ; [13 10],[94.02919708 19.97080292] ; [18.97080292  4.02919708],1
d2,1,0.001177,10.526415,[67 47] ; [ 5 18],[59.91240876 54.08759124] ; [12.08759124 10.91240876],0
a3,1,0.001245,10.421752,[82 32] ; [ 8 14],[75.44117647 38.55882353] ; [14.55882353  7.44117647],0
a5,1,0.004406,8.108526,[84 30] ; [10 13],[78.2189781 35.7810219] ; [15.7810219  7.2189781],0
d3,1,0.004406,8.108526,[84 30] ; [10 13],[78.2189781 35.7810219] ; [15.7810219  7.2189781],0
r1,1,0.007851,7.06726,[99 14] ; [15  8],[94.72058824 18.27941176] ; [19.27941176  3.72058824],0
a2,1,0.018171,5.579589,[31 83] ; [ 1 22],[26.62773723 87.37226277] ; [ 5.37226277 17.62773723],0
b4,1,0.018676,5.531617,[70 44] ; [ 8 15],[64.90510949 49.09489051] ; [13.09489051  9.90510949],0
s8,1,0.020121,5.401372,[60 54] ; [ 6 17],[54.91970803 59.08029197] ; [11.08029197 11.91970803],0
v4,1,0.041379,4.160432,[108   6] ; [19  4],[105.67883212   8.32116788] ; [21.32116788  1.67883212],0
s4,1,0.04221,4.126755,[33 81] ; [ 2 21],[29.12408759 84.87591241] ; [ 5.87591241 17.12408759],0
p5,1,0.049598,3.854996,[  9 103] ; [ 5 18],[ 11.61481481 100.38518519] ; [ 2.38518519 20.61481481],0
a8,1,0.070915,3.261723,[10 93] ; [ 5 16],[12.45967742 90.54032258] ; [ 2.54032258 18.45967742],0
r3,1,0.075245,3.164735,[105   7] ; [19  4],[102.87407407   9.12592593] ; [21.12592593  1.87407407],0
p10,1,0.093195,2.818301,[71 39] ; [10 12],[67.5 42.5] ; [13.5  8.5],0
r4,1,0.099592,2.712071,[103  11] ; [18  5],[100.68613139  13.31386861] ; [20.31386861  2.68613139],0
p3,1,0.109425,2.562512,[55 58] ; [ 7 16],[51.51470588 61.48529412] ; [10.48529412 12.51470588],0
s5,1,0.121066,2.40348,[52 56] ; [ 7 16],[48.64122137 59.35877863] ; [10.35877863 12.64122137],0
p9,1,0.123252,2.375505,[80 30] ; [13 10],[76.91729323 33.08270677] ; [16.08270677  6.91729323],0
a7,1,0.124716,2.357079,[87 27] ; [14  9],[84.04379562 29.95620438] ; [16.95620438  6.04379562],0
a6,1,0.153095,2.041141,[68 46] ; [10 13],[64.90510949 49.09489051] ; [13.09489051  9.90510949],0
u3,1,0.173726,1.850494,[22  9] ; [7 7],[19.97777778 11.02222222] ; [9.02222222 4.97777778],0
n3,1,0.181554,1.784856,[33 11] ; [6 5],[31.2 12.8] ; [7.8 3.2],0
v2,1,0.222802,1.486235,[62 46] ; [10 13],[59.35877863 48.64122137] ; [12.64122137 10.35877863],0
n5,1,0.232506,1.425466,[68 44] ; [17  6],[70.51851852 41.48148148] ; [14.48148148  8.51851852],0
b3,1,0.243481,1.360324,[18 39] ; [ 2 11],[16.28571429 40.71428571] ; [3.71428571 9.28571429],0
b2,1,0.243481,1.360324,[18 39] ; [ 2 11],[16.28571429 40.71428571] ; [3.71428571 9.28571429],0
r2,1,0.267496,1.229541,[110   4] ; [21  2],[109.00729927   4.99270073] ; [21.99270073  1.00729927],0
s2,1,0.270332,1.21506,[78 36] ; [13 10],[75.72262774 38.27737226] ; [15.27737226  7.72262774],0
s7,1,0.277323,1.180163,[62 41] ; [11 12],[59.67460317 43.32539683] ; [13.32539683  9.67460317],0
v1,1,0.286195,1.137437,[55 58] ; [14  9],[57.33088235 55.66911765] ; [11.66911765 11.33088235],0
n4,1,0.334717,0.930563,[71 41] ; [17  6],[73.00740741 38.99259259] ; [14.99259259  8.00740741],0
p2,1,0.370376,0.802403,[84 29] ; [15  8],[82.25735294 30.74264706] ; [16.74264706  6.25735294],0
p1,1,0.436484,0.605508,[ 13 100] ; [ 4 19],[14.125 98.875] ; [ 2.875 20.125],0
p4,1,0.446257,0.580142,[67 47] ; [11 11],[65.38235294 48.61764706] ; [12.61764706  9.38235294],0
n2,1,0.449102,0.572917,[31 13] ; [9 2],[32. 12.] ; [8. 3.],0
p6,1,0.464902,0.534068,[38 74] ; [ 6 17],[36.5037037 75.4962963] ; [ 7.4962963 15.5037037],0
s1,1,0.544419,0.367411,[  6 105] ; [ 2 21],[  6.62686567 104.37313433] ; [ 1.37313433 21.62686567],0
p8,1,0.574307,0.315529,[37 75] ; [ 9 14],[38.16296296 73.83703704] ; [ 7.83703704 15.16296296],0
p7,1,0.681176,0.168805,[57 53] ; [13 10],[57.89473684 52.10526316] ; [12.10526316 10.89473684],0
n6,1,0.695736,0.152945,[87 25] ; [17  6],[86.28148148 25.71851852] ; [17.71851852  5.28148148],0
b5,1,0.712138,0.136151,[74 40] ; [14  9],[73.22627737 40.77372263] ; [14.77372263  8.22627737],0
v3,1,0.78495,0.07446,[39 69] ; [ 9 14],[39.57251908 68.42748092] ; [ 8.42748092 14.57251908],0
b1,1,0.785991,0.073723,[63 51] ; [12 11],[62.40875912 51.59124088] ; [12.59124088 10.40875912],0
n1,1,0.854267,0.033737,[19 25] ; [4 6],[18.74074074 25.25925926] ; [4.25925926 5.74074074],0
u2,1,0.892364,0.01831,[16 15] ; [7 6],[16.20454545 14.79545455] ; [6.79545455 6.20454545],0
s3,1,0.971549,0.001272,[73 41] ; [14  8],[72.92647059 41.07352941] ; [14.07352941  7.92647059],0
