Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00284,8.907703,[15 10] ; [34 84],[ 8.56643357 16.43356643] ; [40.43356643 77.56643357],0
v3,1,0.009743,6.681311,[ 3 23] ; [44 72],[ 8.6056338 17.3943662] ; [38.3943662 77.6056338],0
s5,1,0.010386,6.567415,[11 14] ; [23 93],[ 6.02836879 18.97163121] ; [27.97163121 88.02836879],0
v2,1,0.01938,5.466942,[ 5 20] ; [50 60],[10.18518519 14.81481481] ; [44.81481481 65.18518519],0
a5,1,0.022493,5.207203,[ 9 18] ; [68 50],[14.33793103 12.66206897] ; [62.66206897 55.33793103],0
s6,1,0.026551,4.919802,[19  6] ; [60 56],[14.0070922 10.9929078] ; [64.9929078 51.0070922],0
s7,1,0.043997,4.056665,[15 11] ; [39 69],[10.47761194 15.52238806] ; [43.52238806 64.47761194],0
a6,1,0.054714,3.690774,[11 16] ; [72 46],[15.45517241 11.54482759] ; [67.54482759 50.45517241],0
s3,1,0.081845,3.027882,[16  9] ; [52 64],[12.05673759 12.94326241] ; [55.94326241 60.05673759],0
p5,1,0.144584,2.128477,[ 1 26] ; [ 16 100],[ 3.20979021 23.79020979] ; [ 13.79020979 102.20979021],0
b1,1,0.14667,2.106546,[ 8 19] ; [53 65],[11.35862069 15.64137931] ; [49.64137931 68.35862069],0
p6,1,0.161777,1.957533,[ 5 22] ; [37 78],[ 7.98591549 19.01408451] ; [34.01408451 80.98591549],0
n6,1,0.173192,1.855093,[24  3] ; [91 27],[21.4137931  5.5862069] ; [93.5862069 24.4137931],0
p7,1,0.199758,1.644144,[18  9] ; [61 54],[15.02112676 11.97887324] ; [63.97887324 51.02112676],0
u1,1,0.211369,1.562024,[ 2 25] ; [  3 115],[ 0.93103448 26.06896552] ; [  4.06896552 113.93103448],0
p9,1,0.21294,1.551322,[18  9] ; [89 25],[20.4893617  6.5106383] ; [86.5106383 27.4893617],0
r4,1,0.215808,1.532027,[18  9] ; [92 26],[20.48275862  6.51724138] ; [89.51724138 28.48275862],0
s1,1,0.233744,1.417931,[ 3 23] ; [  6 109],[ 1.65957447 24.34042553] ; [  7.34042553 107.65957447],0
n1,1,0.241768,1.370255,[4 8] ; [17 15],[5.72727273 6.27272727] ; [15.27272727 16.72727273],0
a3,1,0.30392,1.056916,[11 16] ; [60 56],[13.40559441 13.59440559] ; [57.59440559 58.40559441],0
a7,1,0.328808,0.953585,[13 14] ; [69 49],[15.26896552 11.73103448] ; [66.73103448 51.26896552],0
v1,1,0.351214,0.869068,[10 17] ; [54 61],[12.16901408 14.83098592] ; [51.83098592 63.16901408],0
s8,1,0.36503,0.820513,[11 16] ; [37 80],[ 9. 18.] ; [39. 78.],0
r1,1,0.377915,0.777474,[15 12] ; [75 41],[16.99300699 10.00699301] ; [73.00699301 42.99300699],0
r2,1,0.440287,0.595533,[22  5] ; [102  15],[23.25  3.75] ; [100.75  16.25],0
b5,1,0.46374,0.536852,[13 14] ; [66 52],[14.71034483 12.28965517] ; [64.28965517 53.71034483],0
p3,1,0.483503,0.490952,[10 17] ; [52 65],[11.625 15.375] ; [50.375 66.625],0
p8,1,0.536328,0.382388,[13 14] ; [47 66],[11.57142857 15.42857143] ; [48.42857143 64.57142857],0
p4,1,0.602407,0.271381,[12 15] ; [59 59],[13.22068966 13.77931034] ; [57.77931034 60.22068966],0
d3,1,0.603646,0.269532,[ 8 19] ; [29 88],[ 6.9375 20.0625] ; [30.0625 86.9375],0
p2,1,0.638137,0.221187,[20  7] ; [82 36],[18.99310345  8.00689655] ; [83.00689655 34.99310345],0
d5,1,0.717086,0.131302,[12 15] ; [57 61],[12.84827586 14.15172414] ; [56.15172414 61.84827586],0
d2,1,0.72257,0.126043,[ 8 19] ; [31 87],[ 7.26206897 19.73793103] ; [31.73793103 86.26206897],0
d1,1,0.762642,0.091212,[ 1 26] ; [  6 112],[ 1.30344828 25.69655172] ; [  5.69655172 112.30344828],0
u3,1,0.767726,0.087232,[7 9] ; [23 35],[6.48648649 9.51351351] ; [23.51351351 34.48648649],0
p1,1,0.770188,0.085339,[ 4 23] ; [ 15 103],[ 3.53793103 23.46206897] ; [ 15.46206897 102.53793103],0
u2,1,0.779626,0.078292,[ 6 10] ; [24 34],[6.48648649 9.51351351] ; [23.51351351 34.48648649],0
p12,1,0.78283,0.075973,[ 2 25] ; [  7 110],[ 1.6875 25.3125] ; [  7.3125 109.6875],0
p10,1,0.799102,0.064775,[19  8] ; [83 31],[19.53191489  7.46808511] ; [82.46808511 31.53191489],0
a2,1,0.855927,0.032965,[ 2 25] ; [ 10 108],[ 2.23448276 24.76551724] ; [  9.76551724 108.23448276],0
n4,1,0.860178,0.031028,[22  5] ; [97 20],[22.3125  4.6875] ; [96.6875 20.3125],0
b4,1,0.862169,0.030142,[14 13] ; [59 59],[13.59310345 13.40689655] ; [59.40689655 58.59310345],0
v4,1,0.87734,0.023821,[23  4] ; [101  16],[23.25  3.75] ; [100.75  16.25],0
r3,1,0.892718,0.018189,[22  5] ; [94 23],[21.75  5.25] ; [94.25 22.75],0
a4,1,0.92047,0.009968,[ 7 20] ; [29 87],[ 6.7972028 20.2027972] ; [29.2027972 86.7972028],0
n2,1,0.958295,0.002735,[9 3] ; [25  8],[9.06666667 2.93333333] ; [24.93333333  8.06666667],0
p11,1,0.99743,1e-05,[19  8] ; [83 35],[18.99310345  8.00689655] ; [83.00689655 34.99310345],0
n3,1,1.0,0.0,[9 3] ; [24  8],[9. 3.] ; [24.  8.],0
