Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.725415,[95 24] ; [ 3 22],[80.98611111 38.01388889] ; [17.01388889  7.98611111],1
r1,1,0.0,28.614065,[86 32] ; [ 4 21],[74.26573427 43.73426573] ; [15.73426573  9.26573427],1
r3,1,0.000148,14.399867,[101  17] ; [13 12],[94.06993007 23.93006993] ; [19.93006993  5.06993007],1
v4,1,0.000234,13.537146,[101  18] ; [13 12],[94.20833333 24.79166667] ; [19.79166667  5.20833333],1
a8,1,0.018318,5.565515,[  7 104] ; [ 5 18],[  9.94029851 101.05970149] ; [ 2.05970149 20.94029851],0
p12,1,0.022697,5.191518,[  1 118] ; [ 2 23],[  2.47916667 116.52083333] ; [ 0.52083333 24.47916667],0
u3,1,0.031363,4.632991,[26 27] ; [ 3 13],[22.27536232 30.72463768] ; [6.72463768 9.27536232],0
d1,1,0.033078,4.541744,[51 68] ; [ 5 20],[46.27777778 72.72222222] ; [ 9.72222222 15.27777778],0
a5,1,0.039719,4.229845,[65 54] ; [ 8 17],[60.32638889 58.67361111] ; [12.67361111 12.32638889],0
v3,1,0.0449,4.02238,[31 85] ; [ 2 23],[27.14893617 88.85106383] ; [ 5.85106383 19.14893617],0
d4,1,0.049265,3.866301,[81 37] ; [12 13],[76.74125874 41.25874126] ; [16.25874126  8.74125874],0
a2,1,0.084683,2.972659,[21 98] ; [ 1 24],[ 18.18055556 100.81944444] ; [ 3.81944444 21.18055556],0
a3,1,0.090793,2.860262,[66 51] ; [ 9 15],[62.23404255 54.76595745] ; [12.76595745 11.23404255],0
a4,1,0.092777,2.825517,[44 73] ; [ 5 20],[40.37323944 76.62676056] ; [ 8.62676056 16.37323944],0
a6,1,0.128976,2.304786,[72 47] ; [11 14],[68.59027778 50.40972222] ; [14.40972222 10.59027778],0
d5,1,0.147859,2.094203,[80 39] ; [13 12],[76.85416667 42.14583333] ; [16.14583333  8.85416667],0
p11,1,0.165196,1.926005,[61 58] ; [ 9 16],[57.84722222 61.15277778] ; [12.15277778 12.84722222],0
d2,1,0.170351,1.879853,[55 62] ; [ 8 17],[51.9084507 65.0915493] ; [11.0915493 13.9084507],0
v1,1,0.174045,1.84775,[40 78] ; [ 5 20],[37.13286713 80.86713287] ; [ 7.86713287 17.13286713],0
a7,1,0.199668,1.644802,[73 45] ; [12 13],[70.13986014 47.86013986] ; [14.86013986 10.13986014],0
p5,1,0.205561,1.602418,[  1 118] ; [ 1 23],[  1.66433566 117.33566434] ; [ 0.33566434 23.66433566],0
p6,1,0.239666,1.382557,[22 95] ; [ 2 21],[20.05714286 96.94285714] ; [ 3.94285714 19.05714286],0
d3,1,0.271315,1.210084,[62 57] ; [10 15],[59.5 59.5] ; [12.5 12.5],0
v2,1,0.275137,1.190957,[46 70] ; [ 7 18],[43.60283688 72.39716312] ; [ 9.39716312 15.60283688],0
n2,1,0.333283,0.9361,[30 16] ; [6 6],[28.55172414 17.44827586] ; [7.44827586 4.55172414],0
a1,1,0.366496,0.815512,[  8 111] ; [ 3 22],[  9.09027778 109.90972222] ; [ 1.90972222 23.09027778],0
p2,1,0.402976,0.699429,[68 51] ; [12 13],[66.11111111 52.88888889] ; [13.88888889 11.11111111],0
s6,1,0.421425,0.646338,[43 75] ; [ 7 18],[41.25874126 76.74125874] ; [ 8.74125874 16.25874126],0
s5,1,0.423404,0.640849,[16 99] ; [ 2 23],[ 14.78571429 100.21428571] ; [ 3.21428571 21.78571429],0
p8,1,0.424602,0.637544,[34 84] ; [ 5 19],[32.4084507 85.5915493] ; [ 6.5915493 17.4084507],0
p7,1,0.433196,0.614239,[53 66] ; [ 9 16],[51.23611111 67.76388889] ; [10.76388889 14.23611111],0
n1,1,0.490696,0.475,[16 29] ; [3 9],[15. 30.] ; [4. 8.],0
p9,1,0.55362,0.350873,[35 82] ; [ 6 19],[33.78169014 83.21830986] ; [ 7.21830986 17.78169014],0
b5,1,0.564169,0.332537,[74 45] ; [14 11],[72.72222222 46.27777778] ; [15.27777778  9.72222222],0
s1,1,0.571884,0.319541,[  6 111] ; [ 2 23],[  6.5915493 110.4084507] ; [ 1.4084507 23.5915493],0
b3,1,0.634098,0.226545,[18 51] ; [ 6 13],[18.81818182 50.18181818] ; [ 5.18181818 13.81818182],0
b2,1,0.634098,0.226545,[18 51] ; [ 6 13],[18.81818182 50.18181818] ; [ 5.18181818 13.81818182],0
b1,1,0.653019,0.202116,[56 63] ; [13 12],[57.02083333 61.97916667] ; [11.97916667 13.02083333],0
s4,1,0.692421,0.156477,[ 11 106] ; [ 3 22],[ 11.53521127 105.46478873] ; [ 2.46478873 22.53521127],0
p1,1,0.698953,0.149564,[  7 111] ; [ 2 23],[  7.42657343 110.57342657] ; [ 1.57342657 23.42657343],0
n6,1,0.699726,0.148757,[71 47] ; [14 11],[70.13986014 47.86013986] ; [14.86013986 10.13986014],0
p3,1,0.722153,0.126439,[34 85] ; [ 6 18],[33.28671329 85.71328671] ; [ 6.71328671 17.28671329],0
s2,1,0.742165,0.108233,[22 95] ; [ 4 21],[21.42253521 95.57746479] ; [ 4.57746479 20.42253521],0
s3,1,0.759942,0.093365,[35 81] ; [ 8 16],[35.62857143 80.37142857] ; [ 7.37142857 16.62857143],0
b4,1,0.792692,0.069073,[68 51] ; [15 10],[68.59027778 50.40972222] ; [14.40972222 10.59027778],0
u2,1,0.872444,0.025778,[18 33] ; [ 6 10],[18.26865672 32.73134328] ; [ 5.73134328 10.26865672],0
p4,1,0.919067,0.010324,[39 79] ; [ 8 17],[38.78321678 79.21678322] ; [ 8.21678322 16.78321678],0
n5,1,0.946382,0.004523,[61 58] ; [13 12],[61.15277778 57.84722222] ; [12.84722222 12.15277778],0
n4,1,0.960764,0.00242,[66 53] ; [14 11],[66.11111111 52.88888889] ; [13.88888889 11.11111111],0
n3,1,1.0,0.0,[30 15] ; [8 4],[30. 15.] ; [8. 4.],0
