Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.700298,[49 29] ; [ 9 41],[35.34375 42.65625] ; [22.65625 27.34375],1
s5,1,2e-06,22.272983,[34 41] ; [ 3 47],[22.2 52.8] ; [14.8 35.2],1
s8,1,2e-05,18.209559,[38 40] ; [ 6 44],[26.8125 51.1875] ; [17.1875 32.8125],1
s3,1,8.4e-05,15.467552,[50 26] ; [15 35],[39.20634921 36.79365079] ; [25.79365079 24.20634921],1
s7,1,0.001059,10.722303,[37 38] ; [ 9 37],[28.51239669 46.48760331] ; [17.48760331 28.51239669],0
s4,1,0.001083,10.679491,[28 50] ; [ 5 45],[20.109375 57.890625] ; [12.890625 37.109375],0
p3,1,0.00181,9.733178,[47 31] ; [16 34],[38.390625 39.609375] ; [24.609375 25.390625],0
r3,1,0.002365,9.241869,[76  2] ; [41  9],[71.296875  6.703125] ; [45.703125  4.296875],0
a2,1,0.002603,9.066671,[16 62] ; [ 1 49],[10.359375 67.640625] ; [ 6.640625 43.359375],0
p10,1,0.002896,8.871561,[64 14] ; [29 21],[56.671875 21.328125] ; [36.328125 13.671875],0
a5,1,0.004084,8.24594,[57 21] ; [24 26],[49.359375 28.640625] ; [31.640625 18.359375],0
d4,1,0.005211,7.80464,[65 13] ; [30 19],[58.34645669 19.65354331] ; [36.65354331 12.34645669],0
d3,1,0.005347,7.758144,[58 20] ; [24 24],[50.76190476 27.23809524] ; [31.23809524 16.76190476],0
p9,1,0.006539,7.395556,[65 13] ; [31 19],[58.5 19.5] ; [37.5 12.5],0
p8,1,0.010124,6.613026,[53 25] ; [22 27],[46.06299213 31.93700787] ; [28.93700787 20.06299213],0
d5,1,0.011416,6.399438,[57 21] ; [25 24],[50.36220472 27.63779528] ; [31.63779528 17.36220472],0
d1,1,0.013685,6.078309,[39 39] ; [14 36],[32.296875 45.703125] ; [20.703125 29.296875],0
a7,1,0.028913,4.772793,[59 19] ; [28 21],[53.43307087 24.56692913] ; [33.56692913 15.43307087],0
r4,1,0.031817,4.608337,[68 10] ; [36 14],[63.375 14.625] ; [40.625  9.375],0
a6,1,0.035909,4.401404,[52 26] ; [24 26],[46.3125 31.6875] ; [29.6875 20.3125],0
a4,1,0.036983,4.351208,[31 47] ; [11 39],[25.59375 52.40625] ; [16.40625 33.59375],0
r2,1,0.042809,4.102945,[71  6] ; [40 10],[67.2992126  9.7007874] ; [43.7007874  6.2992126],0
u1,1,0.044068,4.05395,[12 66] ; [ 2 48],[ 8.53125 69.46875] ; [ 5.46875 44.53125],0
p4,1,0.060227,3.531109,[52 26] ; [25 25],[46.921875 31.078125] ; [30.078125 19.921875],0
v3,1,0.067195,3.350241,[24 51] ; [ 8 39],[19.67213115 55.32786885] ; [12.32786885 34.67213115],0
p6,1,0.076555,3.136562,[32 44] ; [13 36],[27.36 48.64] ; [17.64 31.36],0
b4,1,0.084392,2.978224,[48 30] ; [23 27],[43.265625 34.734375] ; [27.734375 22.265625],0
v2,1,0.108209,2.580181,[41 33] ; [19 28],[36.69421488 37.30578512] ; [23.30578512 23.69421488],0
s1,1,0.134458,2.240265,[ 1 77] ; [ 3 47],[ 2.4375 75.5625] ; [ 1.5625 48.4375],0
v4,1,0.153513,2.036991,[73  4] ; [43  6],[70.88888889  6.11111111] ; [45.11111111  3.88888889],0
r1,1,0.210741,1.566325,[58 20] ; [32 18],[54.84375 23.15625] ; [35.15625 14.84375],0
u3,1,0.220671,1.5,[17 10] ; [ 8 10],[15. 12.] ; [10.  8.],0
v1,1,0.242368,1.366767,[35 41] ; [17 31],[31.87096774 44.12903226] ; [20.12903226 27.87096774],0
p12,1,0.249438,1.326451,[ 5 73] ; [ 1 49],[ 3.65625 74.34375] ; [ 2.34375 47.65625],0
b5,1,0.3593,0.84034,[50 28] ; [28 22],[47.53125 30.46875] ; [30.46875 19.53125],0
n5,1,0.477201,0.505253,[31 46] ; [17 33],[29.1023622 47.8976378] ; [18.8976378 31.1023622],0
d2,1,0.512551,0.428855,[31 47] ; [17 33],[29.25 48.75] ; [18.75 31.25],0
a8,1,0.529158,0.396008,[ 4 68] ; [ 4 43],[ 4.84033613 67.15966387] ; [ 3.15966387 43.84033613],0
b3,1,0.537192,0.380769,[12 28] ; [ 6 20],[10.90909091 29.09090909] ; [ 7.09090909 18.90909091],0
b2,1,0.537192,0.380769,[12 28] ; [ 6 20],[10.90909091 29.09090909] ; [ 7.09090909 18.90909091],0
b1,1,0.579123,0.307655,[32 46] ; [23 27],[33.515625 44.484375] ; [21.484375 28.515625],0
n6,1,0.606527,0.265263,[52 24] ; [32 18],[50.66666667 25.33333333] ; [33.33333333 16.66666667],0
u2,1,0.683135,0.166618,[17 11] ; [12  6],[17.65217391 10.34782609] ; [11.34782609  6.65217391],0
p11,1,0.705614,0.142698,[57 21] ; [35 15],[56.0625 21.9375] ; [35.9375 14.0625],0
p2,1,0.720338,0.128169,[65 12] ; [41  9],[64.26771654 12.73228346] ; [41.73228346  8.26771654],0
a1,1,0.76828,0.086804,[ 4 74] ; [ 2 48],[ 3.65625 74.34375] ; [ 2.34375 47.65625],0
a3,1,0.776641,0.080485,[49 29] ; [32 17],[49.7480315 28.2519685] ; [31.2519685 17.7480315],0
n1,1,0.783921,0.075192,[ 5 17] ; [ 4 11],[ 5.35135135 16.64864865] ; [ 3.64864865 11.35135135],0
n2,1,0.875179,0.024675,[16  6] ; [12  4],[16.21052632  5.78947368] ; [11.78947368  4.21052632],0
p5,1,0.948184,0.004223,[ 5 73] ; [ 3 46],[ 4.91338583 73.08661417] ; [ 3.08661417 45.91338583],0
n3,1,0.964419,0.00199,[18  4] ; [13  3],[17.94736842  4.05263158] ; [13.05263158  2.94736842],0
