Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.794338,[23 31] ; [97 16],[38.80239521 15.19760479] ; [81.19760479 31.80239521],1
n6,1,0.00069,11.514915,[34 20] ; [98 16],[42.42857143 11.57142857] ; [89.57142857 24.42857143],1
v3,1,0.002145,9.421022,[ 7 44] ; [42 70],[15.33128834 35.66871166] ; [33.66871166 78.33128834],0
a3,1,0.003043,8.781557,[23 30] ; [77 37],[31.73652695 21.26347305] ; [68.26347305 45.73652695],0
n3,1,0.00438,8.1193,[12 10] ; [26  3],[16.39215686  5.60784314] ; [21.60784314  7.39215686],0
p4,1,0.005803,7.610606,[19 35] ; [65 47],[27.3253012 26.6746988] ; [56.6746988 55.3253012],0
v2,1,0.008151,6.999971,[14 39] ; [53 57],[21.78527607 31.21472393] ; [45.21472393 64.78527607],0
d5,1,0.009631,6.701984,[30 23] ; [87 27],[37.13173653 15.86826347] ; [79.86826347 34.13173653],0
a5,1,0.022076,5.239766,[24 30] ; [72 42],[30.85714286 23.14285714] ; [65.14285714 48.85714286],0
a4,1,0.035498,4.421053,[12 42] ; [44 70],[18. 36.] ; [38. 76.],0
d1,1,0.038012,4.304484,[16 38] ; [53 61],[22.17857143 31.82142857] ; [46.82142857 67.17857143],0
a8,1,0.041295,4.163855,[ 2 49] ; [16 91],[ 5.81012658 45.18987342] ; [12.18987342 94.81012658],0
p11,1,0.041761,4.144883,[37 17] ; [94 20],[42.10714286 11.89285714] ; [88.89285714 25.10714286],0
s7,1,0.046824,3.951707,[15 39] ; [47 60],[20.79503106 33.20496894] ; [41.20496894 65.79503106],0
s4,1,0.047335,3.933437,[15 39] ; [17 97],[10.28571429 43.71428571] ; [21.71428571 92.28571429],0
p3,1,0.080704,3.050664,[19 35] ; [56 57],[24.25149701 29.74850299] ; [50.74850299 62.25149701],0
d4,1,0.094586,2.794542,[34 20] ; [86 28],[38.57142857 15.42857143] ; [81.42857143 32.57142857],0
r4,1,0.131285,2.277245,[30 24] ; [77 37],[34.39285714 19.60714286] ; [72.60714286 41.39285714],0
a2,1,0.136781,2.213801,[ 3 51] ; [15 99],[ 5.78571429 48.21428571] ; [ 12.21428571 101.78571429],0
s3,1,0.149426,2.078102,[22 32] ; [59 53],[26.34939759 27.65060241] ; [54.65060241 57.34939759],0
s6,1,0.151655,2.055527,[25 28] ; [65 45],[29.26380368 23.73619632] ; [60.73619632 49.26380368],0
p12,1,0.158436,1.989088,[ 1 53] ; [  8 104],[ 2.92771084 51.07228916] ; [  6.07228916 105.92771084],0
p7,1,0.186054,1.748594,[23 28] ; [63 49],[26.90797546 24.09202454] ; [59.09202454 52.90797546],0
p5,1,0.222443,1.488543,[ 4 49] ; [16 97],[ 6.38554217 46.61445783] ; [13.61445783 99.38554217],0
a6,1,0.235869,1.405115,[26 28] ; [66 48],[29.57142857 24.42857143] ; [62.42857143 51.57142857],0
n1,1,0.236907,1.398903,[ 7 15] ; [14 15],[ 9.05882353 12.94117647] ; [11.94117647 17.05882353],0
s8,1,0.246503,1.343016,[15 39] ; [42 72],[18.32142857 35.67857143] ; [38.67857143 75.32142857],0
d2,1,0.286767,1.134736,[16 38] ; [43 70],[19.07784431 34.92215569] ; [39.92215569 73.07784431],0
p2,1,0.317148,1.000674,[40 13] ; [92 20],[42.4 10.6] ; [89.6 22.4],0
v1,1,0.331941,0.941312,[21 32] ; [52 57],[23.88271605 29.11728395] ; [49.11728395 59.88271605],0
r3,1,0.333489,0.935303,[46  8] ; [102  11],[47.85628743  6.14371257] ; [100.14371257  12.85628743],0
p10,1,0.372293,0.795997,[43 10] ; [96 15],[44.92073171  8.07926829] ; [94.07926829 16.92073171],0
n2,1,0.388337,0.744144,[16  6] ; [24  5],[17.25490196  4.74509804] ; [22.74509804  6.25490196],0
p6,1,0.411513,0.674427,[16 38] ; [39 69],[18.33333333 35.66666667] ; [36.66666667 71.33333333],0
p8,1,0.445379,0.582386,[21 32] ; [51 60],[23.26829268 29.73170732] ; [48.73170732 62.26829268],0
a1,1,0.466201,0.530965,[ 3 51] ; [ 10 104],[ 4.17857143 49.82142857] ; [  8.82142857 105.17857143],0
s5,1,0.532108,0.390364,[16 38] ; [26 78],[14.35443038 39.64556962] ; [27.64556962 76.35443038],0
d3,1,0.543847,0.368457,[30 22] ; [60 54],[28.19277108 23.80722892] ; [61.80722892 52.19277108],0
s1,1,0.555032,0.34838,[ 1 53] ; [  4 110],[ 1.60714286 52.39285714] ; [  3.39285714 110.60714286],0
u4,1,0.586451,0.295921,[ 1 53] ; [  1 113],[ 0.64285714 53.35714286] ; [  1.35714286 112.64285714],0
b3,1,0.607294,0.264134,[11 17] ; [24 47],[ 9.8989899 18.1010101] ; [25.1010101 45.8989899],0
b2,1,0.607294,0.264134,[11 17] ; [24 47],[ 9.8989899 18.1010101] ; [25.1010101 45.8989899],0
u2,1,0.61098,0.25875,[14 17] ; [19 18],[15.04411765 15.95588235] ; [17.95588235 19.04411765],0
b1,1,0.700506,0.147946,[23 31] ; [45 69],[21.85714286 32.14285714] ; [46.14285714 67.85714286],0
p1,1,0.702447,0.145939,[ 5 48] ; [ 13 101],[ 5.71257485 47.28742515] ; [ 12.28742515 101.71257485],0
u1,1,0.739546,0.110526,[ 3 51] ; [  5 109],[ 2.57142857 51.42857143] ; [  5.42857143 108.57142857],0
a7,1,0.747657,0.103511,[33 20] ; [68 46],[32.05389222 20.94610778] ; [68.94610778 45.05389222],0
u3,1,0.773455,0.082863,[14 17] ; [15 21],[13.41791045 17.58208955] ; [15.58208955 20.41791045],0
r2,1,0.884777,0.021001,[44 10] ; [89 19],[44.33333333  9.66666667] ; [88.66666667 19.33333333],0
s2,1,0.886886,0.020234,[24 30] ; [52 62],[24.42857143 29.57142857] ; [51.57142857 62.42857143],0
b5,1,0.901242,0.015399,[35 19] ; [75 39],[35.35714286 18.64285714] ; [74.64285714 39.35714286],0
b4,1,0.942218,0.005254,[33 21] ; [69 45],[32.78571429 21.21428571] ; [69.21428571 44.78571429],0
v4,1,0.99056,0.00014,[46  7] ; [98 15],[45.97590361  7.02409639] ; [98.02409639 14.97590361],0
