Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.006427,7.426486,[44 24] ; [102  22],[51.70833333 16.29166667] ; [94.29166667 29.70833333],0
b1,1,0.021477,5.287638,[32 36] ; [38 87],[24.66321244 43.33678756] ; [45.33678756 79.66321244],0
a8,1,0.023281,5.147413,[ 1 60] ; [ 13 101],[ 4.88 56.12] ; [  9.12 104.88],0
r3,1,0.042281,4.123908,[61  7] ; [121   4],[64.12435233  3.87564767] ; [117.87564767   7.12435233],0
p10,1,0.066394,3.369987,[41 27] ; [90 33],[46.63874346 21.36125654] ; [84.36125654 38.63874346],0
p6,1,0.067521,3.342284,[13 53] ; [39 82],[18.35294118 47.64705882] ; [33.64705882 87.35294118],0
p7,1,0.077162,3.123696,[35 31] ; [82 42],[40.64210526 25.35789474] ; [76.35789474 47.64210526],0
u3,1,0.086023,2.947261,[19  7] ; [23 21],[15.6 10.4] ; [26.4 17.6],0
v2,1,0.090159,2.871528,[26 38] ; [65 56],[31.48108108 32.51891892] ; [59.51891892 61.48108108],0
p11,1,0.144105,2.133573,[45 23] ; [95 30],[49.32642487 18.67357513] ; [90.67357513 34.32642487],0
v4,1,0.163418,1.942309,[61  6] ; [119   5],[63.14136126  3.85863874] ; [116.85863874   7.14136126],0
p3,1,0.210392,1.568729,[33 35] ; [49 76],[28.89119171 39.10880829] ; [53.10880829 71.89119171],0
u2,1,0.225578,1.468531,[18  8] ; [24 20],[15.6 10.4] ; [26.4 17.6],0
r1,1,0.234219,1.415057,[53 14] ; [89 36],[49.55208333 17.44791667] ; [92.44791667 32.55208333],0
p12,1,0.243827,1.358333,[ 1 66] ; [  6 119],[ 2.44270833 64.55729167] ; [  4.55729167 120.44270833],0
a6,1,0.253684,1.302901,[48 20] ; [78 47],[44.39378238 23.60621762] ; [81.60621762 43.39378238],0
r2,1,0.267086,1.231651,[59  9] ; [112  10],[61.2  6.8] ; [109.8  12.2],0
a7,1,0.315896,1.005864,[50 18] ; [99 25],[52.77083333 15.22916667] ; [96.22916667 27.77083333],0
p1,1,0.319176,0.992319,[ 7 60] ; [  8 117],[ 5.234375 61.765625] ; [  9.765625 115.234375],0
s4,1,0.34223,0.90206,[14 54] ; [ 19 106],[11.62694301 56.37305699] ; [ 21.37305699 103.62694301],0
s2,1,0.391714,0.733616,[24 44] ; [52 73],[26.77720207 41.22279793] ; [49.22279793 75.77720207],0
b2,1,0.39555,0.721812,[ 9 29] ; [22 48],[10.90740741 27.09259259] ; [20.09259259 49.90740741],0
b3,1,0.39555,0.721812,[ 9 29] ; [22 48],[10.90740741 27.09259259] ; [20.09259259 49.90740741],0
s5,1,0.406279,0.689663,[15 51] ; [34 86],[17.38709677 48.61290323] ; [31.61290323 88.38709677],0
d4,1,0.435704,0.607571,[57 11] ; [99 26],[54.96373057 13.03626943] ; [101.03626943  23.96373057],0
d2,1,0.453481,0.561936,[24 44] ; [51 74],[26.42487047 41.57512953] ; [48.57512953 76.42487047],0
a4,1,0.47402,0.512589,[21 47] ; [45 80],[23.25388601 44.74611399] ; [42.74611399 82.25388601],0
v1,1,0.489869,0.476815,[28 39] ; [44 76],[25.79679144 41.20320856] ; [46.20320856 73.79679144],0
n3,1,0.490696,0.475,[14  5] ; [31  7],[15.  4.] ; [30.  8.],0
a3,1,0.562198,0.335913,[41 27] ; [80 44],[42.85416667 25.14583333] ; [78.14583333 45.85416667],0
p5,1,0.569257,0.323927,[ 3 65] ; [  8 117],[ 3.87564767 64.12435233] ; [  7.12435233 117.87564767],0
s6,1,0.57874,0.308276,[35 33] ; [69 55],[36.83333333 31.16666667] ; [67.16666667 56.83333333],0
r4,1,0.582636,0.301993,[55 13] ; [105  20],[56.37305699 11.62694301] ; [103.62694301  21.37305699],0
u1,1,0.60483,0.267772,[ 6 62] ; [ 14 111],[ 7.04663212 60.95336788] ; [ 12.95336788 112.04663212],0
d1,1,0.645015,0.212243,[33 35] ; [65 60],[34.52849741 33.47150259] ; [63.47150259 61.52849741],0
n1,1,0.655286,0.199301,[ 5 14] ; [ 8 30],[ 4.33333333 14.66666667] ; [ 8.66666667 29.33333333],0
s8,1,0.690409,0.158643,[22 46] ; [44 81],[23.25388601 44.74611399] ; [42.74611399 82.25388601],0
s1,1,0.707034,0.141258,[ 2 66] ; [  5 120],[ 2.46632124 65.53367876] ; [  4.53367876 120.46632124],0
d5,1,0.727476,0.121442,[52 16] ; [92 32],[51. 17.] ; [93. 31.],0
s3,1,0.76214,0.09161,[35 33] ; [60 62],[34. 34.] ; [61. 61.],0
n2,1,0.790146,0.07082,[13  6] ; [24 13],[12.55357143  6.44642857] ; [24.44642857 12.55357143],0
d3,1,0.807576,0.059318,[51 17] ; [91 33],[50.29166667 17.70833333] ; [91.70833333 32.29166667],0
b5,1,0.810566,0.057454,[42 26] ; [75 50],[41.22279793 26.77720207] ; [75.77720207 49.22279793],0
b4,1,0.822924,0.05008,[43 25] ; [77 48],[42.27979275 25.72020725] ; [77.72020725 47.27979275],0
a5,1,0.828471,0.046943,[43 25] ; [81 44],[43.68911917 24.31088083] ; [80.31088083 44.68911917],0
n4,1,0.869312,0.027071,[28 40] ; [53 72],[28.5388601 39.4611399] ; [52.4611399 72.5388601],0
p4,1,0.884713,0.021024,[32 36] ; [57 67],[31.52083333 36.47916667] ; [57.47916667 66.52083333],0
a1,1,0.89096,0.018794,[ 3 65] ; [  5 120],[ 2.81865285 65.18134715] ; [  5.18134715 119.81865285],0
s7,1,0.916217,0.011067,[22 41] ; [42 81],[21.67741935 41.32258065] ; [42.32258065 80.67741935],0
a2,1,0.926881,0.008422,[10 58] ; [ 19 106],[10.21761658 57.78238342] ; [ 18.78238342 106.21761658],0
p8,1,0.959278,0.002607,[30 37] ; [56 68],[30.16753927 36.83246073] ; [55.83246073 68.16753927],0
v3,1,0.962132,0.002254,[17 48] ; [31 89],[16.86486486 48.13513514] ; [31.13513514 88.86486486],0
