Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,8e-06,19.982808,[31 41] ; [62 17],[44.34437086 27.65562914] ; [48.65562914 30.34437086],1
a3,1,7.6e-05,15.661434,[27 45] ; [55 24],[39.09933775 32.90066225] ; [42.90066225 36.09933775],1
r1,1,0.000287,13.151991,[42 30] ; [67 12],[51.97350993 20.02649007] ; [57.02649007 21.97350993],1
s7,1,0.000895,11.032921,[18 51] ; [39 34],[27.6971831 41.3028169] ; [29.3028169 43.6971831],1
p3,1,0.001078,10.688212,[19 53] ; [41 37],[28.8 43.2] ; [31.2 46.8],0
a4,1,0.001981,9.567071,[ 8 64] ; [25 53],[15.84 56.16] ; [17.16 60.84],0
p8,1,0.00324,8.667289,[28 43] ; [49 28],[36.93918919 34.06081081] ; [40.06081081 36.93918919],0
p4,1,0.007007,7.271166,[24 46] ; [44 34],[32.16216216 37.83783784] ; [35.83783784 42.16216216],0
p10,1,0.008887,6.845407,[48 23] ; [66 11],[54.68918919 16.31081081] ; [59.31081081 17.68918919],0
b3,1,0.012473,6.242378,[10 31] ; [25 25],[15.76923077 25.23076923] ; [19.23076923 30.76923077],0
b2,1,0.012473,6.242378,[10 31] ; [25 25],[15.76923077 25.23076923] ; [19.23076923 30.76923077],0
d1,1,0.013551,6.095689,[ 1 71] ; [ 9 70],[ 4.76821192 67.23178808] ; [ 5.23178808 73.76821192],0
b1,1,0.018627,5.53621,[22 50] ; [39 40],[29.08609272 42.91390728] ; [31.91390728 47.08609272],0
v1,1,0.027438,4.863049,[25 46] ; [41 36],[31.66216216 39.33783784] ; [34.33783784 42.66216216],0
v3,1,0.02758,4.854133,[16 54] ; [31 47],[22.22972973 47.77027027] ; [24.77027027 53.22972973],0
d2,1,0.028053,4.824782,[11 61] ; [24 55],[16.68874172 55.31125828] ; [18.31125828 60.68874172],0
d3,1,0.029731,4.724795,[23 49] ; [39 40],[29.56291391 42.43708609] ; [32.43708609 46.56291391],0
p9,1,0.03153,4.62386,[53 18] ; [68  9],[58.0472973 12.9527027] ; [62.9527027 14.0472973],0
r4,1,0.042312,4.122677,[56 16] ; [71  8],[60.55629139 11.44370861] ; [66.44370861 12.55629139],0
