Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.020218,5.39295,[33  8] ; [14 12],[28.76119403 12.23880597] ; [18.23880597  7.76119403],0
n3,1,0.106343,2.607745,[6 5] ; [11  2],[7.79166667 3.20833333] ; [9.20833333 3.79166667],0
s8,1,0.112637,2.516821,[22 19] ; [10 19],[18.74285714 22.25714286] ; [13.25714286 15.74285714],0
b4,1,0.123028,2.378343,[26 15] ; [13 16],[22.84285714 18.15714286] ; [16.15714286 12.84285714],0
s1,1,0.156537,2.007366,[ 1 39] ; [ 3 25],[ 2.35294118 37.64705882] ; [ 1.64705882 26.35294118],0
n1,1,0.160958,1.965207,[6 4] ; [4 9],[4.34782609 5.65217391] ; [5.65217391 7.34782609],0
b3,1,0.193824,1.688312,[ 8 20] ; [ 1 10],[ 6.46153846 21.53846154] ; [2.53846154 8.46153846],0
b2,1,0.193824,1.688312,[ 8 20] ; [ 1 10],[ 6.46153846 21.53846154] ; [2.53846154 8.46153846],0
s3,1,0.19859,1.652717,[38  3] ; [24  5],[36.31428571  4.68571429] ; [25.68571429  3.31428571],0
b5,1,0.234567,1.412952,[27 14] ; [15 14],[24.6 16.4] ; [17.4 11.6],0
p4,1,0.240545,1.377395,[22 19] ; [11 17],[19.60869565 21.39130435] ; [13.39130435 14.60869565],0
d1,1,0.257699,1.281078,[24 17] ; [13 16],[21.67142857 19.32857143] ; [15.32857143 13.67142857],0
p2,1,0.275599,1.188663,[30 11] ; [17 11],[27.92753623 13.07246377] ; [19.07246377  8.92753623],0
r1,1,0.278337,1.175191,[27 13] ; [23  6],[28.98550725 11.01449275] ; [21.01449275  7.98550725],0
n5,1,0.282327,1.155856,[20 21] ; [10 18],[17.82608696 23.17391304] ; [12.17391304 15.82608696],0
p7,1,0.284666,1.144679,[22 16] ; [12 15],[19.87692308 18.12307692] ; [14.12307692 12.87692308],0
r3,1,0.346788,0.885176,[40  1] ; [26  2],[39.2173913  1.7826087] ; [26.7826087  1.2173913],0
s4,1,0.357184,0.847771,[10 31] ; [10 19],[11.71428571 29.28571429] ; [ 8.28571429 20.71428571],0
n2,1,0.359637,0.839161,[10  1] ; [10  3],[9.16666667 1.83333333] ; [10.83333333  2.16666667],0
a5,1,0.3658,0.817883,[27 14] ; [16 13],[25.18571429 15.81428571] ; [17.81428571 11.18571429],0
p8,1,0.385193,0.754063,[16 24] ; [ 8 19],[14.32835821 25.67164179] ; [ 9.67164179 17.32835821],0
v4,1,0.397942,0.714537,[38  2] ; [26  3],[37.10144928  2.89855072] ; [26.89855072  2.10144928],0
b1,1,0.416545,0.660043,[20 21] ; [17 12],[21.67142857 19.32857143] ; [15.32857143 13.67142857],0
v2,1,0.416987,0.658791,[18 20] ; [15 11],[19.59375 18.40625] ; [13.40625 12.59375],0
d3,1,0.417482,0.657393,[27 14] ; [21  7],[28.52173913 12.47826087] ; [19.47826087  8.52173913],0
s7,1,0.431401,0.619048,[20 20] ; [15 10],[21.53846154 18.46153846] ; [13.46153846 11.53846154],0
a4,1,0.49125,0.473787,[11 30] ; [10 19],[12.3 28.7] ; [ 8.7 20.3],0
p3,1,0.496404,0.462616,[18 23] ; [10 18],[16.63768116 24.36231884] ; [11.36231884 16.63768116],0
d2,1,0.516323,0.421233,[13 28] ; [11 17],[14.26086957 26.73913043] ; [ 9.73913043 18.26086957],0
v1,1,0.526691,0.400772,[18 20] ; [16 13],[19.28358209 18.71641791] ; [14.71641791 14.28358209],0
v3,1,0.539877,0.375768,[10 28] ; [ 9 18],[11.10769231 26.89230769] ; [ 7.89230769 19.10769231],0
a2,1,0.552286,0.353238,[ 5 36] ; [ 5 24],[ 5.85714286 35.14285714] ; [ 4.14285714 24.85714286],0
p9,1,0.565949,0.329509,[31 10] ; [18  8],[29.98507463 11.01492537] ; [19.01492537  6.98507463],0
u1,1,0.655775,0.198696,[ 3 38] ; [ 3 26],[ 3.51428571 37.48571429] ; [ 2.48571429 26.51428571],0
a6,1,0.662747,0.190204,[27 14] ; [17 11],[26.14492754 14.85507246] ; [17.85507246 10.14492754],0
u2,1,0.663674,0.189091,[12  3] ; [8 3],[11.53846154  3.46153846] ; [8.46153846 2.53846154],0
n4,1,0.680548,0.169509,[19 22] ; [12 17],[18.15714286 22.84285714] ; [12.84285714 16.15714286],0
