Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000176,14.068819,[22 12] ; [ 8 30],[14.16666667 19.83333333] ; [15.83333333 22.16666667],1
p8,1,0.000407,12.497833,[20 14] ; [ 7 31],[12.75 21.25] ; [14.25 23.75],1
p2,1,0.002714,8.990712,[31  3] ; [23 15],[25.5  8.5] ; [28.5  9.5],0
v4,1,0.018107,5.585721,[33  1] ; [29  8],[29.69014085  4.30985915] ; [32.30985915  4.69014085],0
p6,1,0.023604,5.123532,[13 19] ; [ 6 31],[ 8.8115942 23.1884058] ; [10.1884058 26.8115942],0
p3,1,0.025841,4.96666,[19 15] ; [11 26],[14.36619718 19.63380282] ; [15.63380282 21.36619718],0
n5,1,0.037601,4.322985,[19 15] ; [12 26],[14.63888889 19.36111111] ; [16.36111111 21.63888889],0
b3,1,0.041852,4.141176,[ 6 18] ; [11  9],[ 9.27272727 14.72727273] ; [ 7.72727273 12.27272727],0
b2,1,0.041852,4.141176,[ 6 18] ; [11  9],[ 9.27272727 14.72727273] ; [ 7.72727273 12.27272727],0
v3,1,0.064061,3.428991,[ 8 25] ; [16 19],[11.64705882 21.35294118] ; [12.35294118 22.64705882],0
b1,1,0.067106,3.35242,[24 11] ; [18 20],[20.1369863 14.8630137] ; [21.8630137 16.1369863],0
p11,1,0.098938,2.72258,[25 10] ; [20 18],[21.57534247 13.42465753] ; [23.42465753 14.57534247],0
a3,1,0.112268,2.521997,[28  7] ; [24 14],[24.93150685 10.06849315] ; [27.06849315 10.93150685],0
r3,1,0.136436,2.217701,[32  3] ; [30  8],[29.7260274  5.2739726] ; [32.2739726  5.7260274],0
u1,1,0.137131,2.209856,[ 4 31] ; [ 1 37],[ 2.39726027 32.60273973] ; [ 2.60273973 35.39726027],0
n2,1,0.214193,1.542857,[8 1] ; [12  6],[6.66666667 2.33333333] ; [13.33333333  4.66666667],0
p5,1,0.277224,1.18065,[ 3 32] ; [ 1 36],[ 1.94444444 33.05555556] ; [ 2.05555556 34.94444444],0
s7,1,0.280031,1.166937,[12 23] ; [16 18],[14.20289855 20.79710145] ; [13.79710145 20.20289855],0
d5,1,0.312808,1.018784,[24 11] ; [30  8],[25.89041096  9.10958904] ; [28.10958904  9.89041096],0
b5,1,0.345179,0.8911,[24 11] ; [22 16],[22.05479452 12.94520548] ; [23.94520548 14.05479452],0
p1,1,0.348696,0.878195,[ 3 32] ; [ 6 32],[ 4.31506849 30.68493151] ; [ 4.68493151 33.31506849],0
s1,1,0.359628,0.839191,[ 1 33] ; [ 3 35],[ 1.88888889 32.11111111] ; [ 2.11111111 35.88888889],0
r2,1,0.383087,0.760771,[28  6] ; [34  4],[29.27777778  4.72222222] ; [32.72222222  5.27777778],0
r1,1,0.403876,0.696757,[27  8] ; [26 12],[25.4109589  9.5890411] ; [27.5890411 10.4109589],0
u2,1,0.416793,0.659341,[6 1] ; [9 4],[5.25 1.75] ; [9.75 3.25],0
b4,1,0.424996,0.63646,[17 18] ; [22 16],[18.69863014 16.30136986] ; [20.30136986 17.69863014],0
a2,1,0.430702,0.62093,[ 7 28] ; [ 5 33],[ 5.75342466 29.24657534] ; [ 6.24657534 31.75342466],0
s2,1,0.434598,0.610504,[13 21] ; [18 20],[14.63888889 19.36111111] ; [16.36111111 21.63888889],0
a5,1,0.452884,0.563425,[21 14] ; [26 12],[22.53424658 12.46575342] ; [24.46575342 13.53424658],0
u3,1,0.468717,0.525,[6 1] ; [10  4],[5.33333333 1.66666667] ; [10.66666667  3.33333333],0
a4,1,0.492455,0.471159,[12 23] ; [16 22],[13.42465753 21.57534247] ; [14.57534247 23.42465753],0
p10,1,0.493558,0.468761,[22 12] ; [21 16],[20.5915493 13.4084507] ; [22.4084507 14.5915493],0
a1,1,0.576129,0.312534,[ 3 32] ; [ 2 36],[ 2.39726027 32.60273973] ; [ 2.60273973 35.39726027],0
s5,1,0.596701,0.28,[11 24] ; [ 9 26],[10. 25.] ; [10. 25.],0
d4,1,0.637805,0.221624,[26  9] ; [30  8],[26.84931507  8.15068493] ; [29.15068493  8.84931507],0
d1,1,0.698829,0.149692,[15 20] ; [18 20],[15.82191781 19.17808219] ; [17.17808219 20.82191781],0
a6,1,0.698829,0.149692,[20 15] ; [20 18],[19.17808219 15.82191781] ; [20.82191781 17.17808219],0
s3,1,0.702167,0.146228,[15 18] ; [19 19],[15.8028169 17.1971831] ; [18.1971831 19.8028169],0
p9,1,0.703793,0.144556,[26  9] ; [26 11],[25.27777778  9.72222222] ; [26.72222222 10.27777778],0
n4,1,0.714237,0.134082,[19 16] ; [19 19],[18.21917808 16.78082192] ; [19.78082192 18.21917808],0
n3,1,0.756158,0.096429,[7 2] ; [13  5],[6.66666667 2.33333333] ; [13.33333333  4.66666667],0
r4,1,0.757001,0.095742,[26  9] ; [27 11],[25.4109589  9.5890411] ; [27.5890411 10.4109589],0
d2,1,0.781623,0.076842,[14 21] ; [14 24],[13.42465753 21.57534247] ; [14.57534247 23.42465753],0
s8,1,0.781623,0.076842,[14 21] ; [14 24],[13.42465753 21.57534247] ; [14.57534247 23.42465753],0
s6,1,0.792069,0.069498,[20 15] ; [20 17],[19.44444444 15.55555556] ; [20.55555556 16.44444444],0
a8,1,0.814581,0.055,[ 3 27] ; [ 3 33],[ 2.72727273 27.27272727] ; [ 3.27272727 32.72727273],0
s4,1,0.888653,0.019603,[ 5 30] ; [ 5 33],[ 4.79452055 30.20547945] ; [ 5.20547945 32.79452055],0
v2,1,0.915903,0.011151,[20 15] ; [19 15],[19.7826087 15.2173913] ; [19.2173913 14.7826087],0
a7,1,0.948232,0.004216,[20 15] ; [22 16],[20.1369863 14.8630137] ; [21.8630137 16.1369863],0
