Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.65944,[53 16] ; [ 3 25],[39.83505155 29.16494845] ; [16.16494845 11.83505155],1
r3,1,1e-06,25.128723,[58 11] ; [ 9 19],[47.65979381 21.34020619] ; [19.34020619  8.65979381],1
r2,1,0.000149,14.381884,[62  7] ; [15 12],[55.34375 13.65625] ; [21.65625  5.34375],1
p11,1,0.000203,13.799638,[41 28] ; [ 5 23],[32.72164948 36.27835052] ; [13.27835052 14.72164948],1
p2,1,0.000229,13.575763,[43 24] ; [ 6 21],[34.92553191 32.07446809] ; [14.07446809 12.92553191],1
p10,1,0.000769,11.313754,[38 29] ; [ 5 22],[30.64893617 36.35106383] ; [12.35106383 14.64893617],1
v2,1,0.001678,9.872176,[30 36] ; [ 3 24],[23.41935484 42.58064516] ; [ 9.58064516 17.41935484],0
u2,1,0.002462,9.168592,[15  6] ; [ 2 10],[10.81818182 10.18181818] ; [6.18181818 5.81818182],0
a1,1,0.002645,9.037549,[ 2 67] ; [ 6 22],[ 5.69072165 63.30927835] ; [ 2.30927835 25.69072165],0
r1,1,0.005634,7.66374,[48 21] ; [11 17],[41.96907216 27.03092784] ; [17.03092784 10.96907216],0
d5,1,0.006025,7.542666,[52 17] ; [13 15],[46.2371134 22.7628866] ; [18.7628866  9.2371134],0
p4,1,0.016745,5.722863,[23 43] ; [ 3 25],[18.25531915 47.74468085] ; [ 7.74468085 20.25531915],0
p9,1,0.017607,5.634804,[41 27] ; [ 9 18],[35.78947368 32.21052632] ; [14.21052632 12.78947368],0
d3,1,0.028264,4.811864,[41 27] ; [10 18],[36.125 31.875] ; [14.875 13.125],0
p3,1,0.031876,4.605172,[21 45] ; [ 3 25],[16.85106383 49.14893617] ; [ 7.14893617 20.85106383],0
n3,1,0.03647,4.375,[15  5] ; [6 9],[12.  8.] ; [9. 6.],0
s2,1,0.061525,3.495798,[16 52] ; [ 2 26],[12.75 55.25] ; [ 5.25 22.75],0
a6,1,0.064271,3.423596,[46 23] ; [13 15],[41.96907216 27.03092784] ; [17.03092784 10.96907216],0
b5,1,0.071566,3.246743,[41 28] ; [11 17],[36.98969072 32.01030928] ; [15.01030928 12.98969072],0
p8,1,0.077171,3.123505,[22 45] ; [ 4 23],[18.53191489 48.46808511] ; [ 7.46808511 19.53191489],0
s7,1,0.088123,2.908327,[11 50] ; [ 1 24],[ 8.51162791 52.48837209] ; [ 3.48837209 21.51162791],0
v3,1,0.088184,2.907213,[20 44] ; [ 4 24],[16.69565217 47.30434783] ; [ 7.30434783 20.69565217],0
a7,1,0.094222,2.800711,[47 22] ; [14 14],[43.39175258 25.60824742] ; [17.60824742 10.39175258],0
d4,1,0.105381,2.622156,[51 18] ; [16 12],[47.65979381 21.34020619] ; [19.34020619  8.65979381],0
n4,1,0.109758,2.557696,[32 37] ; [18 10],[35.56701031 33.43298969] ; [14.43298969 13.56701031],0
p7,1,0.110017,2.55398,[28 38] ; [ 7 21],[24.57446809 41.42553191] ; [10.42553191 17.57446809],0
