Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-05,18.160476,[49 26] ; [65  4],[59.375 15.625] ; [54.625 14.375],1
s4,1,0.553867,0.350436,[ 9 67] ; [ 6 62],[ 7.91666667 68.08333333] ; [ 7.08333333 60.91666667],0
a7,1,0.55752,0.344017,[46 29] ; [39 30],[44.27083333 30.72916667] ; [40.72916667 28.27083333],0
s1,1,0.557902,0.343351,[ 5 70] ; [ 3 65],[ 4.1958042 70.8041958] ; [ 3.8041958 64.1958042],0
d3,1,0.614375,0.253853,[37 39] ; [37 33],[38.52054795 37.47945205] ; [35.47945205 34.52054795],0
p1,1,0.621091,0.244338,[ 4 72] ; [ 5 64],[ 4.71724138 71.28275862] ; [ 4.28275862 64.71724138],0
p4,1,0.641745,0.216467,[23 52] ; [24 46],[24.31034483 50.68965517] ; [22.68965517 47.31034483],0
d4,1,0.658563,0.195273,[48 28] ; [46 23],[49.26896552 26.73103448] ; [44.73103448 24.26896552],0
n5,1,0.671448,0.179913,[37 38] ; [37 33],[38.27586207 36.72413793] ; [35.72413793 34.27586207],0
d5,1,0.71165,0.136634,[50 26] ; [44 26],[48.93150685 27.06849315] ; [45.06849315 24.93150685],0
s6,1,0.763097,0.090852,[25 50] ; [25 45],[25.86206897 49.13793103] ; [24.13793103 45.86206897],0
n1,1,0.771066,0.08467,[11 21] ; [ 8 18],[10.48275862 21.51724138] ; [ 8.51724138 17.48275862],0
a3,1,0.789276,0.071423,[38 35] ; [38 32],[38.7972028 34.2027972] ; [37.2027972 32.7972028],0
b2,1,0.844154,0.038645,[14 33] ; [12 31],[13.57777778 33.42222222] ; [12.42222222 30.57777778],0
b3,1,0.844154,0.038645,[14 33] ; [12 31],[13.57777778 33.42222222] ; [12.42222222 30.57777778],0
b5,1,0.911107,0.012464,[46 30] ; [43 27],[46.32876712 29.67123288] ; [42.67123288 27.32876712],0
a6,1,0.945206,0.004724,[43 33] ; [40 30],[43.20547945 32.79452055] ; [39.79452055 30.20547945],0
p5,1,0.960812,0.002414,[ 1 74] ; [ 1 69],[ 1.03448276 73.96551724] ; [ 0.96551724 69.03448276],0
s3,1,0.969209,0.00149,[22 51] ; [21 48],[22.1056338 50.8943662] ; [20.8943662 48.1056338],0
