Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-05,18.160476,[49 26] ; [65  4],[59.375 15.625] ; [54.625 14.375],1
r4,1,0.000103,15.085024,[40 36] ; [58 12],[51.01369863 24.98630137] ; [46.98630137 23.01369863],1
p2,1,0.004013,8.278011,[33 43] ; [47 23],[41.64383562 34.35616438] ; [38.35616438 31.64383562],0
v4,1,0.00475,7.972323,[52 23] ; [62  8],[58.96551724 16.03448276] ; [55.03448276 14.96551724],0
p9,1,0.00656,7.389635,[14 61] ; [27 42],[21.35416667 53.64583333] ; [19.64583333 49.35416667],0
r1,1,0.012529,6.23444,[39 35] ; [51 19],[46.25 27.75] ; [43.75 26.25],0
n6,1,0.013654,6.082394,[37 38] ; [48 21],[44.27083333 30.72916667] ; [40.72916667 28.27083333],0
p6,1,0.016777,5.719546,[ 7 66] ; [17 52],[12.33802817 60.66197183] ; [11.66197183 57.33802817],0
n2,1,0.026175,4.944405,[16 17] ; [20  6],[20.13559322 12.86440678] ; [15.86440678 10.13559322],0
n3,1,0.06675,3.361177,[17 14] ; [21  6],[20.31034483 10.68965517] ; [17.68965517  9.31034483],0
b4,1,0.081665,3.031446,[38 38] ; [45 25],[43.20547945 32.79452055] ; [39.79452055 30.20547945],0
s8,1,0.082286,3.019161,[ 5 70] ; [11 59],[ 8.27586207 66.72413793] ; [ 7.72413793 62.27586207],0
b1,1,0.130368,2.288116,[41 35] ; [29 41],[36.43835616 39.56164384] ; [33.56164384 36.43835616],0
a1,1,0.153512,2.037,[ 8 68] ; [ 3 67],[ 5.7260274 70.2739726] ; [ 5.2739726 64.7260274],0
r2,1,0.165196,1.926005,[58 16] ; [61  9],[61.15277778 12.84722222] ; [57.84722222 12.15277778],0
u2,1,0.188697,1.727761,[11 26] ; [14 17],[13.60294118 23.39705882] ; [11.39705882 19.60294118],0
a5,1,0.189464,1.721779,[43 33] ; [32 38],[39.04109589 36.95890411] ; [35.95890411 34.04109589],0
u3,1,0.267783,1.22807,[14 24] ; [16 16],[16.28571429 21.71428571] ; [13.71428571 18.28571429],0
v2,1,0.29823,1.082092,[25 50] ; [28 39],[27.99295775 47.00704225] ; [25.00704225 41.99295775],0
n4,1,0.332325,0.939815,[39 36] ; [42 28],[41.89655172 33.10344828] ; [39.10344828 30.89655172],0
d1,1,0.364357,0.822821,[27 49] ; [30 40],[29.67123288 46.32876712] ; [27.32876712 42.67123288],0
v3,1,0.367489,0.812137,[19 53] ; [14 56],[16.73239437 55.26760563] ; [16.26760563 53.73239437],0
p3,1,0.390306,0.737988,[23 52] ; [17 53],[20.68965517 54.31034483] ; [19.31034483 50.68965517],0
a8,1,0.427134,0.630602,[ 5 66] ; [ 7 57],[ 6.31111111 64.68888889] ; [ 5.68888889 58.31111111],0
d2,1,0.433449,0.613565,[31 44] ; [33 36],[33.33333333 41.66666667] ; [30.66666667 38.33333333],0
p8,1,0.443668,0.586778,[18 56] ; [21 49],[20.04166667 53.95833333] ; [18.95833333 51.04166667],0
s5,1,0.446387,0.57981,[ 8 67] ; [10 57],[ 9.50704225 65.49295775] ; [ 8.49295775 58.50704225],0
u1,1,0.452123,0.565325,[ 5 71] ; [ 7 63],[ 6.24657534 69.75342466] ; [ 5.75342466 64.24657534],0
s2,1,0.454832,0.558583,[12 64] ; [14 54],[13.72222222 62.27777778] ; [12.27777778 55.72222222],0
a2,1,0.473488,0.513823,[13 63] ; [ 9 61],[11.45205479 64.54794521] ; [10.54794521 59.45205479],0
p7,1,0.487049,0.483038,[30 45] ; [32 38],[32.06896552 42.93103448] ; [29.93103448 40.06896552],0
p12,1,0.511919,0.430142,[ 1 75] ; [ 2 68],[ 1.56164384 74.43835616] ; [ 1.43835616 68.56164384],0
v1,1,0.52198,0.40998,[22 53] ; [24 46],[23.79310345 51.20689655] ; [22.20689655 47.79310345],0
a4,1,0.552905,0.352139,[24 50] ; [26 44],[25.69444444 48.30555556] ; [24.30555556 45.69444444],0
