Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,25.673471,[12  3] ; [13 65],[ 4.03225806 10.96774194] ; [20.96774194 57.03225806],1
p5,1,0.567551,0.326797,[ 1 14] ; [ 3 82],[ 0.6 14.4] ; [ 3.4 81.6],0
n3,1,0.610534,0.259398,[5 3] ; [20 18],[4.34782609 3.65217391] ; [20.65217391 17.34782609],0
b2,1,0.652995,0.202145,[4 8] ; [19 28],[4.6779661 7.3220339] ; [18.3220339 28.6779661],0
b3,1,0.652995,0.202145,[4 8] ; [19 28],[4.6779661 7.3220339] ; [18.3220339 28.6779661],0
a3,1,0.662363,0.190666,[10  5] ; [51 33],[9.24242424 5.75757576] ; [51.75757576 32.24242424],0
d2,1,0.718159,0.130263,[7 8] ; [35 49],[6.36363636 8.63636364] ; [35.63636364 48.36363636],0
p1,1,0.740931,0.10931,[ 1 14] ; [ 8 78],[ 1.33663366 13.66336634] ; [ 7.66336634 78.33663366],0
a2,1,0.742125,0.108268,[ 2 13] ; [ 9 77],[ 1.63366337 13.36633663] ; [ 9.36633663 76.63366337],0
r2,1,0.777282,0.080011,[7 6] ; [47 34],[7.46808511 5.53191489] ; [46.53191489 34.46808511],0
a6,1,0.811674,0.056771,[7 8] ; [43 43],[7.42574257 7.57425743] ; [42.57425743 43.42574257],0
r1,1,0.832156,0.044917,[ 5 10] ; [26 59],[ 4.65 10.35] ; [26.35 58.65],0
u2,1,0.875179,0.024675,[2 3] ; [12 21],[1.84210526 3.15789474] ; [12.15789474 20.84210526],0
d3,1,0.910734,0.012569,[8 7] ; [44 41],[7.8 7.2] ; [44.2 40.8],0
a8,1,0.92868,0.008011,[ 1 14] ; [ 6 76],[ 1.08247423 13.91752577] ; [ 5.91752577 76.08247423],0
b5,1,0.942507,0.005201,[8 7] ; [45 41],[7.87128713 7.12871287] ; [45.12871287 40.87128713],0
b4,1,0.959506,0.002578,[9 6] ; [51 35],[8.91089109 6.08910891] ; [51.08910891 34.91089109],0
a7,1,0.986412,0.00029,[7 8] ; [39 45],[6.96969697 8.03030303] ; [39.03030303 44.96969697],0
