Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,137.098145,[37 44] ; [382  22],[69.97731959 11.02268041] ; [349.02268041  54.97731959],1
p11,1,0.0,48.919252,[42 41] ; [343  61],[65.61601643 17.38398357] ; [319.38398357  84.61601643],1
n6,1,1.9e-05,18.318839,[56 26] ; [350  51],[68.92753623 13.07246377] ; [337.07246377  63.92753623],1
s2,1,8.5e-05,15.452971,[53 30] ; [335  69],[66.12731006 16.87268994] ; [321.87268994  82.12731006],1
s8,1,0.000134,14.580441,[33 50] ; [251 151],[48.60206186 34.39793814] ; [235.39793814 166.60206186],1
d1,1,0.001564,10.002041,[38 45] ; [260 144],[50.78850103 32.21149897] ; [247.21149897 156.78850103],0
n5,1,0.002154,9.413153,[53 29] ; [323  80],[63.57113402 18.42886598] ; [312.42886598  90.57113402],0
r4,1,0.002235,9.345939,[71 12] ; [383  21],[77.37577002  5.62422998] ; [376.62422998  27.37577002],0
p8,1,0.00404,8.265955,[32 51] ; [224 177],[43.90082645 39.09917355] ; [212.09917355 188.90082645],0
a3,1,0.00441,8.106697,[50 32] ; [307  96],[60.35876289 21.64123711] ; [296.64123711 106.35876289],0
p2,1,0.005023,7.87103,[62 21] ; [350  53],[70.36213992 12.63786008] ; [341.63786008  61.36213992],0
p3,1,0.008402,6.94567,[32 50] ; [221 181],[42.86363636 39.13636364] ; [210.13636364 191.86363636],0
p7,1,0.010046,6.626768,[45 37] ; [270 118],[54.95744681 27.04255319] ; [260.04255319 127.95744681],0
p12,1,0.010136,6.610773,[ 2 80] ; [ 48 355],[ 8.45360825 73.54639175] ; [ 41.54639175 361.45360825],0
p4,1,0.016767,5.720641,[42 41] ; [259 142],[51.6177686 31.3822314] ; [249.3822314 151.6177686],0
s5,1,0.021322,5.300241,[24 55] ; [171 214],[33.20043103 45.79956897] ; [161.79956897 223.20043103],0
s6,1,0.023359,5.141589,[63 20] ; [341  56],[69.85833333 13.14166667] ; [334.14166667  62.85833333],0
n4,1,0.023897,5.102077,[57 25] ; [326  78],[64.62139918 17.37860082] ; [318.37860082  85.62139918],0
n2,1,0.027728,4.844927,[21 10] ; [68 11],[25.08181818  5.91818182] ; [63.91818182 15.08181818],0
a5,1,0.032603,4.566513,[53 30] ; [304 100],[60.84394251 22.15605749] ; [296.15605749 107.84394251],0
v2,1,0.034202,4.484578,[36 45] ; [219 163],[44.6112311 36.3887689] ; [210.3887689 171.6112311],0
r2,1,0.036019,4.396211,[77  5] ; [394   8],[79.79752066  2.20247934] ; [391.20247934  10.79752066],0
d3,1,0.047637,3.922737,[50 32] ; [290 113],[57.48453608 24.51546392] ; [282.51546392 120.48453608],0
d4,1,0.048533,3.891422,[63 19] ; [344  58],[68.95454545 13.04545455] ; [338.04545455  63.95454545],0
a6,1,0.052422,3.762244,[47 35] ; [275 127],[54.55371901 27.44628099] ; [267.44628099 134.55371901],0
r1,1,0.054938,3.683967,[63 20] ; [340  62],[68.96701031 14.03298969] ; [334.03298969  67.96701031],0
d5,1,0.0628,3.461845,[60 22] ; [330  72],[66.07438017 15.92561983] ; [323.92561983  78.07438017],0
v1,1,0.063444,3.444978,[37 44] ; [221 167],[44.55863539 36.44136461] ; [213.44136461 174.55863539],0
s7,1,0.081521,3.034313,[46 35] ; [261 129],[52.79617834 28.20382166] ; [254.20382166 135.79617834],0
a7,1,0.121074,2.403375,[54 29] ; [296 107],[59.77366255 23.22633745] ; [290.22633745 112.77366255],0
p6,1,0.143634,2.138593,[26 56] ; [161 238],[31.87941788 50.12058212] ; [155.12058212 243.87941788],0
s1,1,0.147894,2.093834,[ 6 76] ; [ 15 386],[ 3.56521739 78.43478261] ; [ 17.43478261 383.56521739],0
u2,1,0.147999,2.092759,[15 17] ; [59 37],[18.5 13.5] ; [55.5 40.5],0
a2,1,0.155586,2.016607,[16 67] ; [108 296],[21.13347023 61.86652977] ; [102.86652977 301.13347023],0
v3,1,0.16193,1.956108,[27 52] ; [166 223],[32.57905983 46.42094017] ; [160.42094017 228.57905983],0
b5,1,0.212778,1.552421,[54 29] ; [233 171],[48.9137577 34.0862423] ; [238.0862423 165.9137577],0
n3,1,0.309648,1.032177,[20 10] ; [61 19],[22.09090909  7.90909091] ; [58.90909091 21.09090909],0
b1,1,0.311614,1.023823,[37 46] ; [156 248],[32.89322382 50.10677618] ; [160.10677618 243.89322382],0
r3,1,0.316143,1.004836,[79  4] ; [392  11],[80.4382716  2.5617284] ; [390.5617284  12.4382716],0
a4,1,0.353336,0.861439,[34 49] ; [188 216],[37.83572895 45.16427105] ; [184.16427105 219.83572895],0
p5,1,0.363532,0.825655,[ 8 75] ; [ 53 346],[10.50414938 72.49585062] ; [ 50.49585062 348.50414938],0
u4,1,0.389399,0.740819,[ 4 79] ; [ 12 392],[ 2.72689938 80.27310062] ; [ 13.27310062 390.72689938],0
a8,1,0.539369,0.376711,[13 65] ; [ 53 326],[11.26477024 66.73522976] ; [ 54.73522976 324.26477024],0
u3,1,0.630982,0.230731,[20 13] ; [62 33],[21.140625 11.859375] ; [60.859375 34.140625],0
b4,1,0.63859,0.220591,[51 32] ; [237 167],[49.08418891 33.91581109] ; [238.91581109 165.08418891],0
d2,1,0.639984,0.218763,[40 42] ; [208 195],[41.92989691 40.07010309] ; [206.07010309 196.92989691],0
p1,1,0.794588,0.067786,[ 7 75] ; [ 38 364],[ 7.62396694 74.37603306] ; [ 37.37603306 364.62396694],0
b2,1,0.799897,0.064252,[18 32] ; [ 94 154],[18.79194631 31.20805369] ; [ 93.20805369 154.79194631],0
b3,1,0.799897,0.064252,[18 32] ; [ 94 154],[18.79194631 31.20805369] ; [ 93.20805369 154.79194631],0
a1,1,0.833835,0.04401,[ 5 78] ; [ 22 382],[ 4.60164271 78.39835729] ; [ 22.39835729 381.60164271],0
s4,1,0.84671,0.037372,[19 63] ; [ 89 312],[18.33540373 63.66459627] ; [ 89.66459627 311.33540373],0
n1,1,0.923086,0.009321,[13 17] ; [33 45],[12.77777778 17.22222222] ; [33.22222222 44.77777778],0
u1,1,0.953686,0.003373,[16 67] ; [ 79 325],[16.19096509 66.80903491] ; [ 78.80903491 325.19096509],0
