Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.364032,[ 24 134] ; [22 18],[ 36.70707071 121.29292929] ; [ 9.29292929 30.70707071],1
s4,1,0.485884,0.485628,[ 21 142] ; [ 7 34],[ 22.37254902 140.62745098] ; [ 5.62745098 35.37254902],0
s1,1,0.495365,0.464853,[  8 156] ; [ 1 40],[  7.2 156.8] ; [ 1.8 39.2],0
b1,1,0.532169,0.390247,[68 98] ; [19 22],[69.76811594 96.23188406] ; [17.23188406 23.76811594],0
n6,1,0.560887,0.33817,[125  39] ; [33  8],[126.4  37.6] ; [31.6  9.4],0
a3,1,0.569262,0.323919,[96 68] ; [26 15],[97.6 66.4] ; [24.4 16.6],0
n1,1,0.691812,0.157131,[16 37] ; [5 9],[16.6119403 36.3880597] ; [4.3880597 9.6119403],0
d5,1,0.717576,0.130827,[116  49] ; [30 11],[116.94174757  48.05825243] ; [29.05825243 11.94174757],0
d3,1,0.724957,0.123792,[91 73] ; [24 17],[92. 72.] ; [23. 18.],0
n3,1,0.746995,0.104074,[30 23] ; [8 5],[30.51515152 22.48484848] ; [7.48484848 5.51515152],0
a7,1,0.74969,0.101792,[109  56] ; [26 15],[108.13106796  56.86893204] ; [26.86893204 14.13106796],0
r2,1,0.77285,0.083318,[139  25] ; [34  7],[138.4  25.6] ; [34.6  6.4],0
a4,1,0.846931,0.037263,[ 59 106] ; [14 27],[ 58.47087379 106.52912621] ; [14.52912621 26.47087379],0
p5,1,0.882269,0.021932,[ 11 154] ; [ 3 38],[ 11.21359223 153.78640777] ; [ 2.78640777 38.21359223],0
n5,1,0.903844,0.014594,[107  58] ; [27 14],[107.33009709  57.66990291] ; [26.66990291 14.33009709],0
a2,1,0.945412,0.004688,[ 25 141] ; [ 6 35],[ 24.85990338 141.14009662] ; [ 6.14009662 34.85990338],0
n2,1,0.958123,0.002757,[31 24] ; [8 6],[31.08695652 23.91304348] ; [7.91304348 6.08695652],0
