Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.9e-05,18.277168,[38 78] ; [36 17],[50.79289941 65.20710059] ; [23.20710059 29.79289941],1
s6,1,8.8e-05,15.383271,[59 56] ; [44  9],[70.50595238 44.49404762] ; [32.49404762 20.50595238],1
s4,1,0.002409,9.208386,[ 16 100] ; [18 35],[23.33727811 92.66272189] ; [10.66272189 42.33727811],0
b4,1,0.010444,6.557505,[66 50] ; [41 12],[73.44378698 42.55621302] ; [33.55621302 19.44378698],0
p5,1,0.016024,5.800249,[  4 111] ; [ 7 45],[  7.5748503 107.4251497] ; [ 3.4251497 48.5748503],0
s3,1,0.016446,5.754532,[49 64] ; [33 19],[56.15757576 56.84242424] ; [25.84242424 26.15757576],0
s7,1,0.040861,4.181754,[36 78] ; [25 27],[41.89156627 72.10843373] ; [19.10843373 32.89156627],0
a6,1,0.04273,4.106035,[80 36] ; [28 25],[74.13017751 41.86982249] ; [33.86982249 19.13017751],0
d4,1,0.043217,4.086906,[93 23] ; [49  4],[97.46745562 18.53254438] ; [44.53254438  8.46745562],0
n4,1,0.048372,3.897015,[49 67] ; [14 39],[43.24260355 72.75739645] ; [19.75739645 33.24260355],0
p6,1,0.069849,3.286568,[26 87] ; [19 33],[30.81818182 82.18181818] ; [14.18181818 37.81818182],0
b5,1,0.071585,3.246293,[76 40] ; [27 26],[70.69822485 45.30177515] ; [32.30177515 20.69822485],0
s8,1,0.092036,2.8384,[39 77] ; [25 28],[43.92899408 72.07100592] ; [20.07100592 32.92899408],0
p12,1,0.10787,2.585151,[  4 112] ; [ 5 48],[  6.17751479 109.82248521] ; [ 2.82248521 50.17751479],0
a1,1,0.10787,2.585151,[  4 112] ; [ 5 48],[  6.17751479 109.82248521] ; [ 2.82248521 50.17751479],0
b1,1,0.110562,2.546175,[38 78] ; [11 42],[33.63313609 82.36686391] ; [15.36686391 37.63313609],0
p3,1,0.143766,2.137177,[41 75] ; [25 28],[45.30177515 70.69822485] ; [20.69822485 32.30177515],0
p1,1,0.160502,1.969486,[  8 107] ; [ 7 44],[ 10.39156627 104.60843373] ; [ 4.60843373 46.39156627],0
s1,1,0.161169,1.963223,[  2 114] ; [ 3 50],[  3.43195266 112.56804734] ; [ 1.56804734 51.43195266],0
d2,1,0.179288,1.803515,[40 76] ; [24 29],[43.92899408 72.07100592] ; [20.07100592 32.92899408],0
u1,1,0.205616,1.602026,[ 10 106] ; [ 8 45],[ 12.35502959 103.64497041] ; [ 5.64497041 47.35502959],0
v1,1,0.206379,1.596646,[41 71] ; [24 27],[44.66257669 67.33742331] ; [20.33742331 30.66257669],0
