Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.436116,[107  15] ; [ 2 13],[97.06569343 24.93430657] ; [11.93430657  3.06569343],1
v4,1,0.0,25.701377,[112   9] ; [7 8],[105.875  15.125] ; [13.125  1.875],1
r1,1,0.000111,14.93161,[91 30] ; [ 4 11],[84.52205882 36.47794118] ; [10.47794118  4.52205882],1
p10,1,0.000505,12.096189,[88 31] ; [ 4 10],[82.31578947 36.68421053] ; [9.68421053 4.31578947],1
r3,1,0.001261,10.398748,[104  18] ; [7 7],[99.57352941 22.42647059] ; [11.42647059  2.57352941],0
p9,1,0.00795,7.044794,[90 28] ; [6 8],[85.81818182 32.18181818] ; [10.18181818  3.81818182],0
v3,1,0.008654,6.892878,[49 69] ; [ 1 14],[44.36090226 73.63909774] ; [5.63909774 9.36090226],0
a5,1,0.012117,6.293665,[74 48] ; [ 4 11],[69.45985401 52.54014599] ; [8.54014599 6.45985401],0
a3,1,0.022153,5.23373,[65 56] ; [ 3 11],[60.94814815 60.05185185] ; [7.05185185 6.94814815],0
p11,1,0.023724,5.114705,[91 31] ; [7 8],[87.27007299 34.72992701] ; [10.72992701  4.27007299],0
v1,1,0.02421,5.079548,[60 58] ; [ 3 12],[55.89473684 62.10526316] ; [7.10526316 7.89473684],0
a7,1,0.043275,4.084646,[74 48] ; [ 5 10],[70.35036496 51.64963504] ; [8.64963504 6.35036496],0
s7,1,0.045188,4.011596,[47 65] ; [ 2 12],[43.55555556 68.44444444] ; [5.44444444 8.55555556],0
a6,1,0.053173,3.738458,[80 42] ; [6 9],[76.58394161 45.41605839] ; [9.41605839 5.58394161],0
s6,1,0.054569,3.695203,[69 47] ; [ 5 10],[65.52671756 50.47328244] ; [8.47328244 6.52671756],0
s3,1,0.058847,3.569586,[61 55] ; [ 4 11],[57.55725191 58.44274809] ; [7.44274809 7.55725191],0
s2,1,0.084367,2.978709,[42 76] ; [ 2 13],[39.03759398 78.96240602] ; [ 4.96240602 10.03759398],0
b1,1,0.096455,2.763206,[46 76] ; [9 6],[48.97810219 73.02189781] ; [6.02189781 8.97810219],0
s5,1,0.096903,2.755795,[30 85] ; [ 1 14],[27.42307692 87.57692308] ; [ 3.57692308 11.42307692],0
s8,1,0.10251,2.666045,[41 79] ; [ 2 13],[38.22222222 81.77777778] ; [ 4.77777778 10.22222222],0
d3,1,0.110343,2.5493,[41 81] ; [ 2 13],[38.2919708 83.7080292] ; [ 4.7080292 10.2919708],0
p8,1,0.120613,2.409345,[56 61] ; [ 4 11],[53.18181818 63.81818182] ; [6.81818182 8.18181818],0
n3,1,0.201798,1.62931,[22  7] ; [3 3],[20.71428571  8.28571429] ; [4.28571429 1.71428571],0
s1,1,0.205661,1.601711,[  6 112] ; [ 2 13],[  7.09774436 110.90225564] ; [ 0.90225564 14.09774436],0
p2,1,0.207964,1.585543,[91 30] ; [9 6],[88.97058824 32.02941176] ; [11.02941176  3.97058824],0
u3,1,0.226568,1.46228,[25 32] ; [3 9],[23.13043478 33.86956522] ; [4.86956522 7.13043478],0
a8,1,0.255597,1.292448,[12 98] ; [ 3 11],[13.30645161 96.69354839] ; [ 1.69354839 12.30645161],0
p1,1,0.288963,1.124445,[ 21 100] ; [ 1 14],[ 19.57352941 101.42647059] ; [ 2.42647059 12.57352941],0
v2,1,0.301551,1.067322,[49 65] ; [ 4 10],[47.203125 66.796875] ; [5.796875 8.203125],0
d5,1,0.325584,0.966382,[57 65] ; [ 5 10],[55.21167883 66.78832117] ; [6.78832117 8.21167883],0
p3,1,0.327938,0.957023,[56 64] ; [ 5 10],[54.22222222 65.77777778] ; [6.77777778 8.22222222],0
p6,1,0.387707,0.746122,[39 80] ; [ 3 11],[37.57894737 81.42105263] ; [4.42105263 9.57894737],0
s4,1,0.388861,0.7425,[21 99] ; [ 4 11],[22.22222222 97.77777778] ; [ 2.77777778 12.22222222],0
b3,1,0.390095,0.738646,[24 54] ; [2 9],[22.78651685 55.21348315] ; [3.21348315 7.78651685],0
b2,1,0.390095,0.738646,[24 54] ; [2 9],[22.78651685 55.21348315] ; [3.21348315 7.78651685],0
n6,1,0.420982,0.647571,[100  22] ; [11  4],[98.84671533 23.15328467] ; [12.15328467  2.84671533],0
p4,1,0.446713,0.578978,[61 60] ; [6 9],[59.61029412 61.38970588] ; [7.38970588 7.61029412],0
p7,1,0.457729,0.551443,[67 51] ; [7 8],[65.65413534 52.34586466] ; [8.34586466 6.65413534],0
u1,1,0.509048,0.436023,[  4 118] ; [ 1 14],[  4.45255474 117.54744526] ; [ 0.54744526 14.45255474],0
d2,1,0.558315,0.34263,[33 89] ; [ 3 12],[32.05839416 89.94160584] ; [ 3.94160584 11.05839416],0
p5,1,0.561276,0.3375,[ 14 106] ; [ 1 14],[ 13.33333333 106.66666667] ; [ 1.66666667 13.33333333],0
n2,1,0.574171,0.315754,[24  7] ; [4 2],[23.45945946  7.54054054] ; [4.54054054 1.45945946],0
a2,1,0.630283,0.231677,[ 13 109] ; [ 1 14],[ 12.46715328 109.53284672] ; [ 1.53284672 13.46715328],0
a1,1,0.646455,0.210399,[  5 117] ; [ 1 14],[  5.34306569 116.65693431] ; [ 0.65693431 14.34306569],0
b5,1,0.673469,0.177571,[72 50] ; [8 7],[71.24087591 50.75912409] ; [8.75912409 6.24087591],0
u2,1,0.842994,0.03923,[22 35] ; [5 7],[22.30434783 34.69565217] ; [4.69565217 7.30434783],0
b4,1,0.859655,0.031263,[68 54] ; [8 7],[67.67883212 54.32116788] ; [8.32116788 6.67883212],0
a4,1,0.892356,0.018313,[34 86] ; [ 4 11],[33.77777778 86.22222222] ; [ 4.22222222 10.77777778],0
p12,1,0.907502,0.0135,[  9 111] ; [ 1 14],[  8.88888889 111.11111111] ; [ 1.11111111 13.88888889],0
n5,1,0.908366,0.013248,[107  15] ; [13  2],[106.86131387  15.13868613] ; [13.13868613  1.86131387],0
n1,1,0.942322,0.005235,[16 15] ; [3 3],[15.91891892 15.08108108] ; [3.08108108 2.91891892],0
