Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3.5e-05,17.110079,[52 16] ; [16 27],[41.65765766 26.34234234] ; [26.34234234 16.65765766],1
u2,1,0.316093,1.005044,[17 17] ; [ 8 14],[15.17857143 18.82142857] ; [ 9.82142857 12.17857143],0
s2,1,0.3195,0.990991,[24 42] ; [12 32],[21.6 44.4] ; [14.4 29.6],0
d3,1,0.333983,0.933391,[31 37] ; [16 28],[28.53571429 39.46428571] ; [18.46428571 25.53571429],0
p10,1,0.345153,0.891197,[37 28] ; [21 23],[34.58715596 30.41284404] ; [23.41284404 20.58715596],0
s3,1,0.350384,0.872066,[35 32] ; [19 25],[32.59459459 34.40540541] ; [21.40540541 22.59459459],0
a6,1,0.354409,0.857607,[37 31] ; [20 24],[34.60714286 33.39285714] ; [22.39285714 21.60714286],0
v4,1,0.375612,0.785015,[54 14] ; [37  6],[55.74774775 12.25225225] ; [35.25225225  7.74774775],0
a1,1,0.390577,0.737145,[ 6 62] ; [ 2 42],[ 4.85714286 63.14285714] ; [ 3.14285714 40.85714286],0
b5,1,0.39124,0.735086,[33 35] ; [25 19],[35.21428571 32.78571429] ; [22.78571429 21.21428571],0
d4,1,0.402488,0.700881,[34 34] ; [25 18],[36.14414414 31.85585586] ; [22.85585586 20.14414414],0
n3,1,0.490541,0.47534,[14  8] ; [14  5],[15.02439024  6.97560976] ; [12.97560976  6.02439024],0
r3,1,0.511746,0.430495,[53 14] ; [37  7],[54.32432432 12.67567568] ; [35.67567568  8.32432432],0
v2,1,0.515825,0.422233,[21 43] ; [11 30],[19.5047619 44.4952381] ; [12.4952381 28.5047619],0
v1,1,0.527554,0.3991,[27 39] ; [15 28],[25.43119266 40.56880734] ; [16.56880734 26.43119266],0
a4,1,0.533481,0.387757,[12 55] ; [10 34],[13.27927928 53.72072072] ; [ 8.72072072 35.27927928],0
d1,1,0.580693,0.305116,[ 3 65] ; [ 3 41],[ 3.64285714 64.35714286] ; [ 2.35714286 41.64285714],0
p11,1,0.656565,0.197723,[42 26] ; [29 15],[43.10714286 24.89285714] ; [27.89285714 16.10714286],0
b4,1,0.687405,0.16191,[36 32] ; [25 19],[37.03571429 30.96428571] ; [23.96428571 20.03571429],0
s5,1,0.703211,0.145153,[12 52] ; [ 7 37],[11.25925926 52.74074074] ; [ 7.74074074 36.25925926],0
r2,1,0.710062,0.138215,[56 12] ; [35  9],[55.25 12.75] ; [35.75  8.25],0
s4,1,0.710062,0.138215,[12 56] ; [ 9 35],[12.75 55.25] ; [ 8.25 35.75],0
a8,1,0.748265,0.102995,[ 9 55] ; [ 5 37],[ 8.45283019 55.54716981] ; [ 5.54716981 36.45283019],0
u3,1,0.752402,0.099524,[16 19] ; [11 11],[16.57894737 18.42105263] ; [10.42105263 11.57894737],0
p4,1,0.76852,0.086619,[17 50] ; [12 31],[17.66363636 49.33636364] ; [11.33636364 31.66363636],0
r4,1,0.786772,0.073173,[48 20] ; [30 14],[47.35714286 20.64285714] ; [30.64285714 13.35714286],0
u1,1,0.830558,0.04579,[ 2 66] ; [ 1 43],[ 1.82142857 66.17857143] ; [ 1.17857143 42.82142857],0
a2,1,0.84162,0.039929,[ 4 64] ; [ 3 41],[ 4.25 63.75] ; [ 2.75 41.25],0
p3,1,0.861926,0.030249,[13 55] ; [ 9 35],[13.35714286 54.64285714] ; [ 8.64285714 35.35714286],0
n2,1,0.92177,0.009644,[18  6] ; [14  5],[17.86046512  6.13953488] ; [14.13953488  4.86046512],0
d2,1,0.921775,0.009643,[16 52] ; [10 34],[15.78571429 52.21428571] ; [10.21428571 33.78571429],0
b1,1,0.922327,0.009507,[30 38] ; [19 25],[29.75 38.25] ; [19.25 24.75],0
a3,1,0.965989,0.001818,[33 34] ; [21 22],[32.89090909 34.10909091] ; [21.10909091 21.89090909],0
