Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3.5e-05,17.110079,[52 16] ; [16 27],[41.65765766 26.34234234] ; [26.34234234 16.65765766],1
s7,1,0.004354,8.129991,[22 42] ; [ 4 37],[15.84761905 48.15238095] ; [10.15238095 30.84761905],0
s6,1,0.011267,6.42277,[35 33] ; [12 32],[28.53571429 39.46428571] ; [18.46428571 25.53571429],0
n1,1,0.014311,5.99939,[12 11] ; [ 3 16],[ 8.21428571 14.78571429] ; [ 6.78571429 12.21428571],0
p7,1,0.018662,5.532951,[20 47] ; [22 20],[25.81651376 41.18348624] ; [16.18348624 25.81651376],0
b3,1,0.02132,5.300455,[21 25] ; [ 4 19],[16.66666667 29.33333333] ; [ 8.33333333 14.66666667],0
b2,1,0.02132,5.300455,[21 25] ; [ 4 19],[16.66666667 29.33333333] ; [ 8.33333333 14.66666667],0
p6,1,0.048767,3.883348,[14 53] ; [ 3 40],[10.35454545 56.64545455] ; [ 6.64545455 36.35454545],0
p1,1,0.107437,2.591526,[ 7 61] ; [ 1 43],[ 4.85714286 63.14285714] ; [ 3.14285714 40.85714286],0
p2,1,0.109335,2.563801,[36 32] ; [30 14],[40.07142857 27.92857143] ; [25.92857143 18.07142857],0
a5,1,0.161887,1.956506,[29 39] ; [13 31],[25.5 42.5] ; [16.5 27.5],0
r1,1,0.216427,1.527909,[45 23] ; [24 20],[41.89285714 26.10714286] ; [27.10714286 16.89285714],0
s1,1,0.223522,1.481615,[ 5 60] ; [ 1 43],[ 3.57798165 61.42201835] ; [ 2.42201835 41.57798165],0
p9,1,0.224839,1.473214,[39 27] ; [31 13],[42. 24.] ; [28. 16.],0
n6,1,0.229731,1.442528,[47 20] ; [26 18],[44.06306306 22.93693694] ; [28.93693694 15.06306306],0
p5,1,0.23688,1.399065,[ 5 62] ; [ 1 43],[ 3.62162162 63.37837838] ; [ 2.37837838 41.62162162],0
v3,1,0.243131,1.362349,[17 49] ; [ 7 36],[14.53211009 51.46788991] ; [ 9.46788991 33.53211009],0
s8,1,0.264715,1.243933,[15 53] ; [ 6 38],[12.75 55.25] ; [ 8.25 35.75],0
a7,1,0.312973,1.018086,[36 32] ; [19 25],[33.39285714 34.60714286] ; [21.60714286 22.39285714],0
