Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,46.881004,[121  12] ; [11 19],[107.70552147  25.29447853] ; [24.29447853  5.70552147],1
s1,1,0.003342,8.610601,[  6 127] ; [ 6 24],[  9.79141104 123.20858896] ; [ 2.20858896 27.79141104],0
v4,1,0.00815,7.000299,[127   5] ; [25  5],[123.85185185   8.14814815] ; [28.14814815  1.85185185],0
p2,1,0.009735,6.682701,[102  31] ; [16 14],[96.28220859 36.71779141] ; [21.71779141  8.28220859],0
b1,1,0.011529,6.381857,[43 91] ; [17 13],[49.02439024 84.97560976] ; [10.97560976 19.02439024],0
r2,1,0.015284,5.883405,[130   2] ; [27  3],[127.92592593   4.07407407] ; [29.07407407  0.92592593],0
a7,1,0.018551,5.543384,[96 37] ; [15 15],[90.57055215 42.42944785] ; [20.42944785  9.57055215],0
s8,1,0.020442,5.373787,[76 58] ; [10 20],[70.26829268 63.73170732] ; [15.73170732 14.26829268],0
s5,1,0.030755,4.666573,[57 70] ; [ 7 23],[51.77070064 75.22929936] ; [12.22929936 17.77070064],0
p11,1,0.030895,4.658776,[102  32] ; [17 13],[97.23170732 36.76829268] ; [21.76829268  8.23170732],0
s7,1,0.040822,4.183401,[87 46] ; [12 15],[82.29375 50.70625] ; [16.70625 10.29375],0
s3,1,0.040988,4.176518,[117  16] ; [22  8],[113.41717791  19.58282209] ; [25.58282209  4.41717791],0
d5,1,0.045653,3.994355,[106  26] ; [19 11],[101.85185185  30.14814815] ; [23.14814815  6.85185185],0
n2,1,0.058933,3.567157,[32  6] ; [5 4],[29.91489362  8.08510638] ; [7.08510638 1.91489362],0
n3,1,0.067721,3.337421,[27 11] ; [4 6],[24.54166667 13.45833333] ; [6.45833333 3.54166667],0
a5,1,0.076463,3.138519,[94 40] ; [16 14],[89.87804878 44.12195122] ; [20.12195122  9.87804878],0
r4,1,0.077818,3.1099,[119  15] ; [23  7],[116.02439024  17.97560976] ; [25.97560976  4.02439024],0
a6,1,0.086119,2.945455,[84 48] ; [14 16],[79.85185185 52.14814815] ; [18.14814815 11.85185185],0
s4,1,0.099871,2.7076,[38 95] ; [ 4 25],[34.48148148 98.51851852] ; [ 7.51851852 21.48148148],0
u2,1,0.099977,2.705908,[20 22] ; [7 2],[22.23529412 19.76470588] ; [4.76470588 4.23529412],0
v2,1,0.124664,2.357722,[75 49] ; [13 16],[71.32026144 52.67973856] ; [16.67973856 12.32026144],0
r3,1,0.152944,2.042639,[128   5] ; [27  3],[126.47239264   6.52760736] ; [28.52760736  1.47239264],0
r1,1,0.180991,1.789468,[101  33] ; [26  4],[103.76829268  30.23170732] ; [23.23170732  6.76829268],0
n6,1,0.18637,1.746085,[106  25] ; [21  9],[103.33540373  27.66459627] ; [23.66459627  6.33540373],0
d1,1,0.198488,1.653468,[71 63] ; [12 18],[67.81707317 66.18292683] ; [15.18292683 14.81707317],0
s6,1,0.215807,1.532034,[106  26] ; [21  9],[103.48148148  28.51851852] ; [23.51851852  6.48148148],0
u1,1,0.254686,1.297416,[ 25 109] ; [ 3 27],[ 22.87804878 111.12195122] ; [ 5.12195122 24.87804878],0
a4,1,0.262292,1.256619,[55 79] ; [ 9 21],[52.29268293 81.70731707] ; [11.70731707 18.29268293],0
p8,1,0.279085,1.171538,[49 83] ; [ 8 22],[46.44444444 85.55555556] ; [10.55555556 19.44444444],0
d3,1,0.286975,1.133757,[80 52] ; [15 15],[77.40740741 54.59259259] ; [17.59259259 12.40740741],0
n1,1,0.332791,0.938006,[15 23] ; [2 7],[13.74468085 24.25531915] ; [3.25531915 5.74468085],0
p1,1,0.349585,0.874962,[ 11 122] ; [ 1 29],[  9.79141104 123.20858896] ; [ 2.20858896 27.79141104],0
n4,1,0.373617,0.7916,[91 42] ; [23  7],[93.01840491 39.98159509] ; [20.98159509  9.01840491],0
v1,1,0.395858,0.720871,[67 62] ; [13 17],[64.90566038 64.09433962] ; [15.09433962 14.90566038],0
a2,1,0.436985,0.604187,[ 26 108] ; [ 4 26],[ 24.51219512 109.48780488] ; [ 5.48780488 24.51219512],0
b3,1,0.544931,0.366476,[29 49] ; [ 5 12],[27.91578947 50.08421053] ; [ 6.08421053 10.91578947],0
b2,1,0.544931,0.366476,[29 49] ; [ 5 12],[27.91578947 50.08421053] ; [ 6.08421053 10.91578947],0
p6,1,0.576817,0.311409,[ 33 100] ; [ 6 24],[ 31.82208589 101.17791411] ; [ 7.17791411 22.82208589],0
v3,1,0.592782,0.28602,[51 77] ; [10 19],[49.73248408 78.26751592] ; [11.26751592 17.73248408],0
d2,1,0.627575,0.235364,[60 73] ; [15 15],[61.19631902 71.80368098] ; [13.80368098 16.19631902],0
