Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5.6e-05,16.240552,[27  6] ; [28 43],[17.45192308 15.54807692] ; [37.54807692 33.45192308],1
s7,1,0.000408,12.495041,[16 15] ; [11 54],[ 8.71875 22.28125] ; [18.28125 46.71875],1
p3,1,0.002019,9.531745,[24  9] ; [29 43],[16.65714286 16.34285714] ; [36.34285714 35.65714286],0
p2,1,0.002251,9.333086,[32  1] ; [51 21],[26.08571429  6.91428571] ; [56.91428571 15.08571429],0
p8,1,0.007001,7.272727,[24  9] ; [32 40],[17.6 15.4] ; [38.4 33.6],0
p7,1,0.00804,7.024487,[27  6] ; [39 32],[20.94230769 12.05769231] ; [45.05769231 25.94230769],0
n4,1,0.013198,6.14244,[32  1] ; [56 16],[27.65714286  5.34285714] ; [60.34285714 11.65714286],0
p12,1,0.01829,5.568182,[ 5 28] ; [ 2 70],[ 2.2 30.8] ; [ 4.8 67.2],0
s8,1,0.025767,4.971591,[16 17] ; [19 53],[11. 22.] ; [24. 48.],0
b4,1,0.039662,4.232298,[24  9] ; [37 35],[19.17142857 13.82857143] ; [41.82857143 30.17142857],0
u1,1,0.048394,3.896254,[ 8 25] ; [ 7 65],[ 4.71428571 28.28571429] ; [10.28571429 61.71428571],0
v1,1,0.063183,3.451796,[24  9] ; [38 33],[19.67307692 13.32692308] ; [42.32692308 28.67307692],0
p9,1,0.070626,3.268402,[29  4] ; [51 20],[25.38461538  7.61538462] ; [54.61538462 16.38461538],0
n5,1,0.076122,3.14581,[29  4] ; [52 20],[25.45714286  7.54285714] ; [55.54285714 16.45714286],0
b2,1,0.077978,3.106558,[14  8] ; [21 30],[10.54794521 11.45205479] ; [24.45205479 26.54794521],0
b3,1,0.077978,3.106558,[14  8] ; [21 30],[10.54794521 11.45205479] ; [24.45205479 26.54794521],0
n6,1,0.13223,2.266131,[29  4] ; [54 18],[26.08571429  6.91428571] ; [56.91428571 15.08571429],0
n1,1,0.136641,2.215385,[3 2] ; [ 3 10],[1.66666667 3.33333333] ; [4.33333333 8.66666667],0
p1,1,0.169708,1.885522,[ 7 26] ; [ 8 64],[ 4.71428571 28.28571429] ; [10.28571429 61.71428571],0
b5,1,0.202718,1.622681,[20 13] ; [34 38],[16.97142857 16.02857143] ; [37.02857143 34.97142857],0
r4,1,0.235394,1.407966,[30  3] ; [59 13],[27.97142857  5.02857143] ; [61.02857143 10.97142857],0
s3,1,0.242394,1.366619,[11 22] ; [16 55],[ 8.56730769 24.43269231] ; [18.43269231 52.56730769],0
d5,1,0.290218,1.118608,[23 10] ; [57 15],[25.14285714  7.85714286] ; [54.85714286 17.14285714],0
d4,1,0.297563,1.085083,[24  9] ; [58 13],[26.01923077  6.98076923] ; [55.98076923 15.01923077],0
a7,1,0.300896,1.070219,[26  7] ; [49 22],[23.79807692  9.20192308] ; [51.20192308 19.79807692],0
a1,1,0.311873,1.022727,[ 1 32] ; [ 6 66],[ 2.2 30.8] ; [ 4.8 67.2],0
p11,1,0.322751,0.977764,[28  5] ; [55 17],[26.08571429  6.91428571] ; [56.91428571 15.08571429],0
a4,1,0.378777,0.774667,[13 20] ; [35 37],[15.08571429 17.91428571] ; [32.91428571 39.08571429],0
r3,1,0.401833,0.702834,[31  2] ; [63  8],[29.82692308  3.17307692] ; [64.17307692  6.82692308],0
a8,1,0.428816,0.626027,[ 2 24] ; [ 9 57],[ 3.10869565 22.89130435] ; [ 7.89130435 58.10869565],0
p5,1,0.539324,0.376794,[ 4 29] ; [ 6 66],[ 3.14285714 29.85714286] ; [ 6.85714286 65.14285714],0
s5,1,0.54523,0.365933,[ 6 26] ; [10 61],[ 4.97087379 27.02912621] ; [11.02912621 59.97087379],0
r2,1,0.55423,0.349794,[32  1] ; [66  4],[31.39805825  1.60194175] ; [66.60194175  3.39805825],0
n3,1,0.573138,0.31746,[5 1] ; [10  4],[4.5 1.5] ; [10.5  3.5],0
n2,1,0.573138,0.31746,[5 1] ; [10  4],[4.5 1.5] ; [10.5  3.5],0
d3,1,0.584419,0.299145,[22 11] ; [44 28],[20.74285714 12.25714286] ; [45.25714286 26.74285714],0
p10,1,0.612888,0.255991,[27  6] ; [55 16],[26.01923077  6.98076923] ; [55.98076923 15.01923077],0
b1,1,0.631122,0.230542,[14 19] ; [27 45],[12.88571429 20.11428571] ; [28.11428571 43.88571429],0
d2,1,0.632335,0.228908,[16 17] ; [38 33],[17.13461538 15.86538462] ; [36.86538462 34.13461538],0
a6,1,0.65564,0.198864,[23 10] ; [47 25],[22. 11.] ; [48. 24.],0
r1,1,0.71396,0.134354,[28  5] ; [59 13],[27.34285714  5.65714286] ; [59.65714286 12.34285714],0
d1,1,0.724073,0.124623,[20 13] ; [41 31],[19.17142857 13.82857143] ; [41.82857143 30.17142857],0
u2,1,0.785351,0.074176,[4 5] ; [9 9],[4.33333333 4.66666667] ; [8.66666667 9.33333333],0
a2,1,0.878432,0.023396,[ 6 27] ; [14 58],[ 6.28571429 26.71428571] ; [13.71428571 58.28571429],0
s2,1,0.879726,0.022897,[ 7 26] ; [16 55],[ 7.29807692 25.70192308] ; [15.70192308 55.29807692],0
v2,1,0.931669,0.007352,[25  7] ; [56 15],[25.16504854  6.83495146] ; [55.83495146 15.16504854],0
a5,1,0.957147,0.002887,[24  9] ; [52 20],[23.88571429  9.11428571] ; [52.11428571 19.88571429],0
u3,1,1.0,0.0,[4 5] ; [ 8 10],[4. 5.] ; [ 8. 10.],0
a3,1,1.0,0.0,[24  8] ; [54 18],[24.  8.] ; [54. 18.],0
