Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,92.254091,[242  28] ; [15 34],[217.52351097  52.47648903] ; [39.47648903  9.52351097],1
p2,1,1e-06,25.001422,[224  44] ; [26 24],[210.6918239  57.3081761] ; [39.3081761 10.6918239],1
n5,1,3e-06,21.887473,[219  51] ; [24 24],[206.32075472  63.67924528] ; [36.67924528 11.32075472],1
p7,1,5e-06,20.884772,[187  78] ; [18 31],[173.00955414  91.99044586] ; [31.99044586 17.00955414],1
s8,1,1.1e-05,19.329453,[134 136] ; [ 8 42],[119.8125 150.1875] ; [22.1875 27.8125],1
n4,1,1.1e-05,19.311502,[216  55] ; [24 24],[203.88714734  67.11285266] ; [36.11285266 11.88714734],1
n6,1,4.6e-05,16.596328,[218  51] ; [26 22],[207.05362776  61.94637224] ; [36.94637224 11.05362776],1
r4,1,0.000117,14.84681,[234  37] ; [32 18],[224.56697819  46.43302181] ; [41.43302181  8.56697819],1
s6,1,0.000386,12.599486,[175  88] ; [20 30],[163.84984026  99.15015974] ; [31.15015974 18.84984026],1
p4,1,0.00067,11.57143,[175  96] ; [19 30],[164.29375 106.70625] ; [29.70625 19.29375],1
u3,1,0.00067,11.571429,[40 20] ; [ 5 16],[33.33333333 26.66666667] ; [11.66666667  9.33333333],1
v4,1,0.000702,11.484205,[250  19] ; [38 11],[243.62264151  25.37735849] ; [44.37735849  4.62264151],1
p3,1,0.001061,10.717423,[156 113] ; [16 33],[145.49685535 123.50314465] ; [26.50314465 22.49685535],0
s7,1,0.001062,10.715953,[139 118] ; [14 35],[128.5 128.5] ; [24.5 24.5],0
r3,1,0.001727,9.819229,[248  21] ; [38 11],[241.93081761  27.06918239] ; [44.06918239  4.93081761],0
s5,1,0.002857,8.896609,[ 96 166] ; [ 7 41],[ 87.0516129 174.9483871] ; [15.9483871 32.0516129],0
p6,1,0.003143,8.722375,[110 157] ; [ 9 39],[100.86666667 166.13333333] ; [18.13333333 29.86666667],0
s2,1,0.00731,7.195229,[147 122] ; [17 33],[138.29467085 130.70532915] ; [25.70532915 24.29467085],0
u2,1,0.008408,6.944444,[41 19] ; [ 7 13],[36. 24.] ; [12.  8.],0
p8,1,0.014129,6.021896,[150 119] ; [18 31],[142.11320755 126.88679245] ; [25.88679245 23.11320755],0
a3,1,0.018203,5.576548,[210  60] ; [29 18],[203.56466877  66.43533123] ; [35.43533123 11.56466877],0
d5,1,0.019514,5.454841,[213  56] ; [32 18],[206.59874608  62.40125392] ; [38.40125392 11.59874608],0
r1,1,0.025894,4.963113,[214  56] ; [31 17],[208.01886792  61.98113208] ; [36.98113208 11.01886792],0
s1,1,0.031372,4.632485,[  9 260] ; [ 5 44],[ 11.8427673 257.1572327] ; [ 2.1572327 46.8427673],0
d4,1,0.036343,4.380941,[219  51] ; [34 16],[213.46875  56.53125] ; [39.53125 10.46875],0
v1,1,0.04242,4.118374,[144 120] ; [19 30],[137.48242812 126.51757188] ; [25.51757188 23.48242812],0
a5,1,0.048737,3.884385,[209  62] ; [32 18],[203.46105919  67.53894081] ; [37.53894081 12.46105919],0
n3,1,0.053006,3.743732,[40 13] ; [11 10],[36.52702703 16.47297297] ; [14.47297297  6.52702703],0
p5,1,0.126498,2.334968,[ 37 231] ; [ 3 47],[ 33.71069182 234.28930818] ; [ 6.28930818 43.71069182],0
n2,1,0.128024,2.316301,[40 14] ; [13 10],[37.16883117 16.83116883] ; [15.83116883  7.16883117],0
d1,1,0.15727,2.000277,[154 117] ; [23 27],[149.42990654 121.57009346] ; [27.57009346 22.42990654],0
v2,1,0.167529,1.904915,[136 123] ; [20 28],[131.60912052 127.39087948] ; [24.39087948 23.60912052],0
a4,1,0.183871,1.766054,[133 138] ; [19 30],[128.725 142.275] ; [23.275 25.725],0
s3,1,0.19898,1.649845,[160 107] ; [24 24],[155.96190476 111.03809524] ; [28.03809524 19.96190476],0
v3,1,0.206709,1.594329,[101 165] ; [13 33],[ 97.19230769 168.80769231] ; [16.80769231 29.19230769],0
r2,1,0.227343,1.45741,[244  24] ; [41  7],[241.70886076  26.29113924] ; [43.29113924  4.70886076],0
b4,1,0.346203,0.887326,[155 116] ; [25 25],[151.96261682 119.03738318] ; [28.03738318 21.96261682],0
d2,1,0.378915,0.77422,[143 128] ; [23 27],[140.14330218 130.85669782] ; [25.85669782 24.14330218],0
a8,1,0.436144,0.606406,[ 33 220] ; [ 4 41],[ 31.41275168 221.58724832] ; [ 5.58724832 39.41275168],0
b5,1,0.526152,0.401817,[144 127] ; [29 21],[146.0529595 124.9470405] ; [26.9470405 23.0529595],0
