Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,88.365038,[339   8] ; [17 13],[327.67108753  19.32891247] ; [28.32891247  1.67108753],1
r1,1,0.0,70.848056,[311  38] ; [11 22],[294.18324607  54.81675393] ; [27.81675393  5.18324607],1
r3,1,0.0,46.404026,[342   6] ; [23  8],[335.14511873  12.85488127] ; [29.85488127  1.14511873],1
v4,1,0.0,39.030968,[341   8] ; [23  8],[334.30526316  14.69473684] ; [29.69473684  1.30526316],1
p9,1,3.5e-05,17.131165,[315  28] ; [22 10],[308.24266667  34.75733333] ; [28.75733333  3.24266667],1
a5,1,5e-05,16.455943,[284  64] ; [17 16],[274.92913386  73.07086614] ; [26.07086614  6.92913386],1
p10,1,0.0001,15.141715,[313  32] ; [21 10],[306.46276596  38.53723404] ; [27.53723404  3.46276596],1
n6,1,0.000173,14.099037,[321  26] ; [24  9],[315.03947368  31.96052632] ; [29.96052632  3.03947368],1
a7,1,0.000798,11.246704,[267  80] ; [16 16],[259.1055409  87.8944591] ; [23.8944591  8.1055409],1
a6,1,0.002368,9.239933,[246 100] ; [15 18],[238.27440633 107.72559367] ; [22.72559367 10.27440633],0
p2,1,0.004032,8.269133,[303  44] ; [22 10],[297.55936675  49.44063325] ; [27.44063325  4.55936675],0
b1,1,0.007281,7.202254,[119 230] ; [19 14],[126.07853403 222.92146597] ; [11.92146597 21.07853403],0
p8,1,0.009576,6.712097,[207 132] ; [12 20],[200.11051213 138.88948787] ; [18.88948787 13.11051213],0
p3,1,0.011884,6.328085,[209 137] ; [12 20],[202.29100529 143.70899471] ; [18.70899471 13.29100529],0
s6,1,0.01681,5.716113,[250  92] ; [17 15],[244.15508021  97.84491979] ; [22.84491979  9.15508021],0
v3,1,0.025837,4.966922,[213 129] ; [14 19],[207.024 134.976] ; [19.976 13.024],0
s5,1,0.02756,4.855367,[132 203] ; [ 6 25],[126.31147541 208.68852459] ; [11.68852459 19.31147541],0
s3,1,0.030686,4.670425,[201 141] ; [12 19],[195.29758713 146.70241287] ; [17.70241287 13.29758713],0
d3,1,0.035106,4.439998,[250  97] ; [18 15],[244.72631579 102.27368421] ; [23.27368421  9.72631579],0
p4,1,0.039979,4.218794,[240 105] ; [16 15],[234.89361702 110.10638298] ; [21.10638298  9.89361702],0
a8,1,0.047978,3.91074,[ 56 251] ; [ 1 27],[ 52.2358209 254.7641791] ; [ 4.7641791 23.2358209],0
v1,1,0.052055,3.773991,[246  98] ; [17 14],[241.25866667 102.74133333] ; [21.74133333  9.25866667],0
s1,1,0.062948,3.457962,[  5 336] ; [ 2 31],[  6.38235294 334.61764706] ; [ 0.61764706 32.38235294],0
d4,1,0.088501,2.901433,[299  48] ; [24  8],[295.72823219  51.27176781] ; [27.27176781  4.72823219],0
s7,1,0.094914,2.788986,[195 135] ; [12 16],[190.81005587 139.18994413] ; [16.18994413 11.81005587],0
p7,1,0.10789,2.584853,[246  92] ; [19 13],[242.08108108  95.91891892] ; [22.91891892  9.08108108],0
n4,1,0.113531,2.504364,[316  33] ; [27  6],[313.36910995  35.63089005] ; [29.63089005  3.36910995],0
p11,1,0.143447,2.140585,[298  51] ; [25  8],[295.09685864  53.90314136] ; [27.90314136  5.09685864],0
n1,1,0.152857,2.043506,[22 30] ; [ 3 11],[19.6969697 32.3030303] ; [5.3030303 8.6969697],0
n3,1,0.155625,2.016234,[45 10] ; [9 5],[43.04347826 11.95652174] ; [10.95652174  3.04347826],0
a3,1,0.159422,1.9797,[269  78] ; [22 11],[265.72894737  81.27105263] ; [25.27105263  7.72894737],0
u1,1,0.16151,1.960031,[ 79 270] ; [ 4 29],[ 75.82984293 273.17015707] ; [ 7.17015707 25.82984293],0
s8,1,0.216827,1.525245,[179 165] ; [13 19],[175.65957447 168.34042553] ; [16.34042553 15.65957447],0
