Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,71.483157,[ 4 37] ; [81 13],[25.81481481 15.18518519] ; [59.18518519 34.81481481],1
v4,1,0.0,33.667433,[19 22] ; [86  8],[31.88888889  9.11111111] ; [73.11111111 20.88888889],1
p2,1,1e-06,24.583848,[10 30] ; [67 27],[22.98507463 17.01492537] ; [54.01492537 39.98507463],1
s6,1,2.4e-05,17.881423,[ 7 34] ; [52 40],[18.18796992 22.81203008] ; [40.81203008 51.18796992],1
b5,1,5e-05,16.464077,[15 26] ; [69 25],[25.51111111 15.48888889] ; [58.48888889 35.51111111],1
n6,1,6e-05,16.109867,[15 26] ; [68 25],[25.39552239 15.60447761] ; [57.60447761 35.39552239],1
r2,1,0.000291,13.129043,[25 14] ; [84  9],[32.20454545  6.79545455] ; [76.79545455 16.20454545],1
p4,1,0.000893,11.036931,[ 7 34] ; [44 49],[15.60447761 25.39552239] ; [35.39552239 57.60447761],1
s2,1,0.001151,10.566907,[ 6 35] ; [41 53],[14.27407407 26.72592593] ; [32.72592593 61.27407407],0
r1,1,0.001403,10.202045,[16 25] ; [63 29],[24.35338346 16.64661654] ; [54.64661654 37.35338346],0
p7,1,0.001778,9.765422,[ 8 32] ; [46 48],[16.11940299 23.88059701] ; [37.88059701 56.11940299],0
s5,1,0.004515,8.064257,[ 3 37] ; [27 62],[ 9.30232558 30.69767442] ; [20.69767442 68.30232558],0
d5,1,0.004672,8.002053,[20 21] ; [68 24],[27.12781955 13.87218045] ; [60.87218045 31.12781955],0
p6,1,0.005954,7.564051,[ 2 38] ; [24 70],[ 7.76119403 32.23880597] ; [18.23880597 75.76119403],0
a7,1,0.00638,7.439679,[19 22] ; [66 27],[26.00746269 14.99253731] ; [58.99253731 34.00746269],0
a1,1,0.01015,6.608357,[ 8 33] ; [ 5 89],[ 3.94814815 37.05185185] ; [ 9.05185185 84.94814815],0
p9,1,0.010185,6.602292,[14 25] ; [55 36],[20.7 18.3] ; [48.3 42.7],0
s3,1,0.011602,6.370657,[11 28] ; [49 45],[17.59398496 21.40601504] ; [42.40601504 51.59398496],0
s7,1,0.014549,5.970262,[ 7 31] ; [36 52],[12.96825397 25.03174603] ; [30.03174603 57.96825397],0
d4,1,0.018949,5.506196,[22 19] ; [69 24],[27.84328358 13.15671642] ; [63.15671642 29.84328358],0
p8,1,0.025226,5.008275,[ 6 34] ; [32 62],[11.34328358 28.65671642] ; [26.65671642 67.34328358],0
s8,1,0.026569,4.918629,[ 5 36] ; [28 65],[10.09701493 30.90298507] ; [22.90298507 70.09701493],0
u1,1,0.03422,4.483653,[ 1 40] ; [14 80],[ 4.55555556 36.44444444] ; [10.44444444 83.55555556],0
p3,1,0.050513,3.824345,[ 8 32] ; [35 59],[12.8358209 27.1641791] ; [30.1641791 63.8358209],0
u2,1,0.060775,3.516106,[ 3 13] ; [17 20],[6.03773585 9.96226415] ; [13.96226415 23.03773585],0
p10,1,0.074022,3.191507,[13 28] ; [44 47],[17.70454545 23.29545455] ; [39.29545455 51.70454545],0
u3,1,0.075575,3.157579,[ 4 12] ; [19 18],[6.94339623 9.05660377] ; [16.05660377 20.94339623],0
n2,1,0.091768,2.843079,[11 13] ; [25 12],[14.16393443  9.83606557] ; [21.83606557 15.16393443],0
p5,1,0.094028,2.804027,[ 1 38] ; [11 83],[ 3.51879699 35.48120301] ; [ 8.48120301 85.51879699],0
b2,1,0.099081,2.720272,[12 15] ; [13 37],[ 8.76623377 18.23376623] ; [16.23376623 33.76623377],0
b3,1,0.099081,2.720272,[12 15] ; [13 37],[ 8.76623377 18.23376623] ; [16.23376623 33.76623377],0
a8,1,0.151935,2.052711,[ 2 38] ; [12 77],[ 4.34108527 35.65891473] ; [ 9.65891473 79.34108527],0
a2,1,0.174197,1.846452,[ 4 37] ; [18 76],[ 6.68148148 34.31851852] ; [15.31851852 78.68148148],0
d2,1,0.20421,1.612005,[15 25] ; [46 47],[18.34586466 21.65413534] ; [42.65413534 50.34586466],0
d1,1,0.209594,1.574228,[14 27] ; [43 51],[17.31111111 23.68888889] ; [39.68888889 54.31111111],0
d3,1,0.210789,1.565998,[20 21] ; [55 36],[23.29545455 17.70454545] ; [51.70454545 39.29545455],0
a6,1,0.306267,1.046706,[19 22] ; [52 41],[21.7238806 19.2761194] ; [49.2761194 43.7238806],0
b1,1,0.359201,0.840685,[27 14] ; [54 40],[24.6 16.4] ; [56.4 37.6],0
n3,1,0.361785,0.831689,[11 12] ; [21 14],[12.68965517 10.31034483] ; [19.31034483 15.68965517],0
a5,1,0.57934,0.307303,[21 20] ; [53 41],[22.47407407 18.52592593] ; [51.52592593 42.47407407],0
n5,1,0.645988,0.210995,[27 14] ; [58 36],[25.81481481 15.18518519] ; [59.18518519 34.81481481],0
s4,1,0.670546,0.180964,[ 7 34] ; [19 75],[ 7.8962963 33.1037037] ; [18.1037037 75.8962963],0
a3,1,0.727623,0.121305,[25 14] ; [56 36],[24.11450382 14.88549618] ; [56.88549618 35.11450382],0
v1,1,0.730997,0.118198,[12 29] ; [30 63],[12.85074627 28.14925373] ; [29.14925373 63.85074627],0
p1,1,0.791254,0.070057,[ 5 36] ; [10 84],[ 4.55555556 36.44444444] ; [10.44444444 83.55555556],0
a4,1,0.794718,0.067698,[14 25] ; [36 58],[14.66165414 24.33834586] ; [35.33834586 58.66165414],0
v3,1,0.797943,0.065541,[ 9 32] ; [18 72],[ 8.45038168 32.54961832] ; [18.54961832 71.45038168],0
