Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,70.767747,[109  43] ; [ 84 199],[67.43908046 84.56091954] ; [125.56091954 157.43908046],1
b1,1,0.000172,14.11584,[77 75] ; [ 92 193],[58.7826087 93.2173913] ; [110.2173913 174.7826087],1
s7,1,0.000476,12.209095,[79 64] ; [102 171],[62.21875 80.78125] ; [118.78125 154.21875],1
p7,1,0.000609,11.749532,[82 70] ; [102 175],[65.19347319 86.80652681] ; [118.80652681 158.19347319],1
d5,1,0.002,9.549806,[133  19] ; [212  71],[120.55172414  31.44827586] ; [224.44827586  58.55172414],0
s8,1,0.003237,8.668646,[71 81] ; [ 92 192],[56.82568807 95.17431193] ; [106.17431193 177.82568807],0
v3,1,0.00349,8.531868,[61 81] ; [ 78 194],[47.6763285 94.3236715] ; [ 91.3236715 180.6763285],0
n3,1,0.003594,8.4781,[32  2] ; [70 31],[25.68888889  8.31111111] ; [76.31111111 24.68888889],0
p6,1,0.003712,8.419797,[ 47 104] ; [ 53 229],[ 34.87297921 116.12702079] ; [ 65.12702079 216.87297921],0
v1,1,0.004501,8.069843,[80 63] ; [115 163],[66.23515439 76.76484561] ; [128.76484561 149.23515439],0
n4,1,0.00468,7.999102,[120  31] ; [189  95],[107.26206897  43.73793103] ; [201.73793103  82.26206897],0
s6,1,0.004923,7.907684,[108  43] ; [163 119],[94.50577367 56.49422633] ; [176.49422633 105.50577367],0
p5,1,0.006737,7.341782,[ 13 136] ; [  8 275],[  7.24305556 141.75694444] ; [ 13.75694444 269.24305556],0
u1,1,0.007027,7.265944,[ 39 113] ; [ 43 242],[ 28.52173913 123.47826087] ; [ 53.47826087 231.52173913],0
p1,1,0.007687,7.104908,[ 13 139] ; [  8 276],[  7.32110092 144.67889908] ; [ 13.67889908 270.32110092],0
s2,1,0.018091,5.587272,[86 64] ; [128 154],[74.30555556 75.69444444] ; [139.69444444 142.30555556],0
a5,1,0.021515,5.284583,[113  39] ; [181 104],[102.26086957  49.73913043] ; [191.73913043  93.26086957],0
p2,1,0.022678,5.192996,[119  33] ; [193  91],[108.7706422  43.2293578] ; [203.2293578  80.7706422],0
s5,1,0.055531,3.666082,[48 95] ; [ 68 207],[ 39.68421053 103.31578947] ; [ 76.31578947 198.68421053],0
n5,1,0.066886,3.357834,[108  42] ; [179 104],[99.42263279 50.57736721] ; [187.57736721  95.42263279],0
a2,1,0.069089,3.304521,[ 45 107] ; [ 62 223],[ 37.2173913 114.7826087] ; [ 69.7826087 215.2173913],0
v4,1,0.07381,3.196187,[146   6] ; [258  24],[141.49308756  10.50691244] ; [262.50691244  19.49308756],0
b2,1,0.088063,2.909425,[44 57] ; [ 54 109],[37.49242424 63.50757576] ; [ 60.50757576 102.49242424],0
b3,1,0.088063,2.909425,[44 57] ; [ 54 109],[37.49242424 63.50757576] ; [ 60.50757576 102.49242424],0
a3,1,0.092706,2.826741,[114  38] ; [191  93],[106.33027523  45.66972477] ; [198.66972477  85.33027523],0
v2,1,0.105691,2.617492,[84 60] ; [135 135],[76.17391304 67.82608696] ; [142.82608696 127.17391304],0
a4,1,0.107564,2.589655,[77 75] ; [121 163],[69.02752294 82.97247706] ; [128.97247706 155.02752294],0
u3,1,0.108034,2.582747,[27 11] ; [52 41],[22.91603053 15.08396947] ; [56.08396947 36.91603053],0
r4,1,0.108397,2.577439,[140  12] ; [248  37],[134.95652174  17.04347826] ; [253.04347826  31.95652174],0
