Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,8e-06,19.918218,[53 26] ; [13 36],[40.734375 38.265625] ; [25.265625 23.734375],1
a2,1,0.000166,14.181221,[26 55] ; [ 2 47],[17.44615385 63.55384615] ; [10.55384615 38.44615385],1
a6,1,0.000372,12.66555,[60 19] ; [22 27],[50.609375 28.390625] ; [31.390625 17.609375],1
a5,1,0.000387,12.591655,[64 17] ; [24 25],[54.83076923 26.16923077] ; [33.16923077 15.83076923],1
d4,1,0.001011,10.807861,[61 18] ; [24 25],[52.4609375 26.5390625] ; [32.5390625 16.4609375],0
r1,1,0.002228,9.351115,[61 20] ; [24 25],[52.96153846 28.03846154] ; [32.03846154 16.96153846],0
r4,1,0.002252,9.33151,[65 16] ; [27 22],[57.32307692 23.67692308] ; [34.67692308 14.32307692],0
d1,1,0.003276,8.647014,[48 33] ; [16 33],[39.87692308 41.12307692] ; [24.12307692 24.87692308],0
a4,1,0.004477,8.079343,[44 36] ; [14 34],[36.25 43.75] ; [21.75 26.25],0
d5,1,0.005096,7.84508,[58 21] ; [24 25],[50.609375 28.390625] ; [31.390625 17.609375],0
u1,1,0.005467,7.717996,[18 63] ; [ 2 47],[12.46153846 68.53846154] ; [ 7.53846154 41.46153846],0
u2,1,0.006414,7.430262,[16  9] ; [ 5 16],[11.41304348 13.58695652] ; [ 9.58695652 11.41304348],0
b5,1,0.009351,6.75457,[52 29] ; [20 29],[44.86153846 36.13846154] ; [27.13846154 21.86153846],0
r3,1,0.023982,5.095907,[67 14] ; [32 17],[61.68461538 19.31538462] ; [37.31538462 11.68461538],0
v2,1,0.025371,4.998369,[40 37] ; [14 31],[34.08196721 42.91803279] ; [19.91803279 25.08196721],0
r2,1,0.025611,4.982088,[73  7] ; [37 11],[68.75 11.25] ; [41.25  6.75],0
v4,1,0.035574,4.417402,[70 11] ; [35 14],[65.42307692 15.57692308] ; [39.57692308  9.42307692],0
s3,1,0.037426,4.330917,[43 36] ; [17 31],[37.32283465 41.67716535] ; [22.67716535 25.32283465],0
b4,1,0.038117,4.299788,[53 28] ; [23 26],[47.35384615 33.64615385] ; [28.64615385 20.35384615],0
p9,1,0.057061,3.620822,[56 25] ; [24 22],[51.02362205 29.97637795] ; [28.97637795 17.02362205],0
a8,1,0.066334,3.371491,[13 60] ; [ 3 45],[ 9.65289256 63.34710744] ; [ 6.34710744 41.65289256],0
p10,1,0.069064,3.305118,[53 27] ; [24 24],[48.125 31.875] ; [28.875 19.125],0
a3,1,0.069067,3.305054,[56 23] ; [27 22],[51.2265625 27.7734375] ; [31.7734375 17.2265625],0
s6,1,0.093358,2.815494,[47 34] ; [21 28],[42.36923077 38.63076923] ; [25.63076923 23.36923077],0
a1,1,0.132753,2.260015,[12 69] ; [ 3 46],[ 9.34615385 71.65384615] ; [ 5.65384615 43.34615385],0
s2,1,0.13846,2.194994,[36 45] ; [15 33],[32.02325581 48.97674419] ; [18.97674419 29.02325581],0
n4,1,0.168248,1.898487,[69 12] ; [37 12],[66.04615385 14.95384615] ; [39.95384615  9.04615385],0
v3,1,0.17177,1.867427,[31 44] ; [14 34],[27.43902439 47.56097561] ; [17.56097561 30.43902439],0
v1,1,0.185764,1.750894,[34 45] ; [15 33],[30.48031496 48.51968504] ; [18.51968504 29.48031496],0
p3,1,0.199585,1.645408,[30 50] ; [13 36],[26.66666667 53.33333333] ; [16.33333333 32.66666667],0
b1,1,0.277854,1.177559,[40 41] ; [29 20],[42.99230769 38.00769231] ; [26.00769231 22.99230769],0
u3,1,0.301742,1.066479,[14 11] ; [ 9 13],[12.23404255 12.76595745] ; [10.76595745 11.23404255],0
s1,1,0.316058,1.00519,[ 6 75] ; [ 6 41],[ 7.59375 73.40625] ; [ 4.40625 42.59375],0
p7,1,0.325314,0.967462,[30 48] ; [14 33],[27.456 50.544] ; [16.544 30.456],0
s7,1,0.373083,0.793371,[31 44] ; [16 32],[28.65853659 46.34146341] ; [18.34146341 29.65853659],0
u4,1,0.405122,0.693071,[ 4 77] ; [ 1 48],[ 3.11538462 77.88461538] ; [ 1.88461538 47.11538462],0
d2,1,0.407717,0.685449,[43 36] ; [22 25],[40.75396825 38.24603175] ; [24.24603175 22.75396825],0
s8,1,0.546735,0.363199,[32 48] ; [17 32],[30.3875969 49.6124031] ; [18.6124031 30.3875969],0
s4,1,0.561715,0.336743,[10 69] ; [ 8 41],[11.109375 67.890625] ; [ 6.890625 42.109375],0
p5,1,0.565721,0.329895,[ 9 69] ; [ 4 44],[ 8.04761905 69.95238095] ; [ 4.95238095 43.04761905],0
s5,1,0.606627,0.265116,[20 59] ; [10 37],[18.80952381 60.19047619] ; [11.19047619 35.80952381],0
n1,1,0.721408,0.127148,[16 13] ; [10 10],[15.3877551 13.6122449] ; [10.6122449  9.3877551],0
n6,1,0.751884,0.099955,[61 18] ; [39 10],[61.71875 17.28125] ; [38.28125 10.71875],0
p4,1,0.798802,0.064973,[23 56] ; [15 33],[23.63779528 55.36220472] ; [14.36220472 33.63779528],0
b2,1,0.811505,0.056875,[21 35] ; [14 21],[21.53846154 34.46153846] ; [13.46153846 21.53846154],0
b3,1,0.811505,0.056875,[21 35] ; [14 21],[21.53846154 34.46153846] ; [13.46153846 21.53846154],0
p1,1,0.844542,0.03845,[ 9 72] ; [ 6 43],[ 9.34615385 71.65384615] ; [ 5.65384615 43.34615385],0
p8,1,0.865196,0.02882,[19 61] ; [11 38],[18.60465116 61.39534884] ; [11.39534884 37.60465116],0
n2,1,0.880754,0.022504,[22  8] ; [15  6],[21.76470588  8.23529412] ; [15.23529412  5.76470588],0
p11,1,0.882524,0.021836,[49 32] ; [29 20],[48.6 32.4] ; [29.4 19.6],0
n3,1,0.883848,0.021343,[18 11] ; [12  8],[17.75510204 11.24489796] ; [12.24489796  7.75510204],0
p12,1,0.924282,0.009033,[ 7 74] ; [ 4 45],[ 6.85384615 74.14615385] ; [ 4.14615385 44.85384615],0
p6,1,0.933764,0.006907,[16 65] ; [ 9 38],[15.8203125 65.1796875] ; [ 9.1796875 37.8203125],0
