Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-06,20.565457,[ 58 101] ; [58 29],[74.97560976 84.02439024] ; [41.02439024 45.97560976],1
s8,1,0.000175,14.077552,[ 44 120] ; [44 43],[ 57.49800797 106.50199203] ; [30.50199203 56.49800797],1
p12,1,0.00179,9.75334,[  7 155] ; [14 75],[ 13.55378486 148.44621514] ; [ 7.44621514 81.55378486],0
s2,1,0.004533,8.056787,[ 60 102] ; [48 38],[70.5483871 91.4516129] ; [37.4516129 48.5483871],0
v1,1,0.004928,7.905826,[60 97] ; [49 37],[70.42386831 86.57613169] ; [38.57613169 47.42386831],0
n3,1,0.008322,6.962734,[30 18] ; [18  1],[34.3880597 13.6119403] ; [13.6119403  5.3880597],0
r4,1,0.040349,4.203136,[124  40] ; [77 12],[130.29249012  33.70750988] ; [70.70750988 18.29249012],0
s6,1,0.047983,3.910577,[87 75] ; [58 29],[94.3373494 67.6626506] ; [50.6626506 36.3373494],0
a2,1,0.053706,3.72182,[ 29 135] ; [25 64],[ 35.00395257 128.99604743] ; [18.99604743 70.00395257],0
d2,1,0.054314,3.703026,[78 84] ; [53 34],[85.22891566 76.77108434] ; [45.77108434 41.22891566],0
r2,1,0.055626,3.663227,[142  19] ; [85  4],[146.188  14.812] ; [80.812  8.188],0
r3,1,0.073635,3.200073,[137  26] ; [81  7],[141.56972112  21.43027888] ; [76.43027888 11.56972112],0
a6,1,0.081993,3.024953,[100  64] ; [64 25],[106.3083004  57.6916996] ; [57.6916996 31.3083004],0
s4,1,0.083559,2.994282,[ 28 134] ; [ 8 79],[ 23.42168675 138.57831325] ; [12.57831325 74.42168675],0
v4,1,0.096502,2.762425,[136  27] ; [81  8],[140.36111111  22.63888889] ; [76.63888889 12.36111111],0
a7,1,0.1115,2.532831,[107  57] ; [66 22],[112.58730159  51.41269841] ; [60.41269841 27.58730159],0
r1,1,0.119065,2.429581,[114  50] ; [70 19],[119.27272727  44.72727273] ; [64.72727273 24.27272727],0
a1,1,0.128964,2.304926,[  7 157] ; [ 8 81],[  9.72332016 154.27667984] ; [ 5.27667984 83.72332016],0
a3,1,0.129217,2.301891,[107  55] ; [67 22],[112.30278884  49.69721116] ; [61.69721116 27.30278884],0
d1,1,0.145915,2.114445,[82 82] ; [53 36],[87.50988142 76.49011858] ; [47.49011858 41.50988142],0
s7,1,0.191149,1.708742,[63 95] ; [39 41],[67.71428571 90.28571429] ; [34.28571429 45.71428571],0
n1,1,0.198077,1.656499,[24 25] ; [12  6],[26.32835821 22.67164179] ; [9.67164179 8.32835821],0
d3,1,0.264295,1.246117,[97 67] ; [59 30],[101.12252964  62.87747036] ; [54.87747036 34.12252964],0
b4,1,0.2678,1.227983,[99 65] ; [60 29],[103.06719368  60.93280632] ; [55.93280632 33.06719368],0
