Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.9e-05,18.29095,[50 37] ; [ 4 27],[39.81355932 47.18644068] ; [14.18644068 16.81355932],1
b1,1,0.737334,0.112484,[28 59] ; [11 20],[28.75423729 58.24576271] ; [10.24576271 20.75423729],0
p7,1,0.754974,0.097399,[47 33] ; [18 11],[47.70642202 32.29357798] ; [17.29357798 11.70642202],0
p4,1,0.794347,0.067949,[43 44] ; [14 16],[42.38461538 44.61538462] ; [14.61538462 15.38461538],0
a5,1,0.799449,0.064547,[50 37] ; [17 14],[49.39830508 37.60169492] ; [17.60169492 13.39830508],0
p5,1,0.95981,0.002539,[ 3 82] ; [ 1 29],[ 2.95652174 82.04347826] ; [ 1.04347826 28.95652174],0
u2,1,0.976346,0.000879,[20 14] ; [7 5],[19.95652174 14.04347826] ; [7.04347826 4.95652174],0
p2,1,0.980371,0.000605,[64 22] ; [23  8],[63.94871795 22.05128205] ; [23.05128205  7.94871795],0
d3,1,0.988184,0.000219,[56 31] ; [20 11],[56.03389831 30.96610169] ; [19.96610169 11.03389831],0
p3,1,0.991016,0.000127,[32 55] ; [11 19],[31.97435897 55.02564103] ; [11.02564103 18.97435897],0
v2,1,1.0,0.0,[39 39] ; [15 15],[39. 39.] ; [15. 15.],0
