Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,78.799212,[204  73] ; [ 3 44],[176.97222222 100.02777778] ; [30.02777778 16.97222222],1
d4,1,0.0,59.242339,[254  23] ; [23 24],[236.81790123  40.18209877] ; [40.18209877  6.81790123],1
d3,1,4e-06,21.23634,[205  72] ; [19 28],[191.50617284  85.49382716] ; [32.49382716 14.50617284],1
p2,1,2.1e-05,18.073898,[226  47] ; [26 21],[214.9875  58.0125] ; [37.0125  9.9875],1
d2,1,0.000246,13.441322,[155 119] ; [13 34],[143.40186916 130.59813084] ; [24.59813084 22.40186916],1
r2,1,0.002641,9.04053,[256  14] ; [38  8],[251.20253165  18.79746835] ; [42.79746835  3.20253165],0
a4,1,0.004785,7.958899,[146 130] ; [14 32],[137.14285714 138.85714286] ; [22.85714286 23.14285714],0
p7,1,0.008953,6.83213,[162 109] ; [18 28],[153.88012618 117.11987382] ; [26.11987382 19.88012618],0
a2,1,0.009694,6.690257,[ 79 198] ; [ 5 42],[ 71.81481481 205.18518519] ; [12.18518519 34.81481481],0
a3,1,0.017531,5.642397,[204  73] ; [26 20],[197.24458204  79.75541796] ; [32.75541796 13.24458204],0
u1,1,0.01937,5.46782,[ 49 228] ; [ 2 45],[ 43.60185185 233.39814815] ; [ 7.39814815 39.60185185],0
s8,1,0.022513,5.205715,[ 64 212] ; [ 4 43],[ 58.10526316 217.89473684] ; [ 9.89473684 37.10526316],0
s1,1,0.024939,5.028126,[  4 269] ; [ 3 41],[  6.02839117 266.97160883] ; [ 0.97160883 43.02839117],0
b1,1,0.026046,4.952954,[100 177] ; [25 22],[106.86728395 170.13271605] ; [18.13271605 28.86728395],0
p9,1,0.048987,3.875787,[220  54] ; [31 15],[214.91875  59.08125] ; [36.08125  9.91875],0
a1,1,0.073004,3.214152,[ 12 265] ; [ 5 42],[ 14.53395062 262.46604938] ; [ 2.46604938 44.53395062],0
a7,1,0.089287,2.887184,[213  64] ; [30 16],[208.39318885  68.60681115] ; [34.60681115 11.39318885],0
v2,1,0.091185,2.853322,[143 118] ; [19 27],[137.72638436 123.27361564] ; [24.27361564 21.72638436],0
p12,1,0.104674,2.632843,[ 13 261] ; [ 5 42],[ 15.36448598 258.63551402] ; [ 2.63551402 44.36448598],0
n2,1,0.146501,2.108312,[48 23] ; [9 1],[49.96296296 21.03703704] ; [7.03703704 2.96296296],0
b3,1,0.151992,2.052141,[54 99] ; [13 13],[57.26815642 95.73184358] ; [ 9.73184358 16.26815642],0
b2,1,0.151992,2.052141,[54 99] ; [13 13],[57.26815642 95.73184358] ; [ 9.73184358 16.26815642],0
s6,1,0.156882,2.004029,[142 128] ; [19 27],[137.56329114 132.43670886] ; [23.43670886 22.56329114],0
r3,1,0.165209,1.925891,[256  20] ; [39  6],[253.64485981  22.35514019] ; [41.35514019  3.64485981],0
n4,1,0.17649,1.826936,[207  70] ; [30 16],[203.24767802  73.75232198] ; [33.75232198 12.24767802],0
v4,1,0.184244,1.763051,[255  20] ; [40  6],[252.7258567  22.2741433] ; [42.2741433  3.7258567],0
p10,1,0.194556,1.682775,[213  61] ; [31 14],[209.5799373  64.4200627] ; [34.4200627 10.5799373],0
p1,1,0.237661,1.394416,[ 21 255] ; [ 6 41],[ 23.07120743 252.92879257] ; [ 3.92879257 43.07120743],0
b5,1,0.289461,1.122128,[170 107] ; [25 22],[166.71296296 110.28703704] ; [28.28703704 18.71296296],0
u4,1,0.353978,0.859146,[  2 274] ; [ 1 46],[  2.56346749 273.43653251] ; [ 0.43653251 46.56346749],0
s5,1,0.356566,0.849951,[ 69 197] ; [ 9 37],[ 66.5 199.5] ; [11.5 34.5],0
s4,1,0.360289,0.836887,[ 33 238] ; [ 8 39],[ 34.94025157 236.05974843] ; [ 6.05974843 40.94025157],0
p4,1,0.397663,0.715381,[150 125] ; [22 24],[147.35202492 127.64797508] ; [24.64797508 21.35202492],0
r4,1,0.412519,0.671529,[242  35] ; [39  8],[240.23765432  36.76234568] ; [40.76234568  6.23765432],0
p3,1,0.481812,0.494758,[120 154] ; [18 29],[117.79439252 156.20560748] ; [20.20560748 26.79439252],0
p11,1,0.497559,0.460139,[213  64] ; [34 13],[211.16975309  65.83024691] ; [35.83024691 11.16975309],0
u3,1,0.555284,0.347935,[39 32] ; [10 11],[37.81521739 33.18478261] ; [11.18478261  9.81521739],0
r1,1,0.591931,0.287339,[218  56] ; [35 11],[216.63125  57.36875] ; [36.36875  9.63125],0
p6,1,0.592971,0.285729,[ 73 196] ; [11 36],[ 71.50632911 197.49367089] ; [12.49367089 34.50632911],0
a8,1,0.619919,0.245981,[ 24 230] ; [ 5 37],[ 24.88513514 229.11486486] ; [ 4.11486486 37.88513514],0
v1,1,0.646654,0.210145,[139 131] ; [22 24],[137.56329114 132.43670886] ; [23.43670886 22.56329114],0
n5,1,0.665402,0.187028,[194  81] ; [31 15],[192.75700935  82.24299065] ; [32.24299065 13.75700935],0
s3,1,0.668098,0.183835,[ 95 176] ; [18 29],[ 96.29874214 174.70125786] ; [16.70125786 30.29874214],0
u2,1,0.677242,0.173247,[34 38] ; [11 10],[34.83870968 37.16129032] ; [10.16129032 10.83870968],0
p8,1,0.697744,0.15083,[138 133] ; [22 24],[136.78233438 134.21766562] ; [23.21766562 22.78233438],0
n6,1,0.699422,0.149074,[217  59] ; [35 11],[216.  60.] ; [36. 10.],0
s2,1,0.716719,0.131659,[ 78 196] ; [14 31],[ 79.02194357 194.97805643] ; [12.97805643 32.02194357],0
p5,1,0.734141,0.115343,[ 20 255] ; [ 4 42],[ 20.56074766 254.43925234] ; [ 3.43925234 42.56074766],0
v3,1,0.794656,0.06774,[ 86 176] ; [16 30],[ 86.76623377 175.23376623] ; [15.23376623 30.76623377],0
n3,1,0.837822,0.041894,[49 21] ; [6 3],[48.73417722 21.26582278] ; [6.26582278 2.73417722],0
b4,1,0.854594,0.033584,[167 110] ; [29 18],[167.56790123 109.43209877] ; [28.43209877 18.56790123],0
n1,1,0.859349,0.031401,[21 48] ; [3 6],[21.23076923 47.76923077] ; [2.76923077 6.23076923],0
