Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001299,10.343719,[12  8] ; [30 92],[ 5.91549296 14.08450704] ; [36.08450704 85.91549296],0
n1,1,0.006557,7.390355,[1 8] ; [29 19],[4.73684211 4.26315789] ; [25.26315789 22.73684211],0
n4,1,0.033538,4.518126,[16  7] ; [108  16],[19.40136054  3.59863946] ; [104.59863946  19.40136054],0
v3,1,0.080866,3.047403,[ 4 19] ; [44 78],[ 7.6137931 15.3862069] ; [40.3862069 81.6137931],0
s2,1,0.087523,2.919346,[14  9] ; [52 73],[10.25675676 12.74324324] ; [55.74324324 69.25675676],0
s6,1,0.088614,2.899364,[16  5] ; [70 54],[12.45517241  8.54482759] ; [73.54482759 50.45517241],0
p4,1,0.100077,2.704316,[14  9] ; [52 71],[10.39726027 12.60273973] ; [55.60273973 67.39726027],0
s3,1,0.138086,2.199158,[15  8] ; [60 64],[11.73469388 11.26530612] ; [63.26530612 60.73469388],0
b4,1,0.177946,1.814696,[ 9 14] ; [68 57],[11.96621622 11.03378378] ; [65.03378378 59.96621622],0
a7,1,0.183875,1.76602,[18  5] ; [80 45],[15.22972973  7.77027027] ; [82.77027027 42.22972973],0
d1,1,0.190855,1.711002,[ 8 15] ; [62 63],[10.87837838 12.12162162] ; [59.12162162 65.87837838],0
v1,1,0.210512,1.567899,[13 10] ; [53 72],[10.25675676 12.74324324] ; [55.74324324 69.25675676],0
b1,1,0.238164,1.391431,[10 13] ; [71 54],[12.58783784 10.41216216] ; [68.41216216 56.58783784],0
d5,1,0.249269,1.327395,[19  4] ; [88 36],[16.7414966  6.2585034] ; [90.2585034 33.7414966],0
a6,1,0.25782,1.280424,[11 12] ; [75 49],[13.45578231  9.54421769] ; [72.54421769 51.45578231],0
v4,1,0.281004,1.162227,[21  2] ; [102  22],[19.24489796  3.75510204] ; [103.75510204  20.24489796],0
p2,1,0.310458,1.028727,[17  6] ; [78 46],[14.86394558  8.13605442] ; [80.13605442 43.86394558],0
a8,1,0.338165,0.917375,[ 2 19] ; [20 91],[ 3.5 17.5] ; [18.5 92.5],0
a1,1,0.362045,0.830787,[ 1 22] ; [ 13 112],[ 2.17567568 20.82432432] ; [ 11.82432432 113.17567568],0
n6,1,0.43136,0.619158,[19  4] ; [93 31],[17.52380952  5.47619048] ; [94.47619048 29.52380952],0
b2,1,0.438827,0.599347,[3 8] ; [28 43],[4.15853659 6.84146341] ; [26.84146341 44.15853659],0
b3,1,0.438827,0.599347,[3 8] ; [28 43],[4.15853659 6.84146341] ; [26.84146341 44.15853659],0
a2,1,0.48867,0.479454,[ 4 19] ; [30 95],[ 5.28378378 17.71621622] ; [28.71621622 96.28378378],0
r2,1,0.492414,0.471247,[19  3] ; [112  11],[19.87586207  2.12413793] ; [111.12413793  11.87586207],0
b5,1,0.495196,0.465217,[13 10] ; [80 45],[14.4527027  8.5472973] ; [78.5472973 46.4527027],0
u1,1,0.535,0.384886,[ 3 20] ; [ 23 102],[ 4.04054054 18.95945946] ; [ 21.95945946 103.04054054],0
d4,1,0.541182,0.373354,[15  8] ; [88 35],[16.2260274  6.7739726] ; [86.7739726 36.2260274],0
n2,1,0.557561,0.343945,[7 2] ; [34 16],[6.25423729 2.74576271] ; [34.74576271 15.25423729],0
n3,1,0.561358,0.337358,[6 3] ; [27 21],[5.21052632 3.78947368] ; [27.78947368 20.21052632],0
r4,1,0.58483,0.298492,[18  5] ; [91 34],[16.93918919  6.06081081] ; [92.06081081 32.93918919],0
d3,1,0.597602,0.278628,[15  8] ; [73 50],[13.8630137  9.1369863] ; [74.1369863 48.8630137],0
p8,1,0.611682,0.257733,[ 8 14] ; [38 85],[ 6.97931034 15.02068966] ; [39.02068966 83.97931034],0
u2,1,0.613825,0.254642,[2 6] ; [14 27],[2.6122449 5.3877551] ; [13.3877551 27.6122449],0
p6,1,0.626192,0.23726,[ 6 16] ; [40 83],[ 6.97931034 15.02068966] ; [39.02068966 83.97931034],0
s1,1,0.63656,0.223269,[ 1 21] ; [  9 114],[ 1.51724138 20.48275862] ; [  8.48275862 114.51724138],0
p5,1,0.643147,0.21465,[ 3 20] ; [ 12 110],[ 2.37931034 20.62068966] ; [ 12.62068966 109.37931034],0
r3,1,0.65291,0.202251,[15  6] ; [95 30],[15.82191781  5.17808219] ; [94.17808219 30.82191781],0
a4,1,0.674331,0.176578,[11 12] ; [53 70],[10.08219178 12.91780822] ; [53.91780822 69.08219178],0
u3,1,0.686133,0.163304,[3 5] ; [19 23],[3.52 4.48] ; [18.48 23.52],0
s7,1,0.70015,0.148315,[ 9 12] ; [55 61],[ 9.81021898 11.18978102] ; [54.18978102 61.81021898],0
p12,1,0.785123,0.074338,[ 1 22] ; [  4 120],[ 0.78231293 22.21768707] ; [  4.21768707 119.78231293],0
a3,1,0.79131,0.070018,[15  8] ; [83 39],[15.54482759  7.45517241] ; [82.45517241 39.54482759],0
p1,1,0.803433,0.061955,[ 2 21] ; [ 13 112],[ 2.33108108 20.66891892] ; [ 12.66891892 112.33108108],0
d2,1,0.820288,0.051608,[11 12] ; [62 61],[11.5 11.5] ; [61.5 61.5],0
r1,1,0.847359,0.037052,[16  7] ; [88 35],[16.38356164  6.61643836] ; [87.61643836 35.38356164],0
p7,1,0.858412,0.031825,[11 11] ; [58 63],[10.61538462 11.38461538] ; [58.38461538 62.61538462],0
s8,1,0.889384,0.019344,[ 9 14] ; [47 78],[ 8.7027027 14.2972973] ; [47.2972973 77.7027027],0
p9,1,0.902026,0.015154,[14  8] ; [78 42],[14.25352113  7.74647887] ; [77.74647887 42.25352113],0
v2,1,0.90259,0.014979,[ 9 14] ; [49 72],[ 9.26388889 13.73611111] ; [48.73611111 72.26388889],0
a5,1,0.910892,0.012525,[15  8] ; [80 45],[14.76351351  8.23648649] ; [80.23648649 44.76351351],0
p10,1,0.942832,0.005142,[12 10] ; [67 54],[12.15384615  9.84615385] ; [66.84615385 54.15384615],0
p3,1,0.94849,0.004174,[ 8 15] ; [44 80],[ 8.13605442 14.86394558] ; [43.86394558 80.13605442],0
