Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.963641,[21 75] ; [58 40],[39.09278351 56.90721649] ; [39.90721649 58.09278351],1
v1,1,0.0,26.633674,[35 60] ; [71 25],[52.72251309 42.27748691] ; [53.27748691 42.72251309],1
p7,1,0.003153,8.716482,[55 40] ; [74 21],[64.5 30.5] ; [64.5 30.5],0
d5,1,0.020134,5.400254,[68 28] ; [83 15],[74.72164948 21.27835052] ; [76.27835052 21.72164948],0
p1,1,0.021064,5.321515,[13 84] ; [ 4 94],[ 8.45641026 88.54358974] ; [ 8.54358974 89.45641026],0
r3,1,0.021064,5.321515,[84 13] ; [94  4],[88.54358974  8.45641026] ; [89.45641026  8.54358974],0
n4,1,0.027472,4.860906,[72 25] ; [85 13],[78.0974359 18.9025641] ; [78.9025641 19.0974359],0
d4,1,0.030199,4.697926,[69 27] ; [83 15],[75.21649485 20.78350515] ; [76.78350515 21.21649485],0
r4,1,0.032908,4.550547,[75 22] ; [87 11],[80.58461538 16.41538462] ; [81.41538462 16.58461538],0
a3,1,0.08425,2.980944,[69 28] ; [80 18],[74.11794872 22.88205128] ; [74.88205128 23.11794872],0
p3,1,0.085324,2.960451,[43 53] ; [56 42],[48.98969072 47.01030928] ; [50.01030928 47.98969072],0
s4,1,0.092102,2.837251,[24 72] ; [15 83],[19.29896907 76.70103093] ; [19.70103093 78.29896907],0
p8,1,0.112987,2.511932,[47 50] ; [58 39],[52.5 44.5] ; [52.5 44.5],0
r1,1,0.131254,2.277611,[67 30] ; [77 21],[71.63076923 25.36923077] ; [72.36923077 25.63076923],0
s2,1,0.223302,1.483024,[44 53] ; [53 45],[48.25128205 48.74871795] ; [48.74871795 49.25128205],0
b5,1,0.223901,1.479193,[48 49] ; [40 58],[43.77435897 53.22564103] ; [44.22564103 53.77435897],0
n6,1,0.285961,1.138541,[79 17] ; [86 12],[81.64948454 14.35051546] ; [83.35051546 14.64948454],0
u4,1,0.317278,1.000134,[ 1 96] ; [ 3 95],[ 1.98974359 95.01025641] ; [ 2.01025641 95.98974359],0
u2,1,0.330592,0.946579,[15 13] ; [ 7 11],[13.39130435 14.60869565] ; [8.60869565 9.39130435],0
a6,1,0.34951,0.875237,[42 55] ; [36 62],[38.8 58.2] ; [39.2 58.8],0
s6,1,0.354479,0.857359,[65 28] ; [61 35],[62. 31.] ; [64. 32.],0
s3,1,0.372577,0.795053,[58 38] ; [53 45],[54.92783505 41.07216495] ; [56.07216495 41.92783505],0
u1,1,0.37864,0.775112,[ 8 89] ; [ 5 93],[ 6.46666667 90.53333333] ; [ 6.53333333 91.46666667],0
n5,1,0.40222,0.701678,[78 18] ; [84 14],[80.16494845 15.83505155] ; [81.83505155 16.16494845],0
s1,1,0.406865,0.687943,[ 4 93] ; [ 2 95],[ 3. 94.] ; [ 3. 94.],0
p4,1,0.42923,0.624906,[53 43] ; [59 38],[55.70984456 40.29015544] ; [56.29015544 40.70984456],0
n3,1,0.453453,0.562007,[21 10] ; [14  4],[22.14285714  8.85714286] ; [12.85714286  5.14285714],0
d2,1,0.471824,0.517702,[45 51] ; [51 47],[47.50515464 48.49484536] ; [48.49484536 49.50515464],0
u3,1,0.474355,0.511813,[11 17] ; [9 9],[12.17391304 15.82608696] ; [ 7.82608696 10.17391304],0
a5,1,0.497412,0.460454,[67 30] ; [72 26],[69.14358974 27.85641026] ; [69.85641026 28.14358974],0
r2,1,0.513628,0.426669,[86 11] ; [86  8],[87.35078534  9.64921466] ; [84.64921466  9.35078534],0
d1,1,0.519,0.41588,[46 51] ; [51 47],[48.25128205 48.74871795] ; [48.74871795 49.25128205],0
b1,1,0.521824,0.410287,[45 52] ; [41 57],[42.77948718 54.22051282] ; [43.22051282 54.77948718],0
p11,1,0.544987,0.366374,[79 18] ; [83 15],[80.58461538 16.41538462] ; [81.41538462 16.58461538],0
n1,1,0.566477,0.328613,[14 18] ; [ 6 11],[13.06122449 18.93877551] ; [ 6.93877551 10.06122449],0
a2,1,0.586933,0.295159,[ 9 88] ; [ 7 91],[ 7.95897436 89.04102564] ; [ 8.04102564 89.95897436],0
b4,1,0.618752,0.247626,[50 47] ; [54 44],[51.73333333 45.26666667] ; [52.26666667 45.73333333],0
a4,1,0.619568,0.246475,[45 52] ; [42 56],[43.27692308 53.72307692] ; [43.72307692 54.27692308],0
p2,1,0.628791,0.233704,[78 17] ; [83 15],[79.24870466 15.75129534] ; [81.75129534 16.24870466],0
n2,1,0.64785,0.208622,[23  9] ; [14  4],[23.68  8.32] ; [13.32  4.68],0
a8,1,0.672652,0.178515,[ 9 83] ; [11 83],[ 9.89247312 82.10752688] ; [10.10752688 83.89247312],0
s5,1,0.674311,0.176601,[37 57] ; [39 53],[38.40860215 55.59139785] ; [37.59139785 54.40860215],0
s8,1,0.72109,0.127451,[48 49] ; [51 47],[49.24615385 47.75384615] ; [49.75384615 48.24615385],0
d3,1,0.724266,0.124442,[45 52] ; [43 55],[43.77435897 53.22564103] ; [44.22564103 53.77435897],0
p12,1,0.729595,0.119484,[ 6 90] ; [ 5 93],[ 5.44329897 90.55670103] ; [ 5.55670103 92.44329897],0
v4,1,0.782276,0.076372,[87  9] ; [89  8],[87.54404145  8.45595855] ; [88.45595855  8.54404145],0
a1,1,0.788738,0.071797,[ 6 91] ; [ 7 91],[ 6.46666667 90.53333333] ; [ 6.53333333 91.46666667],0
p6,1,0.837271,0.042183,[36 59] ; [35 61],[35.31413613 59.68586387] ; [35.68586387 60.31413613],0
p5,1,0.932089,0.007262,[13 82] ; [13 85],[12.79792746 82.20207254] ; [13.20207254 84.79792746],0
s7,1,0.934485,0.006757,[53 42] ; [53 41],[53.28042328 41.71957672] ; [52.71957672 41.28042328],0
b3,1,0.964954,0.001931,[28 34] ; [30 37],[27.87596899 34.12403101] ; [30.12403101 36.87596899],0
b2,1,0.964954,0.001931,[28 34] ; [30 37],[27.87596899 34.12403101] ; [30.12403101 36.87596899],0
p9,1,0.968055,0.001604,[89  7] ; [91  7],[89.07216495  6.92783505] ; [90.92783505  7.07216495],0
