Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,44.827809,[50 27] ; [ 9 66],[29.88815789 47.11184211] ; [29.11184211 45.88815789],1
s2,1,0.0,38.787942,[57 20] ; [18 58],[37.74509804 39.25490196] ; [37.25490196 38.74509804],1
s6,1,3.4e-05,17.183649,[65 11] ; [41 34],[53.35099338 22.64900662] ; [52.64900662 22.35099338],1
p9,1,4e-05,16.858779,[60 16] ; [35 40],[47.81456954 28.18543046] ; [47.18543046 27.81456954],1
s3,1,0.0001,15.14306,[53 24] ; [28 47],[41.03289474 35.96710526] ; [39.96710526 35.03289474],1
p6,1,0.000151,14.358894,[35 41] ; [13 62],[24.1589404 51.8410596] ; [23.8410596 51.1589404],1
n6,1,0.000152,14.343776,[62 12] ; [42 34],[51.30666667 22.69333333] ; [52.69333333 23.30666667],1
u1,1,0.000943,10.936788,[22 55] ; [ 6 70],[14.09150327 62.90849673] ; [13.90849673 62.09150327],1
s5,1,0.001603,9.956247,[32 41] ; [14 58],[23.15862069 49.84137931] ; [22.84137931 49.15862069],0
n4,1,0.006228,7.483077,[58 18] ; [42 34],[50. 26.] ; [50. 26.],0
p10,1,0.008776,6.867822,[52 24] ; [35 39],[44.08 31.92] ; [42.92 31.08],0
p1,1,0.009047,6.813503,[11 65] ; [ 2 74],[ 6.5 69.5] ; [ 6.5 69.5],0
n5,1,0.013319,6.126222,[55 20] ; [41 35],[47.68211921 27.31788079] ; [48.31788079 27.68211921],0
v1,1,0.017646,5.630983,[41 36] ; [26 50],[33.71895425 43.28104575] ; [33.28104575 42.71895425],0
v4,1,0.023275,5.147846,[74  3] ; [65 11],[69.95424837  7.04575163] ; [69.04575163  6.95424837],0
p4,1,0.02595,4.959322,[42 35] ; [27 47],[35.18543046 41.81456954] ; [33.81456954 40.18543046],0
p2,1,0.0275,4.859141,[59 18] ; [45 30],[52.68421053 24.31578947] ; [51.31578947 23.68421053],0
p3,1,0.038234,4.294578,[34 43] ; [21 54],[27.86184211 49.13815789] ; [27.13815789 47.86184211],0
d3,1,0.058812,3.570569,[56 20] ; [45 31],[50.5 25.5] ; [50.5 25.5],0
b1,1,0.063133,3.453099,[45 32] ; [33 43],[39.25490196 37.74509804] ; [38.74509804 37.25490196],0
a3,1,0.083862,2.988427,[59 17] ; [48 26],[54.21333333 21.78666667] ; [52.78666667 21.21333333],0
r3,1,0.086018,2.947368,[70  6] ; [63 13],[66.5  9.5] ; [66.5  9.5],0
r4,1,0.093575,2.811766,[70  7] ; [62 14],[66.43137255 10.56862745] ; [65.56862745 10.43137255],0
d1,1,0.124059,2.365311,[48 29] ; [38 38],[43.28104575 33.71895425] ; [42.71895425 33.28104575],0
a4,1,0.139531,2.183121,[40 37] ; [30 45],[35.46052632 41.53947368] ; [34.53947368 40.46052632],0
s1,1,0.140049,2.177419,[ 9 66] ; [ 4 72],[ 6.45695364 68.54304636] ; [ 6.54304636 69.45695364],0
v2,1,0.161281,1.962177,[42 33] ; [32 40],[37.75510204 37.24489796] ; [36.24489796 35.75510204],0
p5,1,0.168841,1.893207,[ 9 68] ; [ 4 70],[ 6.62913907 70.37086093] ; [ 6.37086093 67.62913907],0
n3,1,0.179684,1.800232,[18 13] ; [23  8],[20.5 10.5] ; [20.5 10.5],0
d2,1,0.194211,1.685378,[43 33] ; [35 41],[39. 37.] ; [39. 37.],0
n1,1,0.200296,1.640212,[16 15] ; [11 20],[13.5 17.5] ; [13.5 17.5],0
b3,1,0.240217,1.379318,[15 29] ; [ 9 31],[12.57142857 31.42857143] ; [11.42857143 28.57142857],0
b2,1,0.240217,1.379318,[15 29] ; [ 9 31],[12.57142857 31.42857143] ; [11.42857143 28.57142857],0
p8,1,0.256914,1.285309,[30 46] ; [23 52],[26.67549669 49.32450331] ; [26.32450331 48.67549669],0
a1,1,0.312214,1.021285,[ 6 71] ; [ 3 73],[ 4.52941176 72.47058824] ; [ 4.47058824 71.52941176],0
a5,1,0.347548,0.882391,[57 20] ; [51 25],[54.35294118 22.64705882] ; [53.64705882 22.35294118],0
a8,1,0.347808,0.881437,[10 56] ; [ 7 64],[ 8.18978102 57.81021898] ; [ 8.81021898 62.18978102],0
b4,1,0.374002,0.790323,[48 29] ; [42 34],[45.29411765 31.70588235] ; [44.70588235 31.29411765],0
a2,1,0.387711,0.746109,[23 54] ; [18 58],[20.63398693 56.36601307] ; [20.36601307 55.63398693],0
n2,1,0.532453,0.389708,[22  9] ; [21 12],[20.828125 10.171875] ; [22.171875 10.828125],0
