Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.002511,9.132481,[ 3 32] ; [5 5],[ 6.22222222 28.77777778] ; [1.77777778 8.22222222],0
b4,1,0.017169,5.679022,[25 10] ; [3 7],[21.77777778 13.22222222] ; [6.22222222 3.77777778],0
s2,1,0.058495,3.579545,[ 7 28] ; [5 5],[ 9.33333333 25.66666667] ; [2.66666667 7.33333333],0
a3,1,0.094894,2.78932,[27  8] ; [5 5],[24.88888889 10.11111111] ; [7.11111111 2.88888889],0
d3,1,0.102023,2.673634,[22 13] ; [9 1],[24.11111111 10.88888889] ; [6.88888889 3.11111111],0
n3,1,0.110149,2.552083,[ 5 11] ; [3 1],[6.4 9.6] ; [1.6 2.4],0
u3,1,0.134802,2.23631,[3 5] ; [4 1],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
s1,1,0.161521,1.95993,[ 2 33] ; [2 8],[ 3.11111111 31.88888889] ; [0.88888889 9.11111111],0
r1,1,0.175441,1.835827,[19 16] ; [3 7],[17.11111111 17.88888889] ; [4.88888889 5.11111111],0
a4,1,0.293321,1.104314,[14 20] ; [6 4],[15.45454545 18.54545455] ; [4.54545455 5.45454545],0
p2,1,0.293321,1.104314,[14 20] ; [6 4],[15.45454545 18.54545455] ; [4.54545455 5.45454545],0
a6,1,0.337904,0.918367,[20 15] ; [4 6],[18.66666667 16.33333333] ; [5.33333333 4.66666667],0
s7,1,0.352637,0.863944,[ 9 23] ; [4 5],[10.14634146 21.85365854] ; [2.85365854 6.14634146],0
d5,1,0.370028,0.803571,[27  8] ; [9 1],[28.  7.] ; [8. 2.],0
n4,1,0.374916,0.787305,[19 16] ; [7 3],[20.22222222 14.77777778] ; [5.77777778 4.22222222],0
b5,1,0.374916,0.787305,[19 16] ; [7 3],[20.22222222 14.77777778] ; [5.77777778 4.22222222],0
n6,1,0.424761,0.637104,[19 15] ; [7 3],[20.09090909 13.90909091] ; [5.90909091 4.09090909],0
u2,1,0.428537,0.626786,[3 5] ; [3 2],[3.69230769 4.30769231] ; [2.30769231 2.69230769],0
b3,1,0.453508,0.56187,[ 7 18] ; [3 4],[ 7.8125 17.1875] ; [2.1875 4.8125],0
b2,1,0.453508,0.56187,[ 7 18] ; [3 4],[ 7.8125 17.1875] ; [2.1875 4.8125],0
d1,1,0.464214,0.535714,[20 15] ; [7 3],[21. 14.] ; [6. 4.],0
d2,1,0.471847,0.517647,[16 18] ; [6 4],[17. 17.] ; [5. 5.],0
r2,1,0.482096,0.494118,[21 13] ; [6 2],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
r4,1,0.502335,0.45,[ 7 28] ; [3 7],[ 7.77777778 27.22222222] ; [2.22222222 7.77777778],0
p4,1,0.50595,0.442433,[13 21] ; [5 5],[13.90909091 20.09090909] ; [4.09090909 5.90909091],0
a2,1,0.582572,0.302095,[ 6 29] ; [1 9],[ 5.44444444 29.55555556] ; [1.55555556 8.44444444],0
s8,1,0.642986,0.214859,[ 8 27] ; [3 7],[ 8.55555556 26.44444444] ; [2.44444444 7.55555556],0
n1,1,0.648077,0.208333,[ 6 10] ; [2 2],[6.4 9.6] ; [1.6 2.4],0
v1,1,0.677298,0.173183,[13 22] ; [3 7],[12.44444444 22.55555556] ; [3.55555556 6.44444444],0
p10,1,0.6885,0.160714,[20 15] ; [5 5],[19.44444444 15.55555556] ; [5.55555556 4.44444444],0
s5,1,0.702871,0.145503,[10 25] ; [2 7],[ 9.54545455 25.45454545] ; [2.45454545 6.54545455],0
p8,1,0.739193,0.110837,[12 23] ; [4 6],[12.44444444 22.55555556] ; [3.55555556 6.44444444],0
p11,1,0.739193,0.110837,[12 23] ; [4 6],[12.44444444 22.55555556] ; [3.55555556 6.44444444],0
n5,1,0.739193,0.110837,[23 12] ; [6 4],[22.55555556 12.44444444] ; [6.44444444 3.55555556],0
a7,1,0.748428,0.102857,[19 16] ; [6 4],[19.44444444 15.55555556] ; [5.55555556 4.44444444],0
s3,1,0.785671,0.07395,[12 22] ; [4 6],[12.36363636 21.63636364] ; [3.63636364 6.36363636],0
v2,1,0.786944,0.073052,[ 9 26] ; [3 7],[ 9.33333333 25.66666667] ; [2.66666667 7.33333333],0
v4,1,0.799846,0.064286,[23 12] ; [7 3],[23.33333333 11.66666667] ; [6.66666667 3.33333333],0
a5,1,0.799846,0.064286,[23 12] ; [7 3],[23.33333333 11.66666667] ; [6.66666667 3.33333333],0
b1,1,0.799846,0.064286,[23 12] ; [7 3],[23.33333333 11.66666667] ; [6.66666667 3.33333333],0
p9,1,0.81725,0.053399,[19 15] ; [6 4],[19.31818182 14.68181818] ; [5.68181818 4.31818182],0
n2,1,0.822187,0.050505,[9 7] ; [2 2],[8.8 7.2] ; [2.2 1.8],0
v3,1,0.848006,0.036735,[ 8 27] ; [2 8],[ 7.77777778 27.22222222] ; [2.22222222 7.77777778],0
s6,1,0.869456,0.027011,[13 22] ; [4 6],[13.22222222 21.77777778] ; [3.77777778 6.22222222],0
u1,1,0.888662,0.019599,[ 3 32] ; [1 9],[ 3.11111111 31.88888889] ; [0.88888889 9.11111111],0
a1,1,0.89912,0.016071,[ 4 31] ; [1 9],[ 3.88888889 31.11111111] ; [1.11111111 8.88888889],0
p3,1,0.946967,0.004424,[14 20] ; [4 6],[13.90909091 20.09090909] ; [4.09090909 5.90909091],0
p7,1,0.953574,0.00339,[11 21] ; [3 6],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
