Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,51.959656,[73  8] ; [ 1 15],[61.79381443 19.20618557] ; [12.20618557  3.79381443],1
r2,1,0.00034,12.834225,[75  5] ; [10  6],[70.83333333  9.16666667] ; [14.16666667  1.83333333],1
n5,1,0.009534,6.72,[38 42] ; [ 2 14],[33.33333333 46.66666667] ; [6.66666667 9.33333333],0
p2,1,0.015326,5.878546,[64 17] ; [8 8],[60.12371134 20.87628866] ; [11.87628866  4.12371134],0
v4,1,0.053474,3.729053,[76  4] ; [13  3],[74.16666667  5.83333333] ; [14.83333333  1.16666667],0
a7,1,0.054588,3.694613,[60 21] ; [8 8],[56.78350515 24.21649485] ; [11.21649485  4.78350515],0
s7,1,0.057085,3.620121,[35 44] ; [ 3 13],[31.6 47.4] ; [6.4 9.6],0
s1,1,0.065187,3.400247,[ 2 79] ; [ 2 14],[ 3.34020619 77.65979381] ; [ 0.65979381 15.34020619],0
r4,1,0.067772,3.336173,[67 14] ; [10  6],[64.29896907 16.70103093] ; [12.70103093  3.29896907],0
p11,1,0.07088,3.262527,[59 22] ; [8 8],[55.94845361 25.05154639] ; [11.05154639  4.94845361],0
b2,1,0.074841,3.173512,[19 22] ; [1 7],[16.73469388 24.26530612] ; [3.26530612 4.73469388],0
b3,1,0.074841,3.173512,[19 22] ; [1 7],[16.73469388 24.26530612] ; [3.26530612 4.73469388],0
s5,1,0.082364,3.017631,[29 51] ; [ 2 13],[26.10526316 53.89473684] ; [ 4.89473684 10.10526316],0
v2,1,0.113416,2.50597,[50 27] ; [7 9],[47.19354839 29.80645161] ; [9.80645161 6.19354839],0
n6,1,0.181512,1.785199,[54 26] ; [8 8],[51.66666667 28.33333333] ; [10.33333333  5.66666667],0
s2,1,0.183829,1.76639,[40 41] ; [ 5 11],[37.57731959 43.42268041] ; [7.42268041 8.57731959],0
d2,1,0.204602,1.609217,[27 54] ; [8 8],[29.22680412 51.77319588] ; [ 5.77319588 10.22680412],0
r3,1,0.224346,1.476353,[74  7] ; [13  3],[72.64948454  8.35051546] ; [14.35051546  1.64948454],0
p6,1,0.285128,1.142484,[22 57] ; [ 2 12],[20.38709677 58.61290323] ; [ 3.61290323 10.38709677],0
s6,1,0.290298,1.118239,[54 26] ; [8 7],[52.21052632 27.78947368] ; [9.78947368 5.21052632],0
d5,1,0.290511,1.117252,[61 20] ; [10  6],[59.28865979 21.71134021] ; [11.71134021  4.28865979],0
p7,1,0.291619,1.112131,[43 36] ; [11  5],[44.90526316 34.09473684] ; [9.09473684 6.90526316],0
s4,1,0.434378,0.611088,[17 64] ; [ 2 14],[15.86597938 65.13402062] ; [ 3.13402062 12.86597938],0
n2,1,0.468981,0.524376,[25  5] ; [5 2],[24.32432432  5.67567568] ; [5.67567568 1.32432432],0
p3,1,0.476033,0.507937,[35 46] ; [ 5 10],[33.75 47.25] ; [6.25 8.75],0
u1,1,0.482248,0.493776,[10 71] ; [ 1 15],[ 9.18556701 71.81443299] ; [ 1.81443299 14.18556701],0
p8,1,0.547302,0.362173,[37 44] ; [ 6 10],[35.90721649 45.09278351] ; [7.09278351 8.90721649],0
b1,1,0.547628,0.361584,[29 52] ; [7 9],[30.06185567 50.93814433] ; [ 5.93814433 10.06185567],0
d4,1,0.562832,0.334824,[66 15] ; [14  2],[66.80412371 14.19587629] ; [13.19587629  2.80412371],0
s3,1,0.583882,0.3,[41 39] ; [7 9],[40. 40.] ; [8. 8.],0
n1,1,0.600556,0.274158,[ 7 23] ; [1 6],[ 6.48648649 23.51351351] ; [1.51351351 5.48648649],0
b4,1,0.613449,0.255183,[51 30] ; [9 7],[50.10309278 30.89690722] ; [9.89690722 6.10309278],0
b5,1,0.613449,0.255183,[51 30] ; [9 7],[50.10309278 30.89690722] ; [9.89690722 6.10309278],0
p1,1,0.638515,0.22069,[ 8 72] ; [ 1 15],[ 7.5 72.5] ; [ 1.5 14.5],0
v3,1,0.652964,0.202184,[29 49] ; [ 5 11],[28.21276596 49.78723404] ; [ 5.78723404 10.21276596],0
r1,1,0.660404,0.193034,[60 21] ; [11  5],[59.28865979 21.71134021] ; [11.71134021  4.28865979],0
u3,1,0.711923,0.136364,[18  7] ; [4 1],[18.33333333  6.66666667] ; [3.66666667 1.33333333],0
n3,1,0.761057,0.092473,[19 11] ; [4 3],[18.64864865 11.35135135] ; [4.35135135 2.64864865],0
p4,1,0.816633,0.053767,[38 43] ; [7 9],[37.57731959 43.42268041] ; [7.42268041 8.57731959],0
d1,1,0.821254,0.051046,[38 43] ; [8 8],[38.41237113 42.58762887] ; [7.58762887 8.41237113],0
d3,1,0.822271,0.050456,[53 28] ; [10  6],[52.60824742 28.39175258] ; [10.39175258  5.60824742],0
a6,1,0.822271,0.050456,[53 28] ; [10  6],[52.60824742 28.39175258] ; [10.39175258  5.60824742],0
a4,1,0.823185,0.04993,[33 48] ; [7 9],[33.40206186 47.59793814] ; [6.59793814 9.40206186],0
a2,1,0.839782,0.040874,[17 64] ; [ 3 13],[16.70103093 64.29896907] ; [ 3.29896907 12.70103093],0
a5,1,0.897061,0.016738,[57 24] ; [11  5],[56.78350515 24.21649485] ; [11.21649485  4.78350515],0
u2,1,0.916528,0.010985,[15  9] ; [3 2],[14.89655172  9.10344828] ; [3.10344828 1.89655172],0
a3,1,0.97566,0.000931,[56 25] ; [11  5],[55.94845361 25.05154639] ; [11.05154639  4.94845361],0
