Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.35234,[85  9] ; [ 2 10],[77.1509434 16.8490566] ; [9.8490566 2.1509434],1
r1,1,0.0,31.234179,[78 16] ; [ 1 11],[70.05660377 23.94339623] ; [8.94339623 3.05660377],1
v4,1,0.000161,14.244481,[88  6] ; [7 5],[84.24528302  9.75471698] ; [10.75471698  1.24528302],1
r3,1,0.001131,10.600358,[88  5] ; [8 4],[85.02857143  7.97142857] ; [10.97142857  1.02857143],0
u3,1,0.037379,4.333047,[23 14] ; [1 5],[20.65116279 16.34883721] ; [3.34883721 2.65116279],0
n4,1,0.04769,3.920867,[66 28] ; [5 7],[62.96226415 31.03773585] ; [8.03773585 3.96226415],0
n6,1,0.065403,3.394781,[70 23] ; [6 6],[67.31428571 25.68571429] ; [8.68571429 3.31428571],0
a5,1,0.098277,2.733277,[55 39] ; [4 8],[52.32075472 41.67924528] ; [6.67924528 5.32075472],0
v3,1,0.099155,2.719086,[29 64] ; [ 1 11],[26.57142857 66.42857143] ; [3.42857143 8.57142857],0
d1,1,0.117319,2.45275,[46 48] ; [3 9],[43.45283019 50.54716981] ; [5.54716981 6.45283019],0
b3,1,0.167658,1.903763,[21 41] ; [1 8],[19.21126761 42.78873239] ; [2.78873239 6.21126761],0
b2,1,0.167658,1.903763,[21 41] ; [1 8],[19.21126761 42.78873239] ; [2.78873239 6.21126761],0
d4,1,0.179118,1.804924,[71 22] ; [7 5],[69.08571429 23.91428571] ; [8.91428571 3.08571429],0
b1,1,0.183165,1.771759,[36 58] ; [7 5],[38.13207547 55.86792453] ; [4.86792453 7.13207547],0
a7,1,0.193259,1.692596,[57 36] ; [5 7],[54.91428571 38.08571429] ; [7.08571429 4.91428571],0
a4,1,0.217753,1.519116,[41 53] ; [3 9],[39.01886792 54.98113208] ; [4.98113208 7.01886792],0
p12,1,0.226316,1.463868,[ 2 91] ; [ 1 11],[ 2.65714286 90.34285714] ; [ 0.34285714 11.65714286],0
u2,1,0.312951,1.018182,[16 20] ; [4 2],[17.14285714 18.85714286] ; [2.85714286 3.14285714],0
s7,1,0.318179,0.996418,[30 61] ; [2 9],[28.54901961 62.45098039] ; [3.45098039 7.54901961],0
n5,1,0.334829,0.93013,[53 41] ; [5 7],[51.43396226 42.56603774] ; [6.56603774 5.43396226],0
b5,1,0.351996,0.866248,[60 34] ; [6 6],[58.52830189 35.47169811] ; [7.47169811 4.52830189],0
p3,1,0.37764,0.77837,[27 67] ; [ 2 10],[25.71698113 68.28301887] ; [3.28301887 8.71698113],0
d5,1,0.449722,0.571354,[65 29] ; [7 5],[63.8490566 30.1509434] ; [8.1509434 3.8490566],0
a3,1,0.479712,0.499517,[57 37] ; [6 6],[55.86792453 38.13207547] ; [7.13207547 4.86792453],0
p9,1,0.484415,0.488907,[40 51] ; [4 8],[38.87378641 52.12621359] ; [5.12621359 6.87378641],0
a2,1,0.487225,0.482649,[15 79] ; [ 1 11],[14.18867925 79.81132075] ; [ 1.81132075 10.18867925],0
s2,1,0.499978,0.454982,[32 60] ; [3 9],[30.96153846 61.03846154] ; [4.03846154 7.96153846],0
a1,1,0.530335,0.39375,[ 4 90] ; [ 1 11],[ 4.43396226 89.56603774] ; [ 0.56603774 11.43396226],0
n3,1,0.532433,0.389745,[22  9] ; [5 1],[22.62162162  8.37837838] ; [4.37837838 1.62162162],0
p1,1,0.543857,0.368438,[ 4 88] ; [ 1 11],[ 4.42307692 87.57692308] ; [ 0.57692308 11.42307692],0
d3,1,0.574326,0.315498,[55 39] ; [6 6],[54.09433962 39.90566038] ; [6.90566038 5.09433962],0
n2,1,0.605577,0.266667,[22  8] ; [5 1],[22.5  7.5] ; [4.5 1.5],0
a8,1,0.637356,0.222217,[12 72] ; [ 1 10],[11.49473684 72.50526316] ; [1.50526316 9.49473684],0
s4,1,0.642629,0.215321,[11 81] ; [ 2 10],[11.5 80.5] ; [ 1.5 10.5],0
b4,1,0.655412,0.199144,[61 33] ; [7 5],[60.30188679 33.69811321] ; [7.69811321 4.30188679],0
p6,1,0.69867,0.149859,[28 64] ; [3 9],[27.42307692 64.57692308] ; [3.57692308 8.42307692],0
v2,1,0.715398,0.132944,[43 48] ; [5 7],[42.40776699 48.59223301] ; [5.59223301 6.40776699],0
p2,1,0.787439,0.072704,[67 27] ; [9 3],[67.39622642 26.60377358] ; [8.60377358 3.39622642],0
p4,1,0.821474,0.050917,[36 58] ; [5 7],[36.35849057 57.64150943] ; [4.64150943 7.35849057],0
s5,1,0.898266,0.016346,[21 69] ; [3 9],[21.17647059 68.82352941] ; [2.82352941 9.17647059],0
v1,1,0.900346,0.015681,[37 56] ; [5 7],[37.2 55.8] ; [4.8 7.2],0
s3,1,0.90517,0.014193,[40 52] ; [5 7],[39.80769231 52.19230769] ; [5.19230769 6.80769231],0
s6,1,0.91621,0.011069,[45 48] ; [6 6],[45.17142857 47.82857143] ; [5.82857143 6.17142857],0
p8,1,0.920937,0.009851,[32 60] ; [4 8],[31.84615385 60.15384615] ; [4.15384615 7.84615385],0
a6,1,0.934284,0.006799,[56 38] ; [7 5],[55.86792453 38.13207547] ; [7.13207547 4.86792453],0
p7,1,0.943524,0.005019,[45 47] ; [6 6],[45.11538462 46.88461538] ; [5.88461538 6.11538462],0
d2,1,0.972034,0.001229,[46 47] ; [6 6],[46.05714286 46.94285714] ; [5.94285714 6.05714286],0
n1,1,1.0,0.0,[10 20] ; [2 4],[10. 20.] ; [2. 4.],0
